Year,Область,Категорія,Value
2022,Рівненська,за територіальними автоматизованими системами центрального оповіщення,
2022,Рівненська,за місцевими автоматизованими системами центрального оповіщення,5.9
2022,Сумська,за територіальними автоматизованими системами центрального оповіщення,100.0
2022,Сумська,за місцевими автоматизованими системами центрального оповіщення,2.0
2022,Тернопільська,за територіальними автоматизованими системами центрального оповіщення,
2022,Тернопільська,за місцевими автоматизованими системами центрального оповіщення,9.1
2022,Харківська,за територіальними автоматизованими системами центрального оповіщення,
2022,Харківська,за місцевими автоматизованими системами центрального оповіщення,
2022,Херсонська,за територіальними автоматизованими системами центрального оповіщення,
2022,Херсонська,за місцевими автоматизованими системами центрального оповіщення,
2022,Хмельницька,за територіальними автоматизованими системами центрального оповіщення,
2022,Хмельницька,за місцевими автоматизованими системами центрального оповіщення,70.0
2022,Черкаська,за територіальними автоматизованими системами центрального оповіщення,
2022,Черкаська,за місцевими автоматизованими системами центрального оповіщення,
2022,Чернівецька,за територіальними автоматизованими системами центрального оповіщення,
2022,Чернівецька,за місцевими автоматизованими системами центрального оповіщення,
2022,Чернігівська,за територіальними автоматизованими системами центрального оповіщення,100.0
2022,Чернігівська,за місцевими автоматизованими системами центрального оповіщення,7.0
2022,м. Київ,за територіальними автоматизованими системами центрального оповіщення,
2022,м. Київ,за місцевими автоматизованими системами центрального оповіщення,
2022,м. Севастополь,за територіальними автоматизованими системами центрального оповіщення,
2022,м. Севастополь,за місцевими автоматизованими системами центрального оповіщення,
2023,,за територіальними автоматизованими системами центрального оповіщення,20.0
2023,,за місцевими автоматизованими системами центрального оповіщення,14.0
2023,Автономна Республіка Крим,за територіальними автоматизованими системами центрального оповіщення,
2023,Автономна Республіка Крим,за місцевими автоматизованими системами центрального оповіщення,
2023,Вінницька,за територіальними автоматизованими системами центрального оповіщення,
2023,Вінницька,за місцевими автоматизованими системами центрального оповіщення,3.2
2023,Волинська,за територіальними автоматизованими системами центрального оповіщення,
2023,Волинська,за місцевими автоматизованими системами центрального оповіщення,
2023,Дніпропетровська,за територіальними автоматизованими системами центрального оповіщення,
2023,Дніпропетровська,за місцевими автоматизованими системами центрального оповіщення,4.7
2023,Донецька,за територіальними автоматизованими системами центрального оповіщення,
2023,Донецька,за місцевими автоматизованими системами центрального оповіщення,
2023,Житомирська,за територіальними автоматизованими системами центрального оповіщення,
2023,Житомирська,за місцевими автоматизованими системами центрального оповіщення,
2023,Закарпатська,за територіальними автоматизованими системами центрального оповіщення,100.0
2023,Закарпатська,за місцевими автоматизованими системами центрального оповіщення,
2023,Запорізька,за територіальними автоматизованими системами центрального оповіщення,
2023,Запорізька,за місцевими автоматизованими системами центрального оповіщення,
2023,Івано-Франківська,за територіальними автоматизованими системами центрального оповіщення,
2023,Івано-Франківська,за місцевими автоматизованими системами центрального оповіщення,
2023,Київська,за територіальними автоматизованими системами центрального оповіщення,
2023,Київська,за місцевими автоматизованими системами центрального оповіщення,34.8
2023,Кіровоградська,за територіальними автоматизованими системами центрального оповіщення,
2023,Кіровоградська,за місцевими автоматизованими системами центрального оповіщення,
2023,Луганська,за територіальними автоматизованими системами центрального оповіщення,100.0
2023,Луганська,за місцевими автоматизованими системами центрального оповіщення,100.0
2023,Львівська,за територіальними автоматизованими системами центрального оповіщення,
2023,Львівська,за місцевими автоматизованими системами центрального оповіщення,
2023,Миколаївська,за територіальними автоматизованими системами центрального оповіщення,
2023,Миколаївська,за місцевими автоматизованими системами центрального оповіщення,3.8
2023,Одеська,за територіальними автоматизованими системами центрального оповіщення,
2023,Одеська,за місцевими автоматизованими системами центрального оповіщення,
2023,Полтавська,за територіальними автоматизованими системами центрального оповіщення,
2023,Полтавська,за місцевими автоматизованими системами центрального оповіщення,1.7
2023,Рівненська,за територіальними автоматизованими системами центрального оповіщення,
2023,Рівненська,за місцевими автоматизованими системами центрального оповіщення,21.9
2023,Сумська,за територіальними автоматизованими системами центрального оповіщення,100.0
2023,Сумська,за місцевими автоматизованими системами центрального оповіщення,2.0
2023,Тернопільська,за територіальними автоматизованими системами центрального оповіщення,100.0
2023,Тернопільська,за місцевими автоматизованими системами центрального оповіщення,18.2
2023,Харківська,за територіальними автоматизованими системами центрального оповіщення,
2023,Харківська,за місцевими автоматизованими системами центрального оповіщення,
2023,Херсонська,за територіальними автоматизованими системами центрального оповіщення,
2023,Херсонська,за місцевими автоматизованими системами центрального оповіщення,5.9
2023,Хмельницька,за територіальними автоматизованими системами центрального оповіщення,
2023,Хмельницька,за місцевими автоматизованими системами центрального оповіщення,70.0
2023,Черкаська,за територіальними автоматизованими системами центрального оповіщення,
2023,Черкаська,за місцевими автоматизованими системами центрального оповіщення,
2023,Чернівецька,за територіальними автоматизованими системами центрального оповіщення,
2023,Чернівецька,за місцевими автоматизованими системами центрального оповіщення,
2023,Чернігівська,за територіальними автоматизованими системами центрального оповіщення,100.0
2023,Чернігівська,за місцевими автоматизованими системами центрального оповіщення,21.1
2023,м. Київ,за територіальними автоматизованими системами центрального оповіщення,
2023,м. Київ,за місцевими автоматизованими системами центрального оповіщення,
2023,м. Севастополь,за територіальними автоматизованими системами центрального оповіщення,
2023,м. Севастополь,за місцевими автоматизованими системами центрального оповіщення,
2024,,за територіальними автоматизованими системами центрального оповіщення,32.0
2024,,за місцевими автоматизованими системами центрального оповіщення,10.4
2024,Автономна Республіка Крим,за територіальними автоматизованими системами центрального оповіщення,
2024,Автономна Республіка Крим,за місцевими автоматизованими системами центрального оповіщення,
2024,Вінницька,за територіальними автоматизованими системами центрального оповіщення,
2024,Вінницька,за місцевими автоматизованими системами центрального оповіщення,1.6
2024,Волинська,за територіальними автоматизованими системами центрального оповіщення,100.0
2024,Волинська,за місцевими автоматизованими системами центрального оповіщення,
2024,Дніпропетровська,за територіальними автоматизованими системами центрального оповіщення,
2024,Дніпропетровська,за місцевими автоматизованими системами центрального оповіщення,8.1
2024,Донецька,за територіальними автоматизованими системами центрального оповіщення,
2024,Донецька,за місцевими автоматизованими системами центрального оповіщення,
2024,Житомирська,за територіальними автоматизованими системами центрального оповіщення,
2024,Житомирська,за місцевими автоматизованими системами центрального оповіщення,
2024,Закарпатська,за територіальними автоматизованими системами центрального оповіщення,100.0
2024,Закарпатська,за місцевими автоматизованими системами центрального оповіщення,
2024,Запорізька,за територіальними автоматизованими системами центрального оповіщення,
2024,Запорізька,за місцевими автоматизованими системами центрального оповіщення,
2024,Івано-Франківська,за територіальними автоматизованими системами центрального оповіщення,
2024,Івано-Франківська,за місцевими автоматизованими системами центрального оповіщення,
2024,Київська,за територіальними автоматизованими системами центрального оповіщення,
2024,Київська,за місцевими автоматизованими системами центрального оповіщення,18.8
2024,Кіровоградська,за територіальними автоматизованими системами центрального оповіщення,
2024,Кіровоградська,за місцевими автоматизованими системами центрального оповіщення,
2024,Луганська,за територіальними автоматизованими системами центрального оповіщення,100.0
2024,Луганська,за місцевими автоматизованими системами центрального оповіщення,100.0
2024,Львівська,за територіальними автоматизованими системами центрального оповіщення,
2024,Львівська,за місцевими автоматизованими системами центрального оповіщення,
2024,Миколаївська,за територіальними автоматизованими системами центрального оповіщення,
2024,Миколаївська,за місцевими автоматизованими системами центрального оповіщення,3.8
2024,Одеська,за територіальними автоматизованими системами центрального оповіщення,
2024,Одеська,за місцевими автоматизованими системами центрального оповіщення,
2024,Полтавська,за територіальними автоматизованими системами центрального оповіщення,100.0
2024,Полтавська,за місцевими автоматизованими системами центрального оповіщення,1.7
2024,Рівненська,за територіальними автоматизованими системами центрального оповіщення,100.0
2024,Рівненська,за місцевими автоматизованими системами центрального оповіщення,21.9
2024,Сумська,за територіальними автоматизованими системами центрального оповіщення,100.0
2024,Сумська,за місцевими автоматизованими системами центрального оповіщення,2.0
2024,Тернопільська,за територіальними автоматизованими системами центрального оповіщення,100.0
2024,Тернопільська,за місцевими автоматизованими системами центрального оповіщення,3.6
2024,Харківська,за територіальними автоматизованими системами центрального оповіщення,
2024,Харківська,за місцевими автоматизованими системами центрального оповіщення,
2024,Херсонська,за територіальними автоматизованими системами центрального оповіщення,
2024,Херсонська,за місцевими автоматизованими системами центрального оповіщення,76.5
2024,Хмельницька,за територіальними автоматизованими системами центрального оповіщення,
2024,Хмельницька,за місцевими автоматизованими системами центрального оповіщення,3.3
2024,Черкаська,за територіальними автоматизованими системами центрального оповіщення,
2024,Черкаська,за місцевими автоматизованими системами центрального оповіщення,
2024,Чернівецька,за територіальними автоматизованими системами центрального оповіщення,
2024,Чернівецька,за місцевими автоматизованими системами центрального оповіщення,
2024,Чернігівська,за територіальними автоматизованими системами центрального оповіщення,100.0
2024,Чернігівська,за місцевими автоматизованими системами центрального оповіщення,8.8
2024,м. Київ,за територіальними автоматизованими системами центрального оповіщення,
2024,м. Київ,за місцевими автоматизованими системами центрального оповіщення,
2024,м. Севастополь,за територіальними автоматизованими системами центрального оповіщення,
2024,м. Севастополь,за місцевими автоматизованими системами центрального оповіщення,
