Year,Види економічної діяльності,Організаційно-правові форми господарювання,Область,Value
2018,Роздрібна торгівля м'ясом і м'ясними продуктами в спеціалізованих магазинах,,,
2018,"Роздрібна торгівля рибою, ракоподібними та молюсками в спеціалізованих магазинах",,,
2018,"Роздрібна торгівля хлібобулочними виробами, борошняними та цукровими кондитерськими виробами в спеціалізованих магазинах",,,
2018,Роздрібна торгівля напоями в спеціалізованих магазинах,,,
2018,Роздрібна торгівля тютюновими виробами в спеціалізованих магазинах,,,
2018,Роздрібна торгівля іншими продуктами харчування в спеціалізованих магазинах,,,
2018,Роздрібна торгівля пальним,,,
2018,"Роздрібна торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням у спеціалізованих магазинах",,,
2018,Роздрібна торгівля телекомунікаційним устаткованням у спеціалізованих магазинах,,,
2018,"Роздрібна торгівля в спеціалізованих магазинах електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2018,Роздрібна торгівля текстильними товарами в спеціалізованих магазинах,,,
2018,"Роздрібна торгівля залізними виробами, будівельними матеріалами та санітарно-технічними виробами в спеціалізованих магазинах",,,
2018,"Роздрібна торгівля килимами, килимовими виробами, покриттям для стін і підлоги в спеціалізованих магазинах",,,
2018,Роздрібна торгівля побутовими електротоварами в спеціалізованих магазинах,,,
2018,"Роздрібна торгівля меблями, освітлювальним приладдям та іншими товарами для дому в спеціалізованих магазинах",,,
2018,Роздрібна торгівля книгами в спеціалізованих магазинах,,,
2018,Роздрібна торгівля газетами та канцелярськими товарами в спеціалізованих магазинах,,,
2018,Роздрібна торгівля аудіо- та відеозаписами в спеціалізованих магазинах,,,
2018,Роздрібна торгівля спортивним інвентарем у спеціалізованих магазинах,,,
2018,Роздрібна торгівля іграми та іграшками в спеціалізованих магазинах,,,
2018,Роздрібна торгівля одягом у спеціалізованих магазинах,,,
2018,Роздрібна торгівля взуттям і шкіряними виробами в спеціалізованих магазинах,,,
2018,Роздрібна торгівля фармацевтичними товарами в спеціалізованих магазинах,,,
2018,Роздрібна торгівля медичними й ортопедичними товарами в спеціалізованих магазинах,,,
2018,Роздрібна торгівля косметичними товарами та туалетними приналежностями в спеціалізованих магазинах,,,
2018,"Роздрібна торгівля квітами, рослинами, насінням, добривами, домашніми тваринами та кормами для них у спеціалізованих магазинах",,,
2018,Роздрібна торгівля годинниками та ювелірними виробами в спеціалізованих магазинах,,,
2018,Роздрібна торгівля іншими невживаними товарами в спеціалізованих магазинах,,,
2018,Роздрібна торгівля уживаними товарами в магазинах,,,
2018,"Роздрібна торгівля з лотків і на ринках харчовими продуктами, напоями та тютюновими виробами",,,
2018,"Роздрібна торгівля з лотків і на ринках текстильними виробами, одягом і взуттям",,,
2018,Роздрібна торгівля з лотків і на ринках іншими товарами,,,
2018,"Роздрібна торгівля, що здійснюється фірмами поштового замовлення або через мережу Інтернет",,,
2018,Інші види роздрібної торгівлі поза магазинами,,,
2018,Пасажирський залізничний транспорт міжміського сполучення,,,
2018,Вантажний залізничний транспорт,,,
2018,Пасажирський наземний транспорт міського та приміського сполучення,,,
2018,Надання послуг таксі,,,
2018,"Інший пасажирський наземний транспорт, н.в.і.у.",,,
2018,Вантажний автомобільний транспорт,,,
2018,Надання послуг перевезення речей (переїзду),,,
2018,Трубопровідний транспорт,,,
2018,Пасажирський морський транспорт,,,
2018,Вантажний морський транспорт,,,
2018,Пасажирський річковий транспорт,,,
2018,Вантажний річковий транспорт,,,
2018,Пасажирський авіаційний транспорт,,,
2018,Вантажний авіаційний транспорт,,,
2018,Складське господарство,,,
2018,Допоміжне обслуговування наземного транспорту,,,
2018,Допоміжне обслуговування водного транспорту,,,
2018,Допоміжне обслуговування авіаційного транспорту,,,
2018,Транспортне оброблення вантажів,,,
2018,Інша допоміжна діяльність у сфері транспорту,,,
2018,Діяльність національної пошти,,,
2018,Інша поштова та кур'єрська діяльність,,,
2018,Діяльність готелів і подібних засобів тимчасового розміщування,,,
2018,Діяльність засобів розміщування на період відпустки та іншого тимчасового проживання,,,
2018,Надання місць кемпінгами та стоянками для житлових автофургонів і причепів,,,
2018,Діяльність інших засобів тимчасового розміщування,,,
2018,"Діяльність ресторанів, надання послуг мобільного харчування",,,
2018,Постачання готових страв для подій,,,
2018,Постачання інших готових страв,,,
2018,Обслуговування напоями,,,
2018,Видання книг,,,
2018,Видання довідників і каталогів,,,
2018,Видання газет,,,
2018,Видання журналів і періодичних видань,,,
2018,Інші види видавничої діяльності,,,
2018,Видання комп'ютерних ігор,,,
2018,Видання іншого програмного забезпечення,,,
2018,"Виробництво кіно- та відеофільмів, телевізійних програм",,,
2018,"Компонування кіно- та відеофільмів, телевізійних програм",,,
2018,"Розповсюдження кіно- та відеофільмів, телевізійних програм",,,
2018,Демонстрація кінофільмів,,,
2018,Видання звукозаписів,,,
2018,Діяльність у сфері радіомовлення,,,
2018,Діяльність у сфері телевізійного мовлення,,,
2018,Діяльність у сфері проводового електрозв'язку,,,
2018,Діяльність у сфері безпроводового електрозв'язку,,,
2018,Діяльність у сфері супутникового електрозв'язку,,,
2018,Інша діяльність у сфері електрозв'язку,,,
2018,Комп'ютерне програмування,,,
2018,Консультування з питань інформатизації,,,
2018,Діяльність із керування комп'ютерним устаткованням,,,
2018,Інша діяльність у сфері інформаційних технологій і комп'ютерних систем,,,
2018,"Оброблення даних, розміщення інформації на веб-вузлах і пов'язана з ними діяльність",,,
2018,Веб-портали,,,
2018,Діяльність інформаційних агентств,,,
2018,"Надання інших інформаційних послуг, н.в.і.у.",,,
2018,Діяльність центрального банку,,,
2018,Інші види грошового посередництва,,,
2018,Діяльність холдингових компаній,,,
2018,"Трасти, фонди та подібні фінансові суб'єкти",,,
2018,Фінансовий лізинг,,,
2018,Інші види кредитування,,,
2018,"Надання інших фінансових послуг (крім страхування та пенсійного забезпечення), н.в.і.у.",,,
2018,Страхування життя,,,
2018,"Інші види страхування, крім страхування життя",,,
2018,Перестрахування,,,
2018,Недержавне пенсійне забезпечення,,,
2018,Управління фінансовими ринками,,,
2018,Посередництво за договорами по цінних паперах або товарах,,,
2018,"Інша допоміжна діяльність у сфері фінансових послуг, крім страхування та пенсійного забезпечення",,,
2018,Оцінювання ризиків та завданої шкоди,,,
2018,Діяльність страхових агентів і брокерів,,,
2018,Інша допоміжна діяльність у сфері страхування та пенсійного забезпечення,,,
2018,Управління фондами,,,
2018,Купівля та продаж власного нерухомого майна,,,
2018,Надання в оренду й експлуатацію  власного чи орендованого нерухомого майна,,,
2018,Агентства нерухомості,,,
2018,Управління нерухомим майном за винагороду або на основі контракту,,,
2018,Діяльність у сфері права,,,
2018,Діяльність у сфері бухгалтерського обліку й аудиту; консультування з питань оподаткування,,,
2018,Діяльність головних управлінь (хед-офісів),,,
2018,Діяльність у сфері зв'язків із громадськістю,,,
2018,Консультування з питань комерційної діяльності й керування,,,
2018,Діяльність у сфері архітектури,,,
2018,"Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах",,,
2018,Технічні випробування та дослідження,,,
2018,Дослідження й експериментальні розробки у сфері біотехнологій,,,
2018,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,,,
2018,Дослідження й експериментальні розробки у сфері суспільних і гуманітарних наук,,,
2018,Рекламні агентства,,,
2018,Посередництво в розміщенні реклами в засобах масової інформації,,,
2018,Дослідження кон'юнктури ринку та виявлення громадської думки,,,
2018,Спеціалізована діяльність із дизайну,,,
2018,Діяльність у сфері фотографії,,,
2018,Надання послуг перекладу,,,
2018,"Інша професійна, наукова та технічна діяльність, н.в.і.у.",,,
2018,Ветеринарна діяльність,,,
2018,Надання в оренду автомобілів і легкових автотранспортних засобів,,,
2018,Надання в оренду вантажних автомобілів,,,
2018,Прокат товарів для спорту та відпочинку,,,
2018,Прокат відеозаписів і дисків,,,
2018,Прокат інших побутових виробів і предметів особистого вжитку,,,
2018,Надання в оренду сільськогосподарських машин і устатковання,,,
2018,Надання в оренду будівельних машин і устатковання,,,
2018,"Надання в оренду офісних машин і устатковання, у тому числі комп'ютерів",,,
2018,Надання в оренду водних транспортних засобів,,,
2018,Надання в оренду повітряних транспортних засобів,,,
2018,"Надання в оренду інших машин, устатковання та товарів, н.в.і.у.",,,
2018,"Лізинг інтелектуальної власності та подібних продуктів, крім творів, захищених авторськими правами",,,
2018,Діяльність агентств працевлаштування,,,
2018,Діяльність агентств тимчасового працевлаштування,,,
2018,Інша діяльність із забезпечення трудовими ресурсами,,,
2018,Діяльність туристичних агентств,,,
2018,Діяльність туристичних операторів,,,
2018,Надання інших послуг із бронювання та пов'язана з цим діяльність,,,
2018,Діяльність приватних охоронних служб,,,
2018,Обслуговування систем безпеки,,,
2018,Проведення розслідувань,,,
2018,Комплексне обслуговування об'єктів,,,
2018,Загальне прибирання будинків,,,
2018,Інша діяльність із прибирання будинків і промислових об'єктів,,,
2018,Інші види діяльності з прибирання,,,
2018,Надання ландшафтних послуг,,,
2018,Надання комбінованих офісних адміністративних послуг,,,
2018,"Фотокопіювання, підготування документів та інша спеціалізована допоміжна офісна діяльність",,,
2018,Діяльність телефонних центрів,,,
2018,Організування конгресів і торговельних виставок,,,
2018,Діяльність агентств зі стягування платежів і бюро кредитних історій,,,
2018,Пакування,,,
2018,"Надання інших допоміжних комерційних послуг, н.в.і.у.",,,
2018,Державне управління загального характеру,,,
2018,"Регулювання у сферах охорони здоров'я, освіти, культури та інших соціальних сферах, крім обов'язкового соціального страхування",,,
2018,Регулювання та сприяння ефективному веденню економічної діяльності,,,
2018,Міжнародна діяльність,,,
2018,Діяльність у сфері оборони,,,
2018,Діяльність у сфері юстиції та правосуддя,,,
2018,Діяльність у сфері охорони громадського порядку та безпеки,,,
2018,Діяльність пожежних служб,,,
2018,Діяльність у сфері обов'язкового  соціального страхування,,,
2018,Дошкільна освіта,,,
2018,Початкова освіта,,,
2018,Загальна середня освіта,,,
2018,Професійно-технічна освіта,,,
2018,Фахова передвища освіта,,,
2018,Вища освіта,,,
2018,Освіта у сфері спорту та відпочинку,,,
2018,Освіта у сфері культури,,,
2018,Діяльність шкіл підготовки водіїв транспортних засобів,,,
2018,"Інші види освіти, н.в.і.у.",,,
2018,Допоміжна діяльність у сфері освіти,,,
2018,Діяльність лікарняних закладів,,,
2018,Загальна медична практика,,,
2018,Спеціалізована медична практика,,,
2018,Стоматологічна практика,,,
2018,Інша діяльність у сфері охорони здоров'я,,,
2018,Діяльність із догляду за хворими із забезпеченням проживання,,,
2018,Надання послуг догляду із забезпеченням проживання для осіб з розумовими вадами та хворих на наркоманію,,,
2018,Надання послуг догляду із забезпеченням проживання для осіб похилого віку та інвалідів,,,
2018,Надання інших послуг догляду із забезпеченням проживання,,,
2018,Надання соціальної допомоги без забезпечення проживання для осіб похилого віку та інвалідів,,,
2018,Денний догляд за дітьми,,,
2018,"Надання іншої соціальної допомоги без забезпечення проживання, н.в.і.у.",,,
2018,Театральна та концертна діяльність,,,
2018,Діяльність із підтримки театральних і концертних заходів,,,
2018,Індивідуальна мистецька діяльність,,,
2018,Функціювання театральних і концертних залів,,,
2018,Функціювання бібліотек і архівів,,,
2018,Функціювання музеїв,,,
2018,"Діяльність із охорони  та використання пам'яток історії, будівель та інших пам'яток культури",,,
2018,"Функціювання ботанічних садів, зоопарків і природних заповідників",,,
2018,Організування азартних ігор,,,
2018,Функціювання спортивних споруд,,,
2018,Діяльність спортивних клубів,,,
2018,Діяльність фітнес-центрів,,,
2018,Інша діяльність у сфері спорту,,,
2018,Функціювання атракціонів і тематичних парків,,,
2018,Організування інших видів відпочинку та розваг,,,
2018,Діяльність організацій промисловців і підприємців,,,
2018,,,Україна,
2018,,,Автономна Республіка Крим,
2018,,,Вінницька,
2018,,,Волинська,
2018,,,Дніпропетровська,
2018,,,Донецька,
2018,,,Житомирська,
2018,,,Закарпатська,
2018,,,Запорізька,
2018,,,Івано-Франківська,
2018,,,Київська,
2018,,,Кіровоградська,
2018,,,Луганська,
2018,,,Львівська,
2018,,,Миколаївська,
2018,,,Одеська,
2018,,,Полтавська,
2018,,,Рівненська,
2018,,,Сумська,
2018,,,Тернопільська,
2018,,,Харківська,
2018,,,Херсонська,
2018,,,Хмельницька,
2018,,,Черкаська,
2018,,,Чернівецька,
2018,,,Чернігівська,
2018,,,м. Київ,
2018,,,м. Севастополь,
2018,,,м. Севастополь,
2019,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",,,
2019,Вирощування рису,,,
2019,"Вирощування овочів і баштанних культур, коренеплодів і бульбоплодів",,,
2019,Вирощування цукрової тростини,,,
2019,Вирощування тютюну,,,
2019,Вирощування прядивних культур,,,
2019,Вирощування інших однорічних і дворічних культур,,,
2019,Вирощування винограду,,,
2019,Вирощування зерняткових і кісточкових фруктів,,,
2019,"Вирощування ягід, горіхів, інших плодових дерев і чагарників",,,
2019,Вирощування культур для виробництва напоїв,,,
2019,"Вирощування пряних, ароматичних і лікарських культур",,,
2019,Вирощування інших багаторічних культур,,,
2019,Відтворення рослин,,,
2019,Розведення великої рогатої худоби молочних порід,,,
2019,Розведення іншої великої рогатої худоби та буйволів,,,
2019,Розведення коней та інших тварин родини конячих,,,
2019,Розведення верблюдів та інших тварин родини верблюдячих,,,
2019,Розведення овець і кіз,,,
2019,Розведення свиней,,,
2019,Розведення свійської птиці,,,
2019,Розведення інших тварин,,,
2019,Змішане сільське господарство,,,
2019,Допоміжна діяльність у рослинництві,,,
2019,Допоміжна діяльність у тваринництві,,,
2019,Післяурожайна діяльність,,,
2019,Оброблення насіння для відтворення,,,
2019,"Мисливство, відловлювання тварин і надання пов'язаних із ними послуг",,,
2019,Лісівництво та інша діяльність у лісовому господарстві,,,
2019,Лісозаготівлі,,,
2019,Збирання дикорослих недеревних продуктів,,,
2019,Надання допоміжних послуг у лісовому господарстві,,,
2019,Морське рибальство,,,
2019,Прісноводне рибальство,,,
2019,Морське рибництво (аквакультура),,,
2019,Прісноводне рибництво (аквакультура),,,
2019,Добування кам'яного вугілля,,,
2019,Добування бурого вугілля,,,
2019,Добування сирої нафти,,,
2019,Добування природного газу,,,
2019,Добування залізних руд,,,
2019,Добування уранових і торієвих руд,,,
2019,Добування руд інших кольорових металів,,,
2019,"Добування декоративного та будівельного каменю, вапняку, гіпсу, крейди та глинистого сланцю",,,
2019,"Добування піску, гравію, глин і каоліну",,,
2019,Добування мінеральної сировини для хімічної промисловості та виробництва мінеральних добрив,,,
2019,Добування торфу,,,
2019,Добування солі,,,
2019,"Добування інших корисних копалин та розроблення кар'єрів, н.в.і.у.",,,
2019,Надання допоміжних послуг у сфері добування нафти та природного газу,,,
2019,Надання допоміжних послуг у сфері добування інших корисних копалин та розроблення кар'єрів,,,
2019,Виробництво м'яса,,,
2019,Виробництво м'яса свійської птиці,,,
2019,Виробництво м'ясних продуктів,,,
2019,"Перероблення та консервування риби, ракоподібних і молюсків",,,
2019,Перероблення та консервування картоплі,,,
2019,Виробництво фруктових і овочевих соків,,,
2019,Інші види перероблення та консервування фруктів і овочів,,,
2019,Виробництво олії та тваринних жирів,,,
2019,Виробництво маргарину і подібних харчових жирів,,,
2019,"Перероблення молока, виробництво масла та сиру",,,
2019,Виробництво морозива,,,
2019,Виробництво продуктів борошномельно-круп'яної промисловості,,,
2019,Виробництво крохмалів та крохмальних продуктів,,,
2019,"Виробництво хліба та хлібобулочних виробів; виробництво борошняних кондитерських виробів, тортів і тістечок нетривалого зберігання",,,
2019,"Виробництво сухарів і сухого печива; виробництво борошняних кондитерських виробів, тортів і тістечок тривалого зберігання",,,
2019,Виробництво макаронних виробів та подібних борошняних виробів,,,
2019,Виробництво цукру,,,
2019,"Виробництво какао, шоколаду та цукрових кондитерських виробів",,,
2019,Виробництво чаю та кави,,,
2019,Виробництво прянощів і приправ,,,
2019,Виробництво готової їжі та страв,,,
2019,Виробництво дитячого харчування та дієтичних харчових продуктів,,,
2019,"Виробництво інших харчових продуктів, н.в.і.у.",,,
2019,"Виробництво готових кормів для тварин, що утримуються на фермах",,,
2019,Виробництво готових кормів для домашніх тварин,,,
2019,"Дистиляція, ректифікація та змішування спиртних напоїв",,,
2019,Виробництво виноградних вин,,,
2019,Виробництво сидру та інших плодово-ягідних вин,,,
2019,Виробництво інших недистильованих напоїв із зброджуваних продуктів,,,
2019,Виробництво пива,,,
2019,Виробництво солоду,,,
2019,"Виробництво безалкогольних напоїв; виробництво мінеральних вод та інших вод, розлитих у пляшки",,,
2019,Виробництво тютюнових виробів,,,
2019,Підготування та прядіння текстильних волокон,,,
2019,Ткацьке виробництво,,,
2019,Оздоблення текстильних виробів,,,
2019,Виробництво трикотажного полотна,,,
2019,"Виробництво готових текстильних виробів, крім одягу",,,
2019,Виробництво килимів і килимових виробів,,,
2019,"Виробництво канатів, мотузок, шпагату та сіток",,,
2019,"Виробництво нетканих текстильних матеріалів та виробів із них, крім одягу",,,
2019,Виробництво інших текстильних виробів технічного та промислового призначення,,,
2019,"Виробництво інших текстильних виробів, н.в.і.у.",,,
2019,Виробництво одягу зі шкіри,,,
2019,Виробництво робочого одягу,,,
2019,Виробництво іншого верхнього одягу,,,
2019,Виробництво спіднього одягу,,,
2019,Виробництво іншого одягу й аксесуарів,,,
2019,Виготовлення виробів із хутра,,,
2019,Виробництво панчішно-шкарпеткових виробів,,,
2019,Виробництво іншого трикотажного та в'язаного одягу,,,
2019,Дублення шкур і оздоблення шкіри; вичинка та фарбування хутра,,,
2019,"Виробництво дорожніх виробів, сумок, лимарно-сідельних виробів зі шкіри та інших матеріалів",,,
2019,Виробництво взуття,,,
2019,Лісопильне та стругальне виробництво,,,
2019,"Виробництво фанери, дерев'яних плит і панелей, шпону",,,
2019,Виробництво щитового паркету,,,
2019,Виробництво інших дерев'яних будівельних конструкцій і столярних виробів,,,
2019,Виробництво дерев'яної тари,,,
2019,"Виробництво інших виробів з деревини; виготовлення виробів з корка, соломки та рослинних матеріалів для плетіння",,,
2019,Виробництво паперової маси,,,
2019,Виробництво паперу та картону,,,
2019,"Виробництво гофрованого паперу та картону, паперової та картонної тари",,,
2019,Виробництво паперових виробів господарсько-побутового та санітарно-гігієнічного призначення,,,
2019,Виробництво паперових канцелярських  виробів,,,
2019,Виробництво шпалер,,,
2019,Виробництво інших виробів з паперу та картону,,,
2019,Друкування газет,,,
2019,Друкування іншої продукції,,,
2019,Виготовлення друкарських форм і надання інших поліграфічних послуг,,,
2019,Брошурувально-палітурна діяльність і надання пов'язаних із нею послуг,,,
2019,"Тиражування звуко-, відеозаписів і програмного забезпечення",,,
2019,Виробництво коксу та коксопродуктів,,,
2019,Виробництво продуктів нафтоперероблення,,,
2019,Виробництво промислових газів,,,
2019,Виробництво барвників і пігментів,,,
2019,Виробництво інших основних неорганічних хімічних речовин,,,
2019,Виробництво інших основних органічних хімічних речовин,,,
2019,Виробництво добрив і азотних сполук,,,
2019,Виробництво пластмас у первинних формах,,,
2019,Виробництво синтетичного каучуку в первинних формах,,,
2019,Виробництво пестицидів та іншої агрохімічної продукції,,,
2019,"Виробництво фарб, лаків і подібної продукції, друкарської фарби та мастик",,,
2019,"Виробництво мила та мийних засобів, засобів для чищення та полірування",,,
2019,Виробництво парфумних і косметичних засобів,,,
2019,Виробництво вибухових речовин,,,
2019,Виробництво клеїв,,,
2019,Виробництво ефірних олій,,,
2019,"Виробництво іншої хімічної продукції, н.в.і.у.",,,
2019,Виробництво штучних і синтетичних волокон,,,
2019,Виробництво основних фармацевтичних продуктів,,,
2019,Виробництво фармацевтичних препаратів і матеріалів,,,
2019,"Виробництво гумових шин, покришок і камер; відновлення протектора гумових шин і покришок",,,
2019,Виробництво інших гумових виробів,,,
2019,"Виробництво плит, листів, труб і профілів із пластмас",,,
2019,Виробництво тари з пластмас,,,
2019,Виробництво будівельних виробів із пластмас,,,
2019,Виробництво інших виробів із пластмас,,,
2019,Виробництво листового скла,,,
2019,Формування й оброблення листового скла,,,
2019,Виробництво порожнистого скла,,,
2019,Виробництво скловолокна,,,
2019,"Виробництво й оброблення інших скляних виробів, у тому числі технічних",,,
2019,Виробництво вогнетривких виробів,,,
2019,Виробництво керамічних плиток і плит,,,
2019,"Виробництво цегли, черепиці та інших будівельних виробів із випаленої глини",,,
2019,Виробництво господарських і декоративних керамічних виробів,,,
2019,Виробництво керамічних санітарно-технічних виробів,,,
2019,Виробництво керамічних електроізоляторів та ізоляційної арматури,,,
2019,Виробництво інших керамічних виробів технічного призначення,,,
2019,Виробництво інших керамічних виробів,,,
2019,Виробництво цементу,,,
2019,Виробництво вапна та гіпсових сумішей,,,
2019,Виготовлення виробів із бетону для будівництва,,,
2019,Виготовлення виробів із гіпсу для будівництва,,,
2019,"Виробництво бетонних розчинів, готових для використання",,,
2019,Виробництво сухих будівельних сумішей,,,
2019,Виготовлення виробів із волокнистого цементу,,,
2019,"Виробництво інших виробів із бетону, гіпсу та цементу",,,
2019,"Різання, оброблення та оздоблення декоративного та будівельного каменю",,,
2019,Виробництво абразивних виробів,,,
2019,"Виробництво неметалевих мінеральних виробів, н.в.і.у.",,,
2019,"Виробництво чавуну, сталі та феросплавів",,,
2019,"Виробництво труб, порожнистих профілів і фітингів зі сталі",,,
2019,Холодне волочіння прутків і профілів,,,
2019,Холодний прокат вузької штаби,,,
2019,Холодне штампування та гнуття,,,
2019,Холодне волочіння дроту,,,
2019,Виробництво дорогоцінних металів,,,
2019,Виробництво алюмінію,,,
2019,"Виробництво свинцю, цинку й олова",,,
2019,Виробництво міді,,,
2019,Виробництво інших кольорових металів,,,
2019,Лиття чавуну,,,
2019,Лиття сталі,,,
2019,Лиття легких кольорових металів,,,
2019,Лиття інших кольорових металів,,,
2019,Виробництво будівельних металевих конструкцій і частин конструкцій,,,
2019,Виробництво металевих дверей і вікон,,,
2019,Виробництво радіаторів і  котлів центрального опалення,,,
2019,"Виробництво інших металевих баків, резервуарів і контейнерів",,,
2019,"Виробництво парових котлів, крім котлів центрального опалення",,,
2019,Виробництво зброї та боєприпасів,,,
2019,"Кування, пресування, штампування, профілювання; порошкова металургія",,,
2019,Оброблення металів та нанесення покриття на метали,,,
2019,Механічне оброблення металевих виробів,,,
2019,Виробництво столових приборів,,,
2019,Виробництво замків і дверних петель,,,
2019,Виробництво інструментів,,,
2019,Виробництво сталевих бочок і подібних контейнерів,,,
2019,Виробництво легких металевих паковань,,,
2019,"Виробництво виробів із дроту, ланцюгів і пружин",,,
2019,Виробництво кріпильних і ґвинтонарізних виробів,,,
2019,"Виробництво інших готових металевих виробів, н.в.і.у.",,,
2019,Виробництво електронних компонентів,,,
2019,Виробництво змонтованих електронних плат,,,
2019,Виробництво комп'ютерів і периферійного устатковання,,,
2019,Виробництво обладнання зв'язку,,,
2019,"Виробництво електронної апаратури побутового призначення для приймання, записування та відтворювання звуку й зображення",,,
2019,"Виробництво інструментів і обладнання для вимірювання, дослідження та навігації",,,
2019,Виробництво годинників,,,
2019,"Виробництво радіологічного, електромедичного й електротерапевтичного устатковання",,,
2019,Виробництво оптичних приладів і фотографічного устатковання,,,
2019,Виробництво магнітних і оптичних носіїв даних,,,
2019,"Виробництво електродвигунів, генераторів і трансформаторів",,,
2019,Виробництво електророзподільчої та контрольної апаратури,,,
2019,Виробництво батарей і акумуляторів,,,
2019,Виробництво волоконно-оптичних кабелів,,,
2019,Виробництво інших видів електронних і електричних проводів та кабелів,,,
2019,Виробництво електромонтажних пристроїв,,,
2019,Виробництво електричного освітлювального устатковання,,,
2019,Виробництво електричних побутових приладів,,,
2019,Виробництво неелектричних побутових приладів,,,
2019,Виробництво іншого електричного устатковання,,,
2019,"Виробництво двигунів і турбін, крім авіаційних, автотранспортних і мотоциклетних двигунів",,,
2019,Виробництво гідравлічного та пневматичного устатковання,,,
2019,Виробництво інших помп і компресорів,,,
2019,Виробництво інших кранів і клапанів,,,
2019,"Виробництво підшипників, зубчастих передач, елементів механічних передач і приводів",,,
2019,"Виробництво духових шаф, печей і пічних пальників",,,
2019,Виробництво підіймального та вантажно-розвантажувального устатковання,,,
2019,"Виробництво офісних машин і устатковання, крім комп'ютерів і периферійного устатковання",,,
2019,Виробництво ручних електромеханічних і пневматичних інструментів,,,
2019,Виробництво промислового холодильного та вентиляційного устатковання,,,
2019,"Виробництво інших машин і устатковання загального призначення, н.в.і.у.",,,
2019,Виробництво машин і устатковання для сільського та лісового господарства,,,
2019,Виробництво металообробних машин,,,
2019,Виробництво інших верстатів,,,
