Year,Type of economic activity,Organisation and legal forms,Region,Number of employees,Value
2015,B01,,,,
2015,B02,,,,
2015,B03,,,,
2015,B04,,,,
2015,B05,,,,
2015,B06,,,,
2015,B07,,,,
2015,B08,,,,
2015,B09,,,,
2015,B10,,,,
2015,B11,,,,
2015,B12,,,,
2015,B13,,,,
2015,B14,,,,
2015,B15,,,,
2015,B16,,,,
2015,B17,,,,
2015,B18,,,,
2015,B19,,,,
2015,B20,,,,
2015,B21,,,,
2015,B22,,,,
2015,B23,,,,
2015,B24,,,,
2015,B25,,,,
2015,B26,,,,
2015,B27,,,,
2015,B28,,,,
2015,B29,,,,
2015,B30,,,,
2015,B31,,,,
2015,B32,,,,
2015,B33,,,,
2015,B34,,,,
2015,B35,,,,
2015,B36,,,,
2015,B37,,,,
2015,B38,,,,
2015,B39,,,,
2015,B40,,,,
2015,B41,,,,
2015,B42,,,,
2015,B43,,,,
2015,B44,,,,
2015,B45,,,,
2015,B46,,,,
2015,B47,,,,
2015,B48,,,,
2015,B49,,,,
2015,B50,,,,
2015,B51,,,,
2015,B52,,,,
2015,B53,,,,
2015,B54,,,,
2015,B55,,,,
2015,B56,,,,
2015,B57,,,,
2015,B58,,,,
2015,B59,,,,
2015,B60,,,,
2015,B61,,,,
2015,B62,,,,
2015,B63,,,,
2015,B64,,,,
2015,B65,,,,
2015,B66,,,,
2015,B67,,,,
2015,B68,,,,
2015,B69,,,,
2015,B70,,,,
2015,B71,,,,
2015,B72,,,,
2015,B73,,,,
2015,B74,,,,
2015,B75,,,,
2015,B76,,,,
2015,B77,,,,
2015,B78,,,,
2015,B79,,,,
2015,B80,,,,
2015,B81,,,,
2015,B82,,,,
2015,B83,,,,
2015,B84,,,,
2015,B85,,,,
2015,B86,,,,
2015,B87,,,,
2015,B88,,,,
2015,B89,,,,
2015,B90,,,,
2015,B91,,,,
2015,B92,,,,
2015,B93,,,,
2015,B94,,,,
2015,B95,,,,
2015,B96,,,,
2015,B97,,,,
2015,B98,,,,
2015,B99,,,,
2015,B100,,,,
2015,B101,,,,
2015,B102,,,,
2015,B103,,,,
2015,B104,,,,
2015,B105,,,,
2015,B106,,,,
2015,B107,,,,
2015,B108,,,,
2015,B109,,,,
2015,B110,,,,
2015,B111,,,,
2015,B112,,,,
2015,B113,,,,
2015,B114,,,,
2015,B115,,,,
2015,B116,,,,
2015,B117,,,,
2015,B118,,,,
2015,B119,,,,
2015,B120,,,,
2015,B121,,,,
2015,B122,,,,
2015,B123,,,,
2015,B124,,,,
2015,B125,,,,
2015,B126,,,,
2015,B127,,,,
2015,B128,,,,
2015,B129,,,,
2015,B130,,,,
2015,B131,,,,
2015,B132,,,,
2015,B133,,,,
2015,B134,,,,
2015,B135,,,,
2015,B136,,,,
2015,B137,,,,
2015,B138,,,,
2015,B139,,,,
2015,B140,,,,
2015,B141,,,,
2015,B142,,,,
2015,B143,,,,
2015,B144,,,,
2015,B145,,,,
2015,B146,,,,
2015,B147,,,,
2015,B148,,,,
2015,B149,,,,
2015,B150,,,,
2015,B151,,,,
2015,B152,,,,
2015,B153,,,,
2015,B154,,,,
2015,B155,,,,
2015,B156,,,,
2015,B157,,,,
2015,B158,,,,
2015,B159,,,,
2015,B160,,,,
2015,B161,,,,
2015,B162,,,,
2015,B163,,,,
2015,B164,,,,
2015,B165,,,,
2015,B166,,,,
2015,B167,,,,
2015,B168,,,,
2015,B169,,,,
2015,B170,,,,
2015,B171,,,,
2015,B172,,,,
2015,B173,,,,
2015,B174,,,,
2015,B175,,,,
2015,B176,,,,
2015,B177,,,,
2015,B178,,,,
2015,B179,,,,
2015,B180,,,,
2015,B181,,,,
2015,B182,,,,
2015,B183,,,,
2015,B184,,,,
2015,B185,,,,
2015,B186,,,,
2015,B187,,,,
2015,B188,,,,
2015,B189,,,,
2015,B190,,,,
2015,B191,,,,
2015,B192,,,,
2015,B193,,,,
2015,B194,,,,
2015,B195,,,,
2015,B196,,,,
2015,B197,,,,
2015,B198,,,,
2015,B199,,,,
2015,B200,,,,
2015,B201,,,,
2015,B202,,,,
2015,B203,,,,
2015,B204,,,,
2015,B205,,,,
2015,B206,,,,
2015,B207,,,,
2015,B208,,,,
2015,B209,,,,
2015,B210,,,,
2015,B211,,,,
2015,B212,,,,
2015,B213,,,,
2015,B214,,,,
2015,B215,,,,
2015,B216,,,,
2015,B217,,,,
2015,B218,,,,
2015,B219,,,,
2015,B220,,,,
2015,B221,,,,
2015,B222,,,,
2015,B223,,,,
2015,B224,,,,
2015,B225,,,,
2015,B226,,,,
2015,B227,,,,
2015,B228,,,,
2015,B229,,,,
2015,B230,,,,
2015,B231,,,,
2015,B232,,,,
2015,B233,,,,
2015,B234,,,,
2015,B235,,,,
2015,B236,,,,
2015,B237,,,,
2015,B238,,,,
2015,B239,,,,
2015,B240,,,,
2015,B241,,,,
2015,B242,,,,
2015,B243,,,,
2015,B244,,,,
2015,B245,,,,
2015,B246,,,,
2015,B247,,,,
2015,B248,,,,
2015,B249,,,,
2015,B250,,,,
2015,B251,,,,
2015,B252,,,,
2015,B253,,,,
2015,B254,,,,
2015,B255,,,,
2015,B256,,,,
2015,B257,,,,
2015,B258,,,,
2015,B259,,,,
2015,B260,,,,
2015,B261,,,,
2015,B262,,,,
2015,B263,,,,
2015,B264,,,,
2015,B265,,,,
2015,B266,,,,
2015,B267,,,,
2015,B268,,,,
2015,B269,,,,
2015,B270,,,,
2015,B271,,,,
2015,B272,,,,
2015,B273,,,,
2015,B274,,,,
2015,B275,,,,
2015,B276,,,,
2015,B277,,,,
2015,B278,,,,
2015,B279,,,,
2015,B280,,,,
2015,B281,,,,
2015,B282,,,,
2015,B283,,,,
2015,B284,,,,
2015,B285,,,,
2015,B286,,,,
2015,B287,,,,
2015,B288,,,,
2015,B289,,,,
2015,B290,,,,
2015,B291,,,,
2015,B292,,,,
2015,B293,,,,
2015,B294,,,,
2015,B295,,,,
2015,B296,,,,
2015,B297,,,,
2015,B298,,,,
2015,B299,,,,
2015,B300,,,,
2015,B301,,,,
2015,B302,,,,
2015,B303,,,,
2015,B304,,,,
2015,B305,,,,
2015,B306,,,,
2015,B307,,,,
2015,B308,,,,
2015,B309,,,,
2015,B310,,,,
2015,B311,,,,
2015,B312,,,,
2015,B313,,,,
2015,B314,,,,
2015,B315,,,,
2015,B316,,,,
2015,B317,,,,
2015,B318,,,,
2015,B319,,,,
2015,B320,,,,
2015,B321,,,,
2015,B322,,,,
2015,B323,,,,
2015,B324,,,,
2015,B325,,,,
2015,B326,,,,
2015,B327,,,,
2015,B328,,,,
2015,B329,,,,
2015,B330,,,,
2015,B331,,,,
2015,B332,,,,
2015,B333,,,,
2015,B334,,,,
2015,B335,,,,
2015,B336,,,,
2015,B337,,,,
2015,B338,,,,
2015,B339,,,,
2015,B340,,,,
2015,B341,,,,
2015,B342,,,,
2015,B343,,,,
2015,B344,,,,
2015,B345,,,,
2015,B346,,,,
2015,B347,,,,
2015,B348,,,,
2015,B349,,,,
2015,B350,,,,
2015,B351,,,,
2015,B352,,,,
2015,B353,,,,
2015,B354,,,,
2015,B355,,,,
2015,B356,,,,
2015,B357,,,,
2015,B358,,,,
2015,B359,,,,
2015,B360,,,,
2015,B361,,,,
2015,B362,,,,
2015,B363,,,,
2015,B364,,,,
2015,B365,,,,
2015,B366,,,,
2015,B367,,,,
2015,B368,,,,
2015,B369,,,,
2015,B370,,,,
2015,B371,,,,
2015,B372,,,,
2015,B373,,,,
2015,B374,,,,
2015,B375,,,,
2015,B376,,,,
2015,B377,,,,
2015,B378,,,,
2015,B379,,,,
2015,B380,,,,
2015,B381,,,,
2015,B382,,,,
2015,B383,,,,
2015,B384,,,,
2015,B385,,,,
2015,B386,,,,
2015,B387,,,,
2015,B388,,,,
2015,B389,,,,
2015,B390,,,,
2015,B391,,,,
2015,B392,,,,
2015,B393,,,,
2015,B394,,,,
2015,B395,,,,
2015,B396,,,,
2015,B397,,,,
2015,B398,,,,
2015,B399,,,,
2015,B400,,,,
2015,B401,,,,
2015,B402,,,,
2015,B403,,,,
2015,B404,,,,
2015,B405,,,,
2015,B406,,,,
2015,B407,,,,
2015,B408,,,,
2015,B409,,,,
2015,B410,,,,
2015,B411,,,,
2015,B412,,,,
2015,B413,,,,
2015,B414,,,,
2015,B415,,,,
2015,B416,,,,
2015,B417,,,,
2015,B418,,,,
2015,B419,,,,
2015,B420,,,,
2015,B421,,,,
2015,B422,,,,
2015,B423,,,,
2015,B424,,,,
2015,B425,,,,
2015,B426,,,,
2015,B427,,,,
2015,B428,,,,
2015,B429,,,,
2015,B430,,,,
2015,B431,,,,
2015,B432,,,,
2015,B433,,,,
2015,B434,,,,
2015,B435,,,,
2015,B436,,,,
2015,B437,,,,
2015,B438,,,,
2015,B439,,,,
2015,B440,,,,
2015,B441,,,,
2015,B442,,,,
2015,B443,,,,
2015,B444,,,,
2015,B445,,,,
2015,B446,,,,
2015,B447,,,,
2015,B448,,,,
2015,B449,,,,
2015,B450,,,,
2015,B451,,,,
2015,B452,,,,
2015,B453,,,,
2015,B454,,,,
2015,B455,,,,
2015,B456,,,,
2015,B457,,,,
2015,B458,,,,
2015,B459,,,,
2015,B460,,,,
2015,B461,,,,
2015,B462,,,,
2015,B463,,,,
2015,B464,,,,
2015,B465,,,,
2015,B466,,,,
2015,B467,,,,
2015,B468,,,,
2015,B469,,,,
2015,B470,,,,
2015,B471,,,,
2015,B472,,,,
2015,B473,,,,
2015,B474,,,,
2015,B475,,,,
2015,B476,,,,
2015,B477,,,,
2015,B478,,,,
2015,B479,,,,
2015,B480,,,,
2015,B481,,,,
2015,B482,,,,
2015,B483,,,,
2015,B484,,,,
2015,B485,,,,
2015,B486,,,,
2015,B487,,,,
2015,B488,,,,
2015,B489,,,,
2015,B490,,,,
2015,B491,,,,
2015,B492,,,,
2015,B493,,,,
2015,B494,,,,
2015,B495,,,,
2015,B496,,,,
2015,B497,,,,
2015,B498,,,,
2015,B499,,,,
2015,B500,,,,
2015,B501,,,,
2015,B502,,,,
2015,B503,,,,
2015,B504,,,,
2015,B505,,,,
2015,B506,,,,
2015,B507,,,,
2015,B508,,,,
2015,B509,,,,
2015,B510,,,,
2015,B511,,,,
2015,B512,,,,
2015,B513,,,,
2015,B514,,,,
2015,B515,,,,
2015,B516,,,,
2015,B517,,,,
2015,B518,,,,
2015,B519,,,,
2015,B520,,,,
2015,B521,,,,
2015,B522,,,,
2015,B523,,,,
2015,B524,,,,
2015,B525,,,,
2015,B526,,,,
2015,B527,,,,
2015,B528,,,,
2015,B529,,,,
2015,B530,,,,
2015,B531,,,,
2015,B532,,,,
2015,B533,,,,
2015,B534,,,,
2015,B535,,,,
2015,B536,,,,
2015,B537,,,,
2015,B538,,,,
2015,B539,,,,
2015,B540,,,,
2015,B541,,,,
2015,B542,,,,
2015,B543,,,,
2015,B544,,,,
2015,B545,,,,
2015,B546,,,,
2015,B547,,,,
2015,B548,,,,
2015,B549,,,,
2015,B550,,,,
2015,B551,,,,
2015,B552,,,,
2015,B553,,,,
2015,B554,,,,
2015,B555,,,,
2015,B556,,,,
2015,B557,,,,
2015,B558,,,,
2015,B559,,,,
2015,B560,,,,
2015,B561,,,,
2015,B562,,,,
2015,B563,,,,
2015,B564,,,,
2015,B565,,,,
2015,B566,,,,
2015,B567,,,,
2015,B568,,,,
2015,B569,,,,
2015,B570,,,,
2015,B571,,,,
2015,B572,,,,
2015,B573,,,,
2015,B574,,,,
2015,B575,,,,
2015,B576,,,,
2015,B577,,,,
2015,B578,,,,
2015,B579,,,,
2015,B580,,,,
2015,B581,,,,
2015,B582,,,,
2015,B583,,,,
2015,B584,,,,
2015,B585,,,,
2015,B586,,,,
2015,B587,,,,
2015,B588,,,,
2015,B589,,,,
2015,B590,,,,
2015,B591,,,,
2015,B592,,,,
2015,B593,,,,
2015,B594,,,,
2015,B595,,,,
2015,B596,,,,
2015,B597,,,,
2015,B598,,,,
2015,B599,,,,
2015,B600,,,,
2015,B601,,,,
2015,B602,,,,
2015,B603,,,,
2015,B604,,,,
2015,B605,,,,
2015,B606,,,,
2015,B607,,,,
2015,B608,,,,
2015,B609,,,,
2015,B610,,,,
2015,B611,,,,
2015,,,,,
2015,,farm,,,
2015,,private_enterprise,,,
2015,,collective_enterprise,,,
2015,,public_enterprise,,,
2015,,state-run_enterprise,,,
2015,,communal_enterprise,,,
2015,,joint_communal_enterprise,,,
2015,,subsidiary,,,
2015,,foreign_enterprise,,,
2015,,enterprise_association_of_citizens,,,
2015,,enterprise_founded_by_consumer_partnership,,,
2015,,rental_enterprise,,,
2015,,individual_enterprise,,,
2015,,family_enterprise,,,
2015,,joint_enterprise,,,
2015,,joint-stock_company,,,
2015,,public_joint-stock_partnership,,,
2015,,private_joint-stock_partnership,,,
2015,,state_joint_stock_company,,,
2015,,holding_company,,,
2015,,limited_liability_partnership,,,
2015,,extended_liability_partnership,,,
2015,,full_liability_partnership,,,
2015,,mixed_liability_company,,,
2015,,lawyers_union,,,
2015,,law_office,,,
2015,,cooperative,,,
2015,,production_cooperative,,,
2015,,serve_cooperative,,,
2015,,housing_construction_cooperativ,,,
2015,,garage_cooperativ,,,
2015,,consumer_cooperativ,,,
2015,,consumer_partnership,,,
2015,,Bgriculture_and_production_cooperativ,,,
2015,,Bgriculture_and_serve_cooperativ,,,
2015,,Bgriculture_cooperativ,,,
2015,,organisation_establishment_institution,,,
2015,,Buthority_of_state_power_organization,,,
2015,,Buthority_of_state_power,,,
2015,,courts,,,
2015,,Buthority_of_municipality_power,,,
2015,,state-run_organisation,,,
2015,,communal_establishment_institution,,,
2015,,private_establishment_institution,,,
2015,,organisation_establishment_institution_public_association,,,
2015,,organization_of_tenants,,,
2015,,organization_of_customers,,,
2015,,Bssociation,,,
2015,,corporation,,,
2015,,consortium,,,
2015,,concern,,,
2015,,union_of_consumer_partnerships,,,
2015,,other_associations_of_legal_persons,,,
2015,,Buthority_of_advocacy_self-government,,,
2015,,Buthority_of_judge_self-government,,,
2015,,Budit_chamber_of_ukraine,,,
2015,,organization_of_water_users,,,
2015,,commodity_exchange,,,
2015,,credit_union,,,
2015,,not_state_pension_fund,,,
2015,,political_party,,,
2015,,non-profit_organisation,,,
2015,,public_union,,,
2015,,religious_organisation,,,
2015,,trade_union_association_of_trade_unions,,,
2015,,trade_union,,,
2015,,Bssociation_of_trade_unions,,,
2015,,creative_union_other_professional_organisation,,,
2015,,charitable_organisation,,,
2015,,organization_of_employers,,,
2015,,condominium,,,
2015,,community_association_population,,,
2015,,gardening_partnership,,,
2015,,,Ukraine,,
2015,,,autonomous_Republic_of_Crimea,,
2015,,,11_reg_Vinnytsya,,
2015,,,12_reg_Volyn,,
2015,,,13_reg_Dnipropetrovsk,,
2015,,,14_reg_Donetsk,,
2015,,,15_reg_Zhytomyr,,
2015,,,16_reg_Zakarpattya,,
2015,,,17_reg_Zaporizhzhya,,
2015,,,18_reg_Ivano-Frankivsk,,
2015,,,19_reg_Kyiv,,
2015,,,20_reg_Kirovohrad,,
2015,,,21_reg_Luhansk,,
2015,,,22_reg_Lviv,,
2015,,,23_reg_Mykolayiv,,
2015,,,24_reg_Odesa,,
2015,,,25_reg_Poltava,,
2015,,,26_reg_Rivne,,
2015,,,27_reg_Sumy,,
2015,,,28_reg_Ternopil,,
2015,,,29_reg_Kharkiv,,
2015,,,30_reg_Kherson,,
2015,,,31_reg_Khmelnytskiy,,
2015,,,32_reg_Cherkasy,,
2015,,,33_reg_Chernivtsi,,
2015,,,34_reg_Chernihiv,,
2015,,,35_reg_Kyiv_city,,
2015,,,city_Sevastopol,,
2016,B01,,,,
2016,B02,,,,
2016,B03,,,,
2016,B04,,,,
2016,B05,,,,
2016,B06,,,,
2016,B07,,,,
2016,B08,,,,
2016,B09,,,,
2016,B10,,,,
2016,B11,,,,
2016,B12,,,,
2016,B13,,,,
2016,B14,,,,
2016,B15,,,,
2016,B16,,,,
2016,B17,,,,
2016,B18,,,,
2016,B19,,,,
2016,B20,,,,
2016,B21,,,,
2016,B22,,,,
2016,B23,,,,
2016,B24,,,,
2016,B25,,,,
2016,B26,,,,
2016,B27,,,,
2016,B28,,,,
2016,B29,,,,
2016,B30,,,,
2016,B31,,,,
2016,B32,,,,
2016,B33,,,,
2016,B34,,,,
2016,B35,,,,
2016,B36,,,,
2016,B37,,,,
2016,B38,,,,
2016,B39,,,,
2016,B40,,,,
2016,B41,,,,
2016,B42,,,,
2016,B43,,,,
2016,B44,,,,
2016,B45,,,,
2016,B46,,,,
2016,B47,,,,
2016,B48,,,,
2016,B49,,,,
2016,B50,,,,
2016,B51,,,,
2016,B52,,,,
2016,B53,,,,
2016,B54,,,,
2016,B55,,,,
2016,B56,,,,
2016,B57,,,,
2016,B58,,,,
2016,B59,,,,
2016,B60,,,,
2016,B61,,,,
2016,B62,,,,
2016,B63,,,,
2016,B64,,,,
2016,B65,,,,
2016,B66,,,,
2016,B67,,,,
2016,B68,,,,
2016,B69,,,,
2016,B70,,,,
2016,B71,,,,
2016,B72,,,,
2016,B73,,,,
2016,B74,,,,
2016,B75,,,,
2016,B76,,,,
2016,B77,,,,
2016,B78,,,,
2016,B79,,,,
2016,B80,,,,
2016,B81,,,,
2016,B82,,,,
2016,B83,,,,
2016,B84,,,,
2016,B85,,,,
2016,B86,,,,
2016,B87,,,,
2016,B88,,,,
2016,B89,,,,
2016,B90,,,,
2016,B91,,,,
2016,B92,,,,
2016,B93,,,,
2016,B94,,,,
2016,B95,,,,
2016,B96,,,,
2016,B97,,,,
2016,B98,,,,
2016,B99,,,,
2016,B100,,,,
2016,B101,,,,
2016,B102,,,,
2016,B103,,,,
2016,B104,,,,
2016,B105,,,,
2016,B106,,,,
2016,B107,,,,
2016,B108,,,,
2016,B109,,,,
2016,B110,,,,
2016,B111,,,,
2016,B112,,,,
2016,B113,,,,
2016,B114,,,,
2016,B115,,,,
2016,B116,,,,
2016,B117,,,,
2016,B118,,,,
2016,B119,,,,
2016,B120,,,,
2016,B121,,,,
2016,B122,,,,
2016,B123,,,,
2016,B124,,,,
2016,B125,,,,
2016,B126,,,,
2016,B127,,,,
2016,B128,,,,
2016,B129,,,,
2016,B130,,,,
2016,B131,,,,
2016,B132,,,,
2016,B133,,,,
2016,B134,,,,
2016,B135,,,,
2016,B136,,,,
2016,B137,,,,
2016,B138,,,,
2016,B139,,,,
2016,B140,,,,
2016,B141,,,,
2016,B142,,,,
2016,B143,,,,
2016,B144,,,,
2016,B145,,,,
2016,B146,,,,
2016,B147,,,,
2016,B148,,,,
2016,B149,,,,
2016,B150,,,,
2016,B151,,,,
2016,B152,,,,
2016,B153,,,,
2016,B154,,,,
2016,B155,,,,
2016,B156,,,,
2016,B157,,,,
2016,B158,,,,
2016,B159,,,,
2016,B160,,,,
2016,B161,,,,
2016,B162,,,,
2016,B163,,,,
2016,B164,,,,
2016,B165,,,,
2016,B166,,,,
2016,B167,,,,
2016,B168,,,,
2016,B169,,,,
2016,B170,,,,
2016,B171,,,,
2016,B172,,,,
2016,B173,,,,
2016,B174,,,,
2016,B175,,,,
2016,B176,,,,
2016,B177,,,,
2016,B178,,,,
2016,B179,,,,
2016,B180,,,,
2016,B181,,,,
2016,B182,,,,
2016,B183,,,,
2016,B184,,,,
2016,B185,,,,
2016,B186,,,,
2016,B187,,,,
2016,B188,,,,
2016,B189,,,,
2016,B190,,,,
2016,B191,,,,
2016,B192,,,,
2016,B193,,,,
2016,B194,,,,
2016,B195,,,,
2016,B196,,,,
2016,B197,,,,
2016,B198,,,,
2016,B199,,,,
2016,B200,,,,
2016,B201,,,,
2016,B202,,,,
2016,B203,,,,
2016,B204,,,,
2016,B205,,,,
2016,B206,,,,
2016,B207,,,,
2016,B208,,,,
2016,B209,,,,
2016,B210,,,,
2016,B211,,,,
2016,B212,,,,
2016,B213,,,,
2016,B214,,,,
2016,B215,,,,
2016,B216,,,,
2016,B217,,,,
2016,B218,,,,
2016,B219,,,,
2016,B220,,,,
2016,B221,,,,
2016,B222,,,,
2016,B223,,,,
2016,B224,,,,
2016,B225,,,,
2016,B226,,,,
2016,B227,,,,
2016,B228,,,,
2016,B229,,,,
2016,B230,,,,
2016,B231,,,,
2016,B232,,,,
2016,B233,,,,
2016,B234,,,,
2016,B235,,,,
2016,B236,,,,
2016,B237,,,,
2016,B238,,,,
2016,B239,,,,
2016,B240,,,,
2016,B241,,,,
2016,B242,,,,
2016,B243,,,,
2016,B244,,,,
2016,B245,,,,
2016,B246,,,,
2016,B247,,,,
2016,B248,,,,
2016,B249,,,,
2016,B250,,,,
2016,B251,,,,
2016,B252,,,,
2016,B253,,,,
2016,B254,,,,
2016,B255,,,,
2016,B256,,,,
2016,B257,,,,
2016,B258,,,,
2016,B259,,,,
2016,B260,,,,
2016,B261,,,,
2016,B262,,,,
2016,B263,,,,
2016,B264,,,,
2016,B265,,,,
2016,B266,,,,
2016,B267,,,,
2016,B268,,,,
2016,B269,,,,
2016,B270,,,,
2016,B271,,,,
2016,B272,,,,
2016,B273,,,,
2016,B274,,,,
2016,B275,,,,
2016,B276,,,,
2016,B277,,,,
2016,B278,,,,
2016,B279,,,,
2016,B280,,,,
2016,B281,,,,
2016,B282,,,,
2016,B283,,,,
2016,B284,,,,
2016,B285,,,,
2016,B286,,,,
2016,B287,,,,
2016,B288,,,,
2016,B289,,,,
2016,B290,,,,
2016,B291,,,,
2016,B292,,,,
2016,B293,,,,
2016,B294,,,,
2016,B295,,,,
2016,B296,,,,
2016,B297,,,,
2016,B298,,,,
2016,B299,,,,
2016,B300,,,,
2016,B301,,,,
2016,B302,,,,
2016,B303,,,,
2016,B304,,,,
2016,B305,,,,
2016,B306,,,,
2016,B307,,,,
2016,B308,,,,
2016,B309,,,,
2016,B310,,,,
2016,B311,,,,
2016,B312,,,,
2016,B313,,,,
2016,B314,,,,
2016,B315,,,,
2016,B316,,,,
2016,B317,,,,
2016,B318,,,,
2016,B319,,,,
2016,B320,,,,
2016,B321,,,,
2016,B322,,,,
2016,B323,,,,
2016,B324,,,,
2016,B325,,,,
2016,B326,,,,
2016,B327,,,,
2016,B328,,,,
2016,B329,,,,
2016,B330,,,,
2016,B331,,,,
2016,B332,,,,
2016,B333,,,,
2016,B334,,,,
2016,B335,,,,
2016,B336,,,,
2016,B337,,,,
2016,B338,,,,
2016,B339,,,,
2016,B340,,,,
2016,B341,,,,
2016,B342,,,,
2016,B343,,,,
2016,B344,,,,
2016,B345,,,,
2016,B346,,,,
2016,B347,,,,
2016,B348,,,,
2016,B349,,,,
2016,B350,,,,
2016,B351,,,,
2016,B352,,,,
2016,B353,,,,
2016,B354,,,,
2016,B355,,,,
2016,B356,,,,
2016,B357,,,,
2016,B358,,,,
2016,B359,,,,
2016,B360,,,,
2016,B361,,,,
2016,B362,,,,
2016,B363,,,,
2016,B364,,,,
2016,B365,,,,
2016,B366,,,,
2016,B367,,,,
2016,B368,,,,
2016,B369,,,,
2016,B370,,,,
2016,B371,,,,
2016,B372,,,,
2016,B373,,,,
2016,B374,,,,
2016,B375,,,,
2016,B376,,,,
2016,B377,,,,
2016,B378,,,,
2016,B379,,,,
2016,B380,,,,
2016,B381,,,,
2016,B382,,,,
2016,B383,,,,
2016,B384,,,,
2016,B385,,,,
2016,B386,,,,
2016,B387,,,,
2016,B388,,,,
2016,B389,,,,
2016,B390,,,,
2016,B391,,,,
2016,B392,,,,
2016,B393,,,,
2016,B394,,,,
2016,B395,,,,
2016,B396,,,,
2016,B397,,,,
2016,B398,,,,
2016,B399,,,,
2016,B400,,,,
2016,B401,,,,
2016,B402,,,,
2016,B403,,,,
2016,B404,,,,
2016,B405,,,,
2016,B406,,,,
2016,B407,,,,
2016,B408,,,,
2016,B409,,,,
2016,B410,,,,
2016,B411,,,,
2016,B412,,,,
2016,B413,,,,
2016,B414,,,,
2016,B415,,,,
2016,B416,,,,
2016,B417,,,,
2016,B418,,,,
2016,B419,,,,
2016,B420,,,,
2016,B421,,,,
2016,B422,,,,
2016,B423,,,,
2016,B424,,,,
2016,B425,,,,
2016,B426,,,,
2016,B427,,,,
2016,B428,,,,
2016,B429,,,,
2016,B430,,,,
2016,B431,,,,
2016,B432,,,,
2016,B433,,,,
2016,B434,,,,
2016,B435,,,,
2016,B436,,,,
2016,B437,,,,
2016,B438,,,,
2016,B439,,,,
2016,B440,,,,
2016,B441,,,,
2016,B442,,,,
2016,B443,,,,
2016,B444,,,,
2016,B445,,,,
2016,B446,,,,
2016,B447,,,,
2016,B448,,,,
2016,B449,,,,
2016,B450,,,,
2016,B451,,,,
2016,B452,,,,
2016,B453,,,,
2016,B454,,,,
2016,B455,,,,
2016,B456,,,,
2016,B457,,,,
2016,B458,,,,
2016,B459,,,,
2016,B460,,,,
2016,B461,,,,
2016,B462,,,,
2016,B463,,,,
2016,B464,,,,
2016,B465,,,,
2016,B466,,,,
2016,B467,,,,
2016,B468,,,,
2016,B469,,,,
2016,B470,,,,
2016,B471,,,,
2016,B472,,,,
2016,B473,,,,
2016,B474,,,,
2016,B475,,,,
2016,B476,,,,
2016,B477,,,,
2016,B478,,,,
2016,B479,,,,
2016,B480,,,,
2016,B481,,,,
2016,B482,,,,
2016,B483,,,,
2016,B484,,,,
2016,B485,,,,
2016,B486,,,,
2016,B487,,,,
2016,B488,,,,
2016,B489,,,,
2016,B490,,,,
2016,B491,,,,
2016,B492,,,,
2016,B493,,,,
2016,B494,,,,
2016,B495,,,,
2016,B496,,,,
2016,B497,,,,
2016,B498,,,,
2016,B499,,,,
2016,B500,,,,
2016,B501,,,,
2016,B502,,,,
2016,B503,,,,
2016,B504,,,,
2016,B505,,,,
2016,B506,,,,
2016,B507,,,,
2016,B508,,,,
2016,B509,,,,
2016,B510,,,,
2016,B511,,,,
2016,B512,,,,
2016,B513,,,,
2016,B514,,,,
2016,B515,,,,
2016,B516,,,,
2016,B517,,,,
2016,B518,,,,
2016,B519,,,,
2016,B520,,,,
2016,B521,,,,
2016,B522,,,,
2016,B523,,,,
2016,B524,,,,
2016,B525,,,,
2016,B526,,,,
2016,B527,,,,
2016,B528,,,,
2016,B529,,,,
2016,B530,,,,
2016,B531,,,,
2016,B532,,,,
2016,B533,,,,
2016,B534,,,,
2016,B535,,,,
2016,B536,,,,
2016,B537,,,,
2016,B538,,,,
2016,B539,,,,
2016,B540,,,,
2016,B541,,,,
2016,B542,,,,
2016,B543,,,,
2016,B544,,,,
2016,B545,,,,
2016,B546,,,,
2016,B547,,,,
2016,B548,,,,
2016,B549,,,,
2016,B550,,,,
2016,B551,,,,
2016,B552,,,,
2016,B553,,,,
2016,B554,,,,
2016,B555,,,,
2016,B556,,,,
2016,B557,,,,
2016,B558,,,,
2016,B559,,,,
2016,B560,,,,
2016,B561,,,,
2016,B562,,,,
2016,B563,,,,
2016,B564,,,,
2016,B565,,,,
2016,B566,,,,
2016,B567,,,,
2016,B568,,,,
2016,B569,,,,
2016,B570,,,,
2016,B571,,,,
2016,B572,,,,
2016,B573,,,,
2016,B574,,,,
2016,B575,,,,
2016,B576,,,,
2016,B577,,,,
2016,B578,,,,
2016,B579,,,,
2016,B580,,,,
2016,B581,,,,
2016,B582,,,,
2016,B583,,,,
2016,B584,,,,
2016,B585,,,,
2016,B586,,,,
2016,B587,,,,
2016,B588,,,,
2016,B589,,,,
2016,B590,,,,
2016,B591,,,,
2016,B592,,,,
2016,B593,,,,
2016,B594,,,,
2016,B595,,,,
2016,B596,,,,
2016,B597,,,,
2016,B598,,,,
2016,B599,,,,
2016,B600,,,,
2016,B601,,,,
2016,B602,,,,
2016,B603,,,,
2016,B604,,,,
2016,B605,,,,
2016,B606,,,,
2016,B607,,,,
2016,B608,,,,
2016,B609,,,,
2016,B610,,,,
2016,B611,,,,
2016,,,,,
2016,,farm,,,
