Year,EducationInternetType,Region,Value
2017,preschool_wired_gt30,25_reg_Poltava,
2017,preschool_wireless_gt30,25_reg_Poltava,
2017,preschool_wired_or_wireless_gt30,25_reg_Poltava,
2017,secondary_internet_any_speed,25_reg_Poltava,95.18
2017,secondary_wired_gt30,25_reg_Poltava,
2017,secondary_wireless_gt30,25_reg_Poltava,
2017,secondary_wired_or_wireless_gt30,25_reg_Poltava,
2017,preschool_wired_gt30,26_reg_Rivne,
2017,preschool_wireless_gt30,26_reg_Rivne,
2017,preschool_wired_or_wireless_gt30,26_reg_Rivne,
2017,secondary_internet_any_speed,26_reg_Rivne,95.51
2017,secondary_wired_gt30,26_reg_Rivne,
2017,secondary_wireless_gt30,26_reg_Rivne,
2017,secondary_wired_or_wireless_gt30,26_reg_Rivne,
2017,preschool_wired_gt30,27_reg_Sumy,
2017,preschool_wireless_gt30,27_reg_Sumy,
2017,preschool_wired_or_wireless_gt30,27_reg_Sumy,
2017,secondary_internet_any_speed,27_reg_Sumy,94.52
2017,secondary_wired_gt30,27_reg_Sumy,
2017,secondary_wireless_gt30,27_reg_Sumy,
2017,secondary_wired_or_wireless_gt30,27_reg_Sumy,
2017,preschool_wired_gt30,28_reg_Ternopil,
2017,preschool_wireless_gt30,28_reg_Ternopil,
2017,preschool_wired_or_wireless_gt30,28_reg_Ternopil,
2017,secondary_internet_any_speed,28_reg_Ternopil,82.36
2017,secondary_wired_gt30,28_reg_Ternopil,
2017,secondary_wireless_gt30,28_reg_Ternopil,
2017,secondary_wired_or_wireless_gt30,28_reg_Ternopil,
2017,preschool_wired_gt30,29_reg_Kharkiv,
2017,preschool_wireless_gt30,29_reg_Kharkiv,
2017,preschool_wired_or_wireless_gt30,29_reg_Kharkiv,
2017,secondary_internet_any_speed,29_reg_Kharkiv,100.00
2017,secondary_wired_gt30,29_reg_Kharkiv,
2017,secondary_wireless_gt30,29_reg_Kharkiv,
2017,secondary_wired_or_wireless_gt30,29_reg_Kharkiv,
2017,preschool_wired_gt30,30_reg_Kherson,
2017,preschool_wireless_gt30,30_reg_Kherson,
2017,preschool_wired_or_wireless_gt30,30_reg_Kherson,
2017,secondary_internet_any_speed,30_reg_Kherson,100.00
2017,secondary_wired_gt30,30_reg_Kherson,
2017,secondary_wireless_gt30,30_reg_Kherson,
2017,secondary_wired_or_wireless_gt30,30_reg_Kherson,
2017,preschool_wired_gt30,31_reg_Khmelnytskiy,
2017,preschool_wireless_gt30,31_reg_Khmelnytskiy,
2017,preschool_wired_or_wireless_gt30,31_reg_Khmelnytskiy,
2017,secondary_internet_any_speed,31_reg_Khmelnytskiy,93.29
2017,secondary_wired_gt30,31_reg_Khmelnytskiy,
2017,secondary_wireless_gt30,31_reg_Khmelnytskiy,
2017,secondary_wired_or_wireless_gt30,31_reg_Khmelnytskiy,
2017,preschool_wired_gt30,32_reg_Cherkasy,
2017,preschool_wireless_gt30,32_reg_Cherkasy,
2017,preschool_wired_or_wireless_gt30,32_reg_Cherkasy,
2017,secondary_internet_any_speed,32_reg_Cherkasy,98.82
2017,secondary_wired_gt30,32_reg_Cherkasy,
2017,secondary_wireless_gt30,32_reg_Cherkasy,
2017,secondary_wired_or_wireless_gt30,32_reg_Cherkasy,
2017,preschool_wired_gt30,33_reg_Chernivtsi,
2017,preschool_wireless_gt30,33_reg_Chernivtsi,
2017,preschool_wired_or_wireless_gt30,33_reg_Chernivtsi,
2017,secondary_internet_any_speed,33_reg_Chernivtsi,99.52
2017,secondary_wired_gt30,33_reg_Chernivtsi,
2017,secondary_wireless_gt30,33_reg_Chernivtsi,
2017,secondary_wired_or_wireless_gt30,33_reg_Chernivtsi,
2017,preschool_wired_gt30,34_reg_Chernihiv,
2017,preschool_wireless_gt30,34_reg_Chernihiv,
2017,preschool_wired_or_wireless_gt30,34_reg_Chernihiv,
2017,secondary_internet_any_speed,34_reg_Chernihiv,95.01
2017,secondary_wired_gt30,34_reg_Chernihiv,
2017,secondary_wireless_gt30,34_reg_Chernihiv,
2017,secondary_wired_or_wireless_gt30,34_reg_Chernihiv,
2017,preschool_wired_gt30,35_reg_Kyiv_city,
2017,preschool_wireless_gt30,35_reg_Kyiv_city,
2017,preschool_wired_or_wireless_gt30,35_reg_Kyiv_city,
2017,secondary_internet_any_speed,35_reg_Kyiv_city,98.49
2017,secondary_wired_gt30,35_reg_Kyiv_city,
2017,secondary_wireless_gt30,35_reg_Kyiv_city,
2017,secondary_wired_or_wireless_gt30,35_reg_Kyiv_city,
2017,preschool_wired_gt30,city_Sevastopol,
2018,preschool_wired_gt30,Ukraine,
2018,preschool_wireless_gt30,Ukraine,
2018,preschool_wired_or_wireless_gt30,Ukraine,
2018,secondary_internet_any_speed,Ukraine,
2018,secondary_wired_gt30,Ukraine,31.29
2018,secondary_wireless_gt30,Ukraine,14.43
2018,secondary_wired_or_wireless_gt30,Ukraine,
2018,,autonomous_Republic_of_Crimea,
2018,preschool_wired_gt30,11_reg_Vinnytsya,
2018,preschool_wireless_gt30,11_reg_Vinnytsya,
2018,preschool_wired_or_wireless_gt30,11_reg_Vinnytsya,
2018,secondary_internet_any_speed,11_reg_Vinnytsya,
2018,secondary_wired_gt30,11_reg_Vinnytsya,14.67
2018,secondary_wireless_gt30,11_reg_Vinnytsya,6.82
2018,secondary_wired_or_wireless_gt30,11_reg_Vinnytsya,
2018,preschool_wired_gt30,12_reg_Volyn,
2018,preschool_wireless_gt30,12_reg_Volyn,
2018,preschool_wired_or_wireless_gt30,12_reg_Volyn,
2018,secondary_internet_any_speed,12_reg_Volyn,
2018,secondary_wired_gt30,12_reg_Volyn,21.75
2018,secondary_wireless_gt30,12_reg_Volyn,8.77
2018,secondary_wired_or_wireless_gt30,12_reg_Volyn,
2018,preschool_wired_gt30,13_reg_Dnipropetrovsk,
2018,preschool_wireless_gt30,13_reg_Dnipropetrovsk,
2018,preschool_wired_or_wireless_gt30,13_reg_Dnipropetrovsk,
2018,secondary_internet_any_speed,13_reg_Dnipropetrovsk,
2018,secondary_wired_gt30,13_reg_Dnipropetrovsk,48.62
2018,secondary_wireless_gt30,13_reg_Dnipropetrovsk,24.88
2018,secondary_wired_or_wireless_gt30,13_reg_Dnipropetrovsk,
2018,preschool_wired_gt30,14_reg_Donetsk,
2018,preschool_wireless_gt30,14_reg_Donetsk,
2018,preschool_wired_or_wireless_gt30,14_reg_Donetsk,
2018,secondary_internet_any_speed,14_reg_Donetsk,
2018,secondary_wired_gt30,14_reg_Donetsk,42.29
2018,secondary_wireless_gt30,14_reg_Donetsk,19.17
2018,secondary_wired_or_wireless_gt30,14_reg_Donetsk,
2018,preschool_wired_gt30,15_reg_Zhytomyr,
2018,preschool_wireless_gt30,15_reg_Zhytomyr,
2018,preschool_wired_or_wireless_gt30,15_reg_Zhytomyr,
2018,secondary_internet_any_speed,15_reg_Zhytomyr,
2018,secondary_wired_gt30,15_reg_Zhytomyr,18.83
2018,secondary_wireless_gt30,15_reg_Zhytomyr,8.02
2018,secondary_wired_or_wireless_gt30,15_reg_Zhytomyr,
2018,preschool_wired_gt30,16_reg_Zakarpattya,
2018,preschool_wireless_gt30,16_reg_Zakarpattya,
2018,preschool_wired_or_wireless_gt30,16_reg_Zakarpattya,
2018,secondary_internet_any_speed,16_reg_Zakarpattya,
2018,secondary_wired_gt30,16_reg_Zakarpattya,22.63
2018,secondary_wireless_gt30,16_reg_Zakarpattya,10.40
2018,secondary_wired_or_wireless_gt30,16_reg_Zakarpattya,
2018,preschool_wired_gt30,17_reg_Zaporizhzhya,
2018,preschool_wireless_gt30,17_reg_Zaporizhzhya,
2018,preschool_wired_or_wireless_gt30,17_reg_Zaporizhzhya,
2018,secondary_internet_any_speed,17_reg_Zaporizhzhya,
2018,secondary_wired_gt30,17_reg_Zaporizhzhya,41.15
2018,secondary_wireless_gt30,17_reg_Zaporizhzhya,22.53
2018,secondary_wired_or_wireless_gt30,17_reg_Zaporizhzhya,
2018,preschool_wired_gt30,18_reg_Ivano-Frankivsk,
2018,preschool_wireless_gt30,18_reg_Ivano-Frankivsk,
2018,preschool_wired_or_wireless_gt30,18_reg_Ivano-Frankivsk,
2018,secondary_internet_any_speed,18_reg_Ivano-Frankivsk,
2018,secondary_wired_gt30,18_reg_Ivano-Frankivsk,31.15
2018,secondary_wireless_gt30,18_reg_Ivano-Frankivsk,10.63
2018,secondary_wired_or_wireless_gt30,18_reg_Ivano-Frankivsk,
2018,preschool_wired_gt30,19_reg_Kyiv,
2018,preschool_wireless_gt30,19_reg_Kyiv,
2018,preschool_wired_or_wireless_gt30,19_reg_Kyiv,
2018,secondary_internet_any_speed,19_reg_Kyiv,
2018,secondary_wired_gt30,19_reg_Kyiv,47.17
2018,secondary_wireless_gt30,19_reg_Kyiv,22.06
2018,secondary_wired_or_wireless_gt30,19_reg_Kyiv,
2018,preschool_wired_gt30,20_reg_Kirovohrad,
2018,preschool_wireless_gt30,20_reg_Kirovohrad,
2018,preschool_wired_or_wireless_gt30,20_reg_Kirovohrad,
2018,secondary_internet_any_speed,20_reg_Kirovohrad,
2018,secondary_wired_gt30,20_reg_Kirovohrad,23.96
2018,secondary_wireless_gt30,20_reg_Kirovohrad,14.70
2018,secondary_wired_or_wireless_gt30,20_reg_Kirovohrad,
2018,preschool_wired_gt30,21_reg_Luhansk,
2018,preschool_wireless_gt30,21_reg_Luhansk,
2018,preschool_wired_or_wireless_gt30,21_reg_Luhansk,
2018,secondary_internet_any_speed,21_reg_Luhansk,
2018,secondary_wired_gt30,21_reg_Luhansk,25.82
2018,secondary_wireless_gt30,21_reg_Luhansk,12.00
2018,secondary_wired_or_wireless_gt30,21_reg_Luhansk,
2018,preschool_wired_gt30,22_reg_Lviv,
2018,preschool_wireless_gt30,22_reg_Lviv,
2018,preschool_wired_or_wireless_gt30,22_reg_Lviv,
2018,secondary_internet_any_speed,22_reg_Lviv,
2018,secondary_wired_gt30,22_reg_Lviv,21.92
2018,secondary_wireless_gt30,22_reg_Lviv,9.78
2018,secondary_wired_or_wireless_gt30,22_reg_Lviv,
2018,preschool_wired_gt30,23_reg_Mykolayiv,
2018,preschool_wireless_gt30,23_reg_Mykolayiv,
2018,preschool_wired_or_wireless_gt30,23_reg_Mykolayiv,
2018,secondary_internet_any_speed,23_reg_Mykolayiv,
2018,secondary_wired_gt30,23_reg_Mykolayiv,27.39
2018,secondary_wireless_gt30,23_reg_Mykolayiv,15.77
2018,secondary_wired_or_wireless_gt30,23_reg_Mykolayiv,
2018,preschool_wired_gt30,24_reg_Odesa,
2018,preschool_wireless_gt30,24_reg_Odesa,
2018,preschool_wired_or_wireless_gt30,24_reg_Odesa,
2018,secondary_internet_any_speed,24_reg_Odesa,
2018,secondary_wired_gt30,24_reg_Odesa,39.90
2018,secondary_wireless_gt30,24_reg_Odesa,13.90
2018,secondary_wired_or_wireless_gt30,24_reg_Odesa,
2018,preschool_wired_gt30,25_reg_Poltava,
2018,preschool_wireless_gt30,25_reg_Poltava,
2018,preschool_wired_or_wireless_gt30,25_reg_Poltava,
2018,secondary_internet_any_speed,25_reg_Poltava,
2018,secondary_wired_gt30,25_reg_Poltava,25.33
2018,secondary_wireless_gt30,25_reg_Poltava,13.17
2018,secondary_wired_or_wireless_gt30,25_reg_Poltava,
2018,preschool_wired_gt30,26_reg_Rivne,
2018,preschool_wireless_gt30,26_reg_Rivne,
2018,preschool_wired_or_wireless_gt30,26_reg_Rivne,
2018,secondary_internet_any_speed,26_reg_Rivne,
2018,secondary_wired_gt30,26_reg_Rivne,23.86
2018,secondary_wireless_gt30,26_reg_Rivne,10.66
2018,secondary_wired_or_wireless_gt30,26_reg_Rivne,
2018,preschool_wired_gt30,27_reg_Sumy,
2018,preschool_wireless_gt30,27_reg_Sumy,
2018,preschool_wired_or_wireless_gt30,27_reg_Sumy,
2018,secondary_internet_any_speed,27_reg_Sumy,
2018,secondary_wired_gt30,27_reg_Sumy,32.00
2018,secondary_wireless_gt30,27_reg_Sumy,18.12
2018,secondary_wired_or_wireless_gt30,27_reg_Sumy,
2018,preschool_wired_gt30,28_reg_Ternopil,
2018,preschool_wireless_gt30,28_reg_Ternopil,
2018,preschool_wired_or_wireless_gt30,28_reg_Ternopil,
2018,secondary_internet_any_speed,28_reg_Ternopil,
2018,secondary_wired_gt30,28_reg_Ternopil,27.86
2018,secondary_wireless_gt30,28_reg_Ternopil,11.56
2018,secondary_wired_or_wireless_gt30,28_reg_Ternopil,
2018,preschool_wired_gt30,29_reg_Kharkiv,
2018,preschool_wireless_gt30,29_reg_Kharkiv,
2018,preschool_wired_or_wireless_gt30,29_reg_Kharkiv,
2018,secondary_internet_any_speed,29_reg_Kharkiv,
2018,secondary_wired_gt30,29_reg_Kharkiv,41.46
2018,secondary_wireless_gt30,29_reg_Kharkiv,18.18
2018,secondary_wired_or_wireless_gt30,29_reg_Kharkiv,
2018,preschool_wired_gt30,30_reg_Kherson,
2018,preschool_wireless_gt30,30_reg_Kherson,
2018,preschool_wired_or_wireless_gt30,30_reg_Kherson,
2018,secondary_internet_any_speed,30_reg_Kherson,
2018,secondary_wired_gt30,30_reg_Kherson,19.81
2018,secondary_wireless_gt30,30_reg_Kherson,12.32
2018,secondary_wired_or_wireless_gt30,30_reg_Kherson,
2018,preschool_wired_gt30,31_reg_Khmelnytskiy,
2018,preschool_wireless_gt30,31_reg_Khmelnytskiy,
2018,preschool_wired_or_wireless_gt30,31_reg_Khmelnytskiy,
2018,secondary_internet_any_speed,31_reg_Khmelnytskiy,
2018,secondary_wired_gt30,31_reg_Khmelnytskiy,26.01
2018,secondary_wireless_gt30,31_reg_Khmelnytskiy,13.90
2018,secondary_wired_or_wireless_gt30,31_reg_Khmelnytskiy,
2018,preschool_wired_gt30,32_reg_Cherkasy,
2018,preschool_wireless_gt30,32_reg_Cherkasy,
2018,preschool_wired_or_wireless_gt30,32_reg_Cherkasy,
2018,secondary_internet_any_speed,32_reg_Cherkasy,
2018,secondary_wired_gt30,32_reg_Cherkasy,23.89
2018,secondary_wireless_gt30,32_reg_Cherkasy,9.38
2018,secondary_wired_or_wireless_gt30,32_reg_Cherkasy,
2018,preschool_wired_gt30,33_reg_Chernivtsi,
2018,preschool_wireless_gt30,33_reg_Chernivtsi,
2018,preschool_wired_or_wireless_gt30,33_reg_Chernivtsi,
2018,secondary_internet_any_speed,33_reg_Chernivtsi,
2018,secondary_wired_gt30,33_reg_Chernivtsi,44.72
2018,secondary_wireless_gt30,33_reg_Chernivtsi,23.87
2018,secondary_wired_or_wireless_gt30,33_reg_Chernivtsi,
2018,preschool_wired_gt30,34_reg_Chernihiv,
2018,preschool_wireless_gt30,34_reg_Chernihiv,
2018,preschool_wired_or_wireless_gt30,34_reg_Chernihiv,
2018,secondary_internet_any_speed,34_reg_Chernihiv,
2018,secondary_wired_gt30,34_reg_Chernihiv,16.47
2018,secondary_wireless_gt30,34_reg_Chernihiv,6.83
2018,secondary_wired_or_wireless_gt30,34_reg_Chernihiv,
2018,preschool_wired_gt30,35_reg_Kyiv_city,
2018,preschool_wireless_gt30,35_reg_Kyiv_city,
2018,preschool_wired_or_wireless_gt30,35_reg_Kyiv_city,
2018,secondary_internet_any_speed,35_reg_Kyiv_city,
2018,secondary_wired_gt30,35_reg_Kyiv_city,79.87
2018,secondary_wireless_gt30,35_reg_Kyiv_city,32.08
2018,secondary_wired_or_wireless_gt30,35_reg_Kyiv_city,
2018,,city_Sevastopol,
2018,,city_Sevastopol,
2019,preschool_wired_gt30,Ukraine,
2019,preschool_wireless_gt30,Ukraine,
2019,preschool_wired_or_wireless_gt30,Ukraine,
2019,secondary_internet_any_speed,Ukraine,
2019,secondary_wired_gt30,Ukraine,41.06
2019,secondary_wireless_gt30,Ukraine,19.32
2019,secondary_wired_or_wireless_gt30,Ukraine,
2019,,autonomous_Republic_of_Crimea,
2019,preschool_wired_gt30,11_reg_Vinnytsya,
2019,preschool_wireless_gt30,11_reg_Vinnytsya,
2019,preschool_wired_or_wireless_gt30,11_reg_Vinnytsya,
2019,secondary_internet_any_speed,11_reg_Vinnytsya,
2019,secondary_wired_gt30,11_reg_Vinnytsya,21.22
2019,secondary_wireless_gt30,11_reg_Vinnytsya,8.09
2019,secondary_wired_or_wireless_gt30,11_reg_Vinnytsya,
2019,preschool_wired_gt30,12_reg_Volyn,
2019,preschool_wireless_gt30,12_reg_Volyn,
2019,preschool_wired_or_wireless_gt30,12_reg_Volyn,
2019,secondary_internet_any_speed,12_reg_Volyn,
2019,secondary_wired_gt30,12_reg_Volyn,34.05
2019,secondary_wireless_gt30,12_reg_Volyn,14.95
2019,secondary_wired_or_wireless_gt30,12_reg_Volyn,
2019,preschool_wired_gt30,13_reg_Dnipropetrovsk,
2019,preschool_wireless_gt30,13_reg_Dnipropetrovsk,
2019,preschool_wired_or_wireless_gt30,13_reg_Dnipropetrovsk,
2019,secondary_internet_any_speed,13_reg_Dnipropetrovsk,
2019,secondary_wired_gt30,13_reg_Dnipropetrovsk,52.80
2019,secondary_wireless_gt30,13_reg_Dnipropetrovsk,35.76
2019,secondary_wired_or_wireless_gt30,13_reg_Dnipropetrovsk,
2019,preschool_wired_gt30,14_reg_Donetsk,
2019,preschool_wireless_gt30,14_reg_Donetsk,
2019,preschool_wired_or_wireless_gt30,14_reg_Donetsk,
2019,secondary_internet_any_speed,14_reg_Donetsk,
2019,secondary_wired_gt30,14_reg_Donetsk,58.72
2019,secondary_wireless_gt30,14_reg_Donetsk,23.45
2019,secondary_wired_or_wireless_gt30,14_reg_Donetsk,
2019,preschool_wired_gt30,15_reg_Zhytomyr,
2019,preschool_wireless_gt30,15_reg_Zhytomyr,
2019,preschool_wired_or_wireless_gt30,15_reg_Zhytomyr,
2019,secondary_internet_any_speed,15_reg_Zhytomyr,
2019,secondary_wired_gt30,15_reg_Zhytomyr,28.59
2019,secondary_wireless_gt30,15_reg_Zhytomyr,11.95
2019,secondary_wired_or_wireless_gt30,15_reg_Zhytomyr,
2019,preschool_wired_gt30,16_reg_Zakarpattya,
2019,preschool_wireless_gt30,16_reg_Zakarpattya,
2019,preschool_wired_or_wireless_gt30,16_reg_Zakarpattya,
2019,secondary_internet_any_speed,16_reg_Zakarpattya,
2019,secondary_wired_gt30,16_reg_Zakarpattya,26.26
2019,secondary_wireless_gt30,16_reg_Zakarpattya,14.20
2019,secondary_wired_or_wireless_gt30,16_reg_Zakarpattya,
2019,preschool_wired_gt30,17_reg_Zaporizhzhya,
2019,preschool_wireless_gt30,17_reg_Zaporizhzhya,
2019,preschool_wired_or_wireless_gt30,17_reg_Zaporizhzhya,
2019,secondary_internet_any_speed,17_reg_Zaporizhzhya,
2019,secondary_wired_gt30,17_reg_Zaporizhzhya,50.39
2019,secondary_wireless_gt30,17_reg_Zaporizhzhya,26.64
2019,secondary_wired_or_wireless_gt30,17_reg_Zaporizhzhya,
2019,preschool_wired_gt30,18_reg_Ivano-Frankivsk,
2019,preschool_wireless_gt30,18_reg_Ivano-Frankivsk,
2019,preschool_wired_or_wireless_gt30,18_reg_Ivano-Frankivsk,
2019,secondary_internet_any_speed,18_reg_Ivano-Frankivsk,
2019,secondary_wired_gt30,18_reg_Ivano-Frankivsk,40.95
2019,secondary_wireless_gt30,18_reg_Ivano-Frankivsk,13.95
2019,secondary_wired_or_wireless_gt30,18_reg_Ivano-Frankivsk,
2019,preschool_wired_gt30,19_reg_Kyiv,
2019,preschool_wireless_gt30,19_reg_Kyiv,
2019,preschool_wired_or_wireless_gt30,19_reg_Kyiv,
2019,secondary_internet_any_speed,19_reg_Kyiv,
2019,secondary_wired_gt30,19_reg_Kyiv,66.28
2019,secondary_wireless_gt30,19_reg_Kyiv,38.10
2019,secondary_wired_or_wireless_gt30,19_reg_Kyiv,
2019,preschool_wired_gt30,20_reg_Kirovohrad,
2019,preschool_wireless_gt30,20_reg_Kirovohrad,
2019,preschool_wired_or_wireless_gt30,20_reg_Kirovohrad,
2019,secondary_internet_any_speed,20_reg_Kirovohrad,
2019,secondary_wired_gt30,20_reg_Kirovohrad,36.04
2019,secondary_wireless_gt30,20_reg_Kirovohrad,25.00
2019,secondary_wired_or_wireless_gt30,20_reg_Kirovohrad,
2019,preschool_wired_gt30,21_reg_Luhansk,
2019,preschool_wireless_gt30,21_reg_Luhansk,
2019,preschool_wired_or_wireless_gt30,21_reg_Luhansk,
2019,secondary_internet_any_speed,21_reg_Luhansk,
2019,secondary_wired_gt30,21_reg_Luhansk,32.10
2019,secondary_wireless_gt30,21_reg_Luhansk,15.13
2019,secondary_wired_or_wireless_gt30,21_reg_Luhansk,
2019,preschool_wired_gt30,22_reg_Lviv,
2019,preschool_wireless_gt30,22_reg_Lviv,
2019,preschool_wired_or_wireless_gt30,22_reg_Lviv,
2019,secondary_internet_any_speed,22_reg_Lviv,
2019,secondary_wired_gt30,22_reg_Lviv,31.60
2019,secondary_wireless_gt30,22_reg_Lviv,10.56
2019,secondary_wired_or_wireless_gt30,22_reg_Lviv,
2019,preschool_wired_gt30,23_reg_Mykolayiv,
2019,preschool_wireless_gt30,23_reg_Mykolayiv,
2019,preschool_wired_or_wireless_gt30,23_reg_Mykolayiv,
2019,secondary_internet_any_speed,23_reg_Mykolayiv,
2019,secondary_wired_gt30,23_reg_Mykolayiv,32.12
2019,secondary_wireless_gt30,23_reg_Mykolayiv,18.63
2019,secondary_wired_or_wireless_gt30,23_reg_Mykolayiv,
2019,preschool_wired_gt30,24_reg_Odesa,
2019,preschool_wireless_gt30,24_reg_Odesa,
2019,preschool_wired_or_wireless_gt30,24_reg_Odesa,
2019,secondary_internet_any_speed,24_reg_Odesa,
2019,secondary_wired_gt30,24_reg_Odesa,46.43
2019,secondary_wireless_gt30,24_reg_Odesa,18.55
2019,secondary_wired_or_wireless_gt30,24_reg_Odesa,
2019,preschool_wired_gt30,25_reg_Poltava,
2019,preschool_wireless_gt30,25_reg_Poltava,
2019,preschool_wired_or_wireless_gt30,25_reg_Poltava,
2019,secondary_internet_any_speed,25_reg_Poltava,
2019,secondary_wired_gt30,25_reg_Poltava,32.65
2019,secondary_wireless_gt30,25_reg_Poltava,19.73
2019,secondary_wired_or_wireless_gt30,25_reg_Poltava,
2019,preschool_wired_gt30,26_reg_Rivne,
2019,preschool_wireless_gt30,26_reg_Rivne,
2019,preschool_wired_or_wireless_gt30,26_reg_Rivne,
2019,secondary_internet_any_speed,26_reg_Rivne,
2019,secondary_wired_gt30,26_reg_Rivne,40.31
2019,secondary_wireless_gt30,26_reg_Rivne,10.99
2019,secondary_wired_or_wireless_gt30,26_reg_Rivne,
2019,preschool_wired_gt30,27_reg_Sumy,
2019,preschool_wireless_gt30,27_reg_Sumy,
2019,preschool_wired_or_wireless_gt30,27_reg_Sumy,
2019,secondary_internet_any_speed,27_reg_Sumy,
2019,secondary_wired_gt30,27_reg_Sumy,44.06
2019,secondary_wireless_gt30,27_reg_Sumy,10.89
2019,secondary_wired_or_wireless_gt30,27_reg_Sumy,
2019,preschool_wired_gt30,28_reg_Ternopil,
2019,preschool_wireless_gt30,28_reg_Ternopil,
2019,preschool_wired_or_wireless_gt30,28_reg_Ternopil,
2019,secondary_internet_any_speed,28_reg_Ternopil,
2019,secondary_wired_gt30,28_reg_Ternopil,48.20
2019,secondary_wireless_gt30,28_reg_Ternopil,19.91
2019,secondary_wired_or_wireless_gt30,28_reg_Ternopil,
2019,preschool_wired_gt30,29_reg_Kharkiv,
2019,preschool_wireless_gt30,29_reg_Kharkiv,
2019,preschool_wired_or_wireless_gt30,29_reg_Kharkiv,
2019,secondary_internet_any_speed,29_reg_Kharkiv,
2019,secondary_wired_gt30,29_reg_Kharkiv,51.04
2019,secondary_wireless_gt30,29_reg_Kharkiv,29.68
2019,secondary_wired_or_wireless_gt30,29_reg_Kharkiv,
2019,preschool_wired_gt30,30_reg_Kherson,
2019,preschool_wireless_gt30,30_reg_Kherson,
2019,preschool_wired_or_wireless_gt30,30_reg_Kherson,
2019,secondary_internet_any_speed,30_reg_Kherson,
2019,secondary_wired_gt30,30_reg_Kherson,22.66
2019,secondary_wireless_gt30,30_reg_Kherson,13.79
2019,secondary_wired_or_wireless_gt30,30_reg_Kherson,
2019,preschool_wired_gt30,31_reg_Khmelnytskiy,
2019,preschool_wireless_gt30,31_reg_Khmelnytskiy,
2019,preschool_wired_or_wireless_gt30,31_reg_Khmelnytskiy,
2019,secondary_internet_any_speed,31_reg_Khmelnytskiy,
2019,secondary_wired_gt30,31_reg_Khmelnytskiy,34.38
2019,secondary_wireless_gt30,31_reg_Khmelnytskiy,17.27
2019,secondary_wired_or_wireless_gt30,31_reg_Khmelnytskiy,
2019,preschool_wired_gt30,32_reg_Cherkasy,
2019,preschool_wireless_gt30,32_reg_Cherkasy,
2019,preschool_wired_or_wireless_gt30,32_reg_Cherkasy,
2019,secondary_internet_any_speed,32_reg_Cherkasy,
2019,secondary_wired_gt30,32_reg_Cherkasy,35.66
2019,secondary_wireless_gt30,32_reg_Cherkasy,15.26
2019,secondary_wired_or_wireless_gt30,32_reg_Cherkasy,
2019,preschool_wired_gt30,33_reg_Chernivtsi,
2019,preschool_wireless_gt30,33_reg_Chernivtsi,
2019,preschool_wired_or_wireless_gt30,33_reg_Chernivtsi,
2019,secondary_internet_any_speed,33_reg_Chernivtsi,
2019,secondary_wired_gt30,33_reg_Chernivtsi,63.54
2019,secondary_wireless_gt30,33_reg_Chernivtsi,30.13
2019,secondary_wired_or_wireless_gt30,33_reg_Chernivtsi,
2019,preschool_wired_gt30,34_reg_Chernihiv,
2019,preschool_wireless_gt30,34_reg_Chernihiv,
2019,preschool_wired_or_wireless_gt30,34_reg_Chernihiv,
2019,secondary_internet_any_speed,34_reg_Chernihiv,
2019,secondary_wired_gt30,34_reg_Chernihiv,19.92
2019,secondary_wireless_gt30,34_reg_Chernihiv,8.60
2019,secondary_wired_or_wireless_gt30,34_reg_Chernihiv,
2019,preschool_wired_gt30,35_reg_Kyiv_city,
2019,preschool_wireless_gt30,35_reg_Kyiv_city,
2019,preschool_wired_or_wireless_gt30,35_reg_Kyiv_city,
2019,secondary_internet_any_speed,35_reg_Kyiv_city,
2019,secondary_wired_gt30,35_reg_Kyiv_city,78.30
2019,secondary_wireless_gt30,35_reg_Kyiv_city,33.93
2019,secondary_wired_or_wireless_gt30,35_reg_Kyiv_city,
2019,,city_Sevastopol,
2020,preschool_wired_gt30,Ukraine,
2020,preschool_wireless_gt30,Ukraine,
2020,preschool_wired_or_wireless_gt30,Ukraine,
2020,secondary_internet_any_speed,Ukraine,
2020,secondary_wired_gt30,Ukraine,60.49
2020,secondary_wireless_gt30,Ukraine,28.75
2020,secondary_wired_or_wireless_gt30,Ukraine,
2020,,autonomous_Republic_of_Crimea,
2020,preschool_wired_gt30,11_reg_Vinnytsya,
2020,preschool_wireless_gt30,11_reg_Vinnytsya,
2020,preschool_wired_or_wireless_gt30,11_reg_Vinnytsya,
2020,secondary_internet_any_speed,11_reg_Vinnytsya,
2020,secondary_wired_gt30,11_reg_Vinnytsya,42.80
2020,secondary_wireless_gt30,11_reg_Vinnytsya,17.56
2020,secondary_wired_or_wireless_gt30,11_reg_Vinnytsya,
2020,preschool_wired_gt30,12_reg_Volyn,
2020,preschool_wireless_gt30,12_reg_Volyn,
2020,preschool_wired_or_wireless_gt30,12_reg_Volyn,
2020,secondary_internet_any_speed,12_reg_Volyn,
2020,secondary_wired_gt30,12_reg_Volyn,76.58
2020,secondary_wireless_gt30,12_reg_Volyn,21.37
2020,secondary_wired_or_wireless_gt30,12_reg_Volyn,
2020,preschool_wired_gt30,13_reg_Dnipropetrovsk,
2020,preschool_wireless_gt30,13_reg_Dnipropetrovsk,
2020,preschool_wired_or_wireless_gt30,13_reg_Dnipropetrovsk,
2020,secondary_internet_any_speed,13_reg_Dnipropetrovsk,
