Year,Type of economic activity,Organisation and legal forms,Region,Value
2017,,,20_reg_Kirovohrad,
2017,,,21_reg_Luhansk,
2017,,,22_reg_Lviv,
2017,,,23_reg_Mykolayiv,
2017,,,24_reg_Odesa,
2017,,,25_reg_Poltava,
2017,,,26_reg_Rivne,
2017,,,27_reg_Sumy,
2017,,,28_reg_Ternopil,
2017,,,29_reg_Kharkiv,
2017,,,30_reg_Kherson,
2017,,,31_reg_Khmelnytskiy,
2017,,,32_reg_Cherkasy,
2017,,,33_reg_Chernivtsi,
2017,,,34_reg_Chernihiv,
2017,,,Kyiv_city,
2017,,,city_Sevastopol,
2018,,,,
2018,A01,,,
2018,A02,,,
2018,A03,,,
2018,A04,,,
2018,A05,,,
2018,A06,,,
2018,A07,,,
2018,A08,,,
2018,A09,,,
2018,A10,,,
2018,A11,,,
2018,A12,,,
2018,A13,,,
2018,A14,,,
2018,A15,,,
2018,A16,,,
2018,A17,,,
2018,A18,,,
2018,A19,,,
2018,A20,,,
2018,A21,,,
2018,A22,,,
2018,A23,,,
2018,A24,,,
2018,A25,,,
2018,A26,,,
2018,A27,,,
2018,A28,,,
2018,A29,,,
2018,A30,,,
2018,A31,,,
2018,A32,,,
2018,A33,,,
2018,A34,,,
2018,A35,,,
2018,A36,,,
2018,A37,,,
2018,A38,,,
2018,A39,,,
2018,A40,,,
2018,A41,,,
2018,A42,,,
2018,A43,,,
2018,A44,,,
2018,A45,,,
2018,A46,,,
2018,A47,,,
2018,A48,,,
2018,A49,,,
2018,A50,,,
2018,A51,,,
2018,A52,,,
2018,A53,,,
2018,A54,,,
2018,A55,,,
2018,A56,,,
2018,A57,,,
2018,A58,,,
2018,A59,,,
2018,A60,,,
2018,A61,,,
2018,A62,,,
2018,A63,,,
2018,A64,,,
2018,A65,,,
2018,A66,,,
2018,A67,,,
2018,A68,,,
2018,A69,,,
2018,A70,,,
2018,A71,,,
2018,A72,,,
2018,A73,,,
2018,A74,,,
2018,A75,,,
2018,A76,,,
2018,A77,,,
2018,A78,,,
2018,A79,,,
2018,A80,,,
2018,A81,,,
2018,A82,,,
2018,A83,,,
2018,A84,,,
2018,A85,,,
2018,A86,,,
2018,A87,,,
2018,A88,,,
2018,A89,,,
2018,A90,,,
2018,A91,,,
2018,A92,,,
2018,A93,,,
2018,A94,,,
2018,A95,,,
2018,A96,,,
2018,A97,,,
2018,A98,,,
2018,A99,,,
2018,A100,,,
2018,A101,,,
2018,A102,,,
2018,A103,,,
2018,A104,,,
2018,A105,,,
2018,A106,,,
2018,A107,,,
2018,A108,,,
2018,A109,,,
2018,A110,,,
2018,A111,,,
2018,A112,,,
2018,A113,,,
2018,A114,,,
2018,A115,,,
2018,A116,,,
2018,A117,,,
2018,A118,,,
2018,A119,,,
2018,A120,,,
2018,A121,,,
2018,A122,,,
2018,A123,,,
2018,A124,,,
2018,A125,,,
2018,A126,,,
2018,A127,,,
2018,A128,,,
2018,A129,,,
2018,A130,,,
2018,A131,,,
2018,A132,,,
2018,A133,,,
2018,A134,,,
2018,A135,,,
2018,A136,,,
2018,A137,,,
2018,A138,,,
2018,A139,,,
2018,A140,,,
2018,A141,,,
2018,A142,,,
2018,A143,,,
2018,A144,,,
2018,A145,,,
2018,A146,,,
2018,A147,,,
2018,A148,,,
2018,A149,,,
2018,A150,,,
2018,A151,,,
2018,A152,,,
2018,A153,,,
2018,A154,,,
2018,A155,,,
2018,A156,,,
2018,A157,,,
2018,A158,,,
2018,A159,,,
2018,A160,,,
2018,A161,,,
2018,A162,,,
2018,A163,,,
2018,A164,,,
2018,A165,,,
2018,A166,,,
2018,A167,,,
2018,A168,,,
2018,A169,,,
2018,A170,,,
2018,A171,,,
2018,A172,,,
2018,A173,,,
2018,A174,,,
2018,A175,,,
2018,A176,,,
2018,A177,,,
2018,A178,,,
2018,A179,,,
2018,A180,,,
2018,A181,,,
2018,A182,,,
2018,A183,,,
2018,A184,,,
2018,A185,,,
2018,A186,,,
2018,A187,,,
2018,A188,,,
2018,A189,,,
2018,A190,,,
2018,A191,,,
2018,A192,,,
2018,A193,,,
2018,A194,,,
2018,A195,,,
2018,A196,,,
2018,A197,,,
2018,A198,,,
2018,A199,,,
2018,A200,,,
2018,A201,,,
2018,A202,,,
2018,A203,,,
2018,A204,,,
2018,A205,,,
2018,A206,,,
2018,A207,,,
2018,A208,,,
2018,A209,,,
2018,A210,,,
2018,A211,,,
2018,A212,,,
2018,A213,,,
2018,A214,,,
2018,A215,,,
2018,A216,,,
2018,A217,,,
2018,A218,,,
2018,A219,,,
2018,A220,,,
2018,A221,,,
2018,A222,,,
2018,A223,,,
2018,A224,,,
2018,A225,,,
2018,A226,,,
2018,A227,,,
2018,A228,,,
2018,A229,,,
2018,A230,,,
2018,A231,,,
2018,A232,,,
2018,A233,,,
2018,A234,,,
2018,A235,,,
2018,A236,,,
2018,A237,,,
2018,A238,,,
2018,A239,,,
2018,A240,,,
2018,A241,,,
2018,A242,,,
2018,A243,,,
2018,A244,,,
2018,A245,,,
2018,A246,,,
2018,A247,,,
2018,A248,,,
2018,A249,,,
2018,A250,,,
2018,A251,,,
2018,A252,,,
2018,A253,,,
2018,A254,,,
2018,A255,,,
2018,A256,,,
2018,A257,,,
2018,A258,,,
2018,A259,,,
2018,A260,,,
2018,A261,,,
2018,A262,,,
2018,A263,,,
2018,A264,,,
2018,A265,,,
2018,A266,,,
2018,A267,,,
2018,A268,,,
2018,A269,,,
2018,A270,,,
2018,A271,,,
2018,A272,,,
2018,A273,,,
2018,A274,,,
2018,A275,,,
2018,A276,,,
2018,A277,,,
2018,A278,,,
2018,A279,,,
2018,A280,,,
2018,A281,,,
2018,A282,,,
2018,A283,,,
2018,A284,,,
2018,A285,,,
2018,A286,,,
2018,A287,,,
2018,A288,,,
2018,A289,,,
2018,A290,,,
2018,A291,,,
2018,A292,,,
2018,A293,,,
2018,A294,,,
2018,A295,,,
2018,A296,,,
2018,A297,,,
2018,A298,,,
2018,A299,,,
2018,A300,,,
2018,A301,,,
2018,A302,,,
2018,A303,,,
2018,A304,,,
2018,A305,,,
2018,A306,,,
2018,A307,,,
2018,A308,,,
2018,A309,,,
2018,A310,,,
2018,A311,,,
2018,A312,,,
2018,A313,,,
2018,A314,,,
2018,A315,,,
2018,A316,,,
2018,A317,,,
2018,A318,,,
2018,A319,,,
2018,A320,,,
2018,A321,,,
2018,A322,,,
2018,A323,,,
2018,A324,,,
2018,A325,,,
2018,A326,,,
2018,A327,,,
2018,A328,,,
2018,A329,,,
2018,A330,,,
2018,A331,,,
2018,A332,,,
2018,A333,,,
2018,A334,,,
2018,A335,,,
2018,A336,,,
2018,A337,,,
2018,A338,,,
2018,A339,,,
2018,A340,,,
2018,A341,,,
2018,A342,,,
2018,A343,,,
2018,A344,,,
2018,A345,,,
2018,A346,,,
2018,A347,,,
2018,A348,,,
2018,A349,,,
2018,A350,,,
2018,A351,,,
2018,A352,,,
2018,A353,,,
2018,A354,,,
2018,A355,,,
2018,A356,,,
2018,A357,,,
2018,A358,,,
2018,A359,,,
2018,A360,,,
2018,A361,,,
2018,A362,,,
2018,A363,,,
2018,A364,,,
2018,A365,,,
2018,A366,,,
2018,A367,,,
2018,A368,,,
2018,A369,,,
2018,A370,,,
2018,A371,,,
2018,A372,,,
2018,A373,,,
2018,A374,,,
2018,A375,,,
2018,A376,,,
2018,A377,,,
2018,A378,,,
2018,A379,,,
2018,A380,,,
2018,A381,,,
2018,A382,,,
2018,A383,,,
2018,A384,,,
2018,A385,,,
2018,A386,,,
2018,A387,,,
2018,A388,,,
2018,A389,,,
2018,A390,,,
2018,A391,,,
2018,A392,,,
2018,A393,,,
2018,A394,,,
2018,A395,,,
2018,A396,,,
2018,A397,,,
2018,A398,,,
2018,A399,,,
2018,A400,,,
2018,A401,,,
2018,A402,,,
2018,A403,,,
2018,A404,,,
2018,A405,,,
2018,A406,,,
2018,A407,,,
2018,A408,,,
2018,A409,,,
2018,A410,,,
2018,A411,,,
2018,A412,,,
2018,A413,,,
2018,A414,,,
2018,A415,,,
2018,A416,,,
2018,A417,,,
2018,A418,,,
2018,A419,,,
2018,A420,,,
2018,A421,,,
2018,A422,,,
2018,A423,,,
2018,A424,,,
2018,A425,,,
2018,A426,,,
2018,A427,,,
2018,A428,,,
2018,A429,,,
2018,A430,,,
2018,A431,,,
2018,A432,,,
2018,A433,,,
2018,A434,,,
2018,A435,,,
2018,A436,,,
2018,A437,,,
2018,A438,,,
2018,A439,,,
2018,A440,,,
2018,A441,,,
2018,A442,,,
2018,A443,,,
2018,A444,,,
2018,A445,,,
2018,A446,,,
2018,A447,,,
2018,A448,,,
2018,A449,,,
2018,A450,,,
2018,A451,,,
2018,A452,,,
2018,A453,,,
2018,A454,,,
2018,A455,,,
2018,A456,,,
2018,A457,,,
2018,A458,,,
2018,A459,,,
2018,A460,,,
2018,A461,,,
2018,A462,,,
2018,A463,,,
2018,A464,,,
2018,A465,,,
2018,A466,,,
2018,A467,,,
2018,A468,,,
2018,A469,,,
2018,A470,,,
2018,A471,,,
2018,A472,,,
2018,A473,,,
2018,A474,,,
2018,A475,,,
2018,A476,,,
2018,A477,,,
2018,A478,,,
2018,A479,,,
2018,A480,,,
2018,A481,,,
2018,A482,,,
2018,A483,,,
2018,A484,,,
2018,A485,,,
2018,A486,,,
2018,A487,,,
2018,A488,,,
2018,A489,,,
2018,A490,,,
2018,A491,,,
2018,A492,,,
2018,A493,,,
2018,A494,,,
2018,A495,,,
2018,A496,,,
2018,A497,,,
2018,A498,,,
2018,A499,,,
2018,A500,,,
2018,A501,,,
2018,A502,,,
2018,A503,,,
2018,A504,,,
2018,A505,,,
2018,A506,,,
2018,A507,,,
2018,A508,,,
2018,A509,,,
2018,A510,,,
2018,A511,,,
2018,A512,,,
2018,A513,,,
2018,A514,,,
2018,A515,,,
2018,A516,,,
2018,A517,,,
2018,A518,,,
2018,A519,,,
2018,A520,,,
2018,A521,,,
2018,A522,,,
2018,A523,,,
2018,A524,,,
2018,A525,,,
2018,A526,,,
2018,A527,,,
2018,A528,,,
2018,A529,,,
2018,A530,,,
2018,A531,,,
2018,A532,,,
2018,A533,,,
2018,A534,,,
2018,A535,,,
2018,A536,,,
2018,A537,,,
2018,A538,,,
2018,A539,,,
2018,A540,,,
2018,A541,,,
2018,A542,,,
2018,A543,,,
2018,A544,,,
2018,A545,,,
2018,A546,,,
2018,A547,,,
2018,A548,,,
2018,A549,,,
2018,A550,,,
2018,A551,,,
2018,A552,,,
2018,A553,,,
2018,A554,,,
2018,A555,,,
2018,A556,,,
2018,A557,,,
2018,A558,,,
2018,A559,,,
2018,A560,,,
2018,A561,,,
2018,A562,,,
2018,A563,,,
2018,A564,,,
2018,A565,,,
2018,A566,,,
2018,A567,,,
2018,A568,,,
2018,A569,,,
2018,A570,,,
2018,A571,,,
2018,A572,,,
2018,A573,,,
2018,A574,,,
2018,A575,,,
2018,A576,,,
2018,A577,,,
2018,A578,,,
2018,A579,,,
2018,A580,,,
2018,A581,,,
2018,A582,,,
2018,A583,,,
2018,A584,,,
2018,A585,,,
2018,A586,,,
2018,A587,,,
2018,A588,,,
2018,A589,,,
2018,A590,,,
2018,A591,,,
2018,A592,,,
2018,A593,,,
2018,A594,,,
2018,A595,,,
2018,A596,,,
2018,A597,,,
2018,A598,,,
2018,A599,,,
2018,A600,,,
2018,A601,,,
2018,A602,,,
2018,A603,,,
2018,A604,,,
2018,A605,,,
2018,A606,,,
2018,A607,,,
2018,A608,,,
2018,A609,,,
2018,A610,,,
2018,A611,,,
2018,,farm,,
2018,,private_enterprise,,
2018,,collective_enterprise,,
2018,,public_enterprise,,
2018,,state-run_enterprise,,
2018,,communal_enterprise,,
2018,,joint_communal_enterprise,,
2018,,subsidiary,,
2018,,foreign_enterprise,,
2018,,enterprise_association_of_citizens,,
2018,,enterprise_founded_by_consumer_partnership,,
2018,,rental_enterprise,,
2018,,individual_enterprise,,
2018,,family_enterprise,,
2018,,joint_enterprise,,
2018,,joint-stock_company,,
2018,,public_joint-stock_partnership,,
2018,,private_joint-stock_partnership,,
2018,,state_joint_stock_company,,
2018,,holding_company,,
2018,,limited_liability_partnership,,
2018,,extended_liability_partnership,,
2018,,full_liability_partnership,,
2018,,mixed_liability_company,,
2018,,lawyers_union,,
2018,,law_office,,
2018,,cooperative,,
2018,,production_cooperative,,
2018,,serve_cooperative,,
2018,,housing_construction_cooperativ,,
2018,,garage_cooperativ,,
2018,,consumer_cooperativ,,
2018,,consumer_partnership,,
2018,,agriculture_and_production_cooperativ,,
2018,,agriculture_and_serve_cooperativ,,
2018,,agriculture_cooperativ,,
2018,,organisation_establishment_institution,,
2018,,authority_of_state_power_organization,,
2018,,authority_of_state_power,,
2018,,courts,,
2018,,authority_of_municipality_power,,
2018,,state-run_organisation,,
2018,,communal_establishment_institution,,
2018,,private_establishment_institution,,
2018,,organisation_establishment_institution_public_association,,
2018,,organization_of_tenants,,
2018,,organization_of_customers,,
2018,,association,,
2018,,corporation,,
2018,,consortium,,
2018,,concern,,
2018,,union_of_consumer_partnerships,,
2018,,other_associations_of_legal_persons,,
2018,,authority_of_advocacy_self-government,,
2018,,authority_of_judge_self-government,,
2018,,audit_chamber_of_ukraine,,
2018,,organization_of_water_users,,
2018,,commodity_exchange,,
2018,,credit_union,,
2018,,consumer_partnership,,
2018,,not_state_pension_fund,,
2018,,political_party,,
2018,,non-profit_organisation,,
2018,,public_union,,
2018,,religious_organisation,,
2018,,trade_union_association_of_trade_unions,,
2018,,trade_union,,
2018,,association_of_trade_unions,,
2018,,creative_union_other_professional_organisation,,
2018,,charitable_organisation,,
2018,,organization_of_employers,,
2018,,condominium,,
2018,,community_association_population,,
2018,,gardening_partnership,,
2018,,other_organizational_and_legal_forms,,
2018,,,autonomous_Republic_of_Crimea,
2018,,,11_reg_Vinnytsya,
2018,,,12_reg_Volyn,
2018,,,13_reg_Dnipropetrovsk,
2018,,,14_reg_Donetsk,
2018,,,15_reg_Zhytomyr,
2018,,,16_reg_Zakarpattya,
2018,,,17_reg_Zaporizhzhya,
2018,,,18_reg_Ivano-Frankivsk,
2018,,,19_reg_Kyiv,
2018,,,20_reg_Kirovohrad,
2018,,,21_reg_Luhansk,
2018,,,22_reg_Lviv,
2018,,,23_reg_Mykolayiv,
2018,,,24_reg_Odesa,
2018,,,25_reg_Poltava,
2018,,,26_reg_Rivne,
2018,,,27_reg_Sumy,
2018,,,28_reg_Ternopil,
2018,,,29_reg_Kharkiv,
2018,,,30_reg_Kherson,
2018,,,31_reg_Khmelnytskiy,
2018,,,32_reg_Cherkasy,
2018,,,33_reg_Chernivtsi,
2018,,,34_reg_Chernihiv,
2018,,,Kyiv_city,
2018,,,city_Sevastopol,
2019,,,,
2019,A01,,,
2019,A02,,,
2019,A03,,,
2019,A04,,,
2019,A05,,,
2019,A06,,,
2019,A07,,,
2019,A08,,,
2019,A09,,,
2019,A10,,,
2019,A11,,,
2019,A12,,,
2019,A13,,,
2019,A14,,,
2019,A15,,,
2019,A16,,,
2019,A17,,,
2019,A18,,,
2019,A19,,,
2019,A20,,,
2019,A21,,,
2019,A22,,,
2019,A23,,,
2019,A24,,,
2019,A25,,,
2019,A26,,,
2019,A27,,,
2019,A28,,,
2019,A29,,,
2019,A30,,,
2019,A31,,,
2019,A32,,,
2019,A33,,,
2019,A34,,,
2019,A35,,,
2019,A36,,,
2019,A37,,,
2019,A38,,,
2019,A39,,,
2019,A40,,,
2019,A41,,,
2019,A42,,,
2019,A43,,,
2019,A44,,,
2019,A45,,,
2019,A46,,,
2019,A47,,,
2019,A48,,,
2019,A49,,,
2019,A50,,,
2019,A51,,,
2019,A52,,,
2019,A53,,,
2019,A54,,,
2019,A55,,,
2019,A56,,,
2019,A57,,,
2019,A58,,,
2019,A59,,,
2019,A60,,,
2019,A61,,,
2019,A62,,,
2019,A63,,,
2019,A64,,,
2019,A65,,,
2019,A66,,,
2019,A67,,,
2019,A68,,,
2019,A69,,,
2019,A70,,,
2019,A71,,,
2019,A72,,,
2019,A73,,,
2019,A74,,,
2019,A75,,,
2019,A76,,,
2019,A77,,,
2019,A78,,,
2019,A79,,,
2019,A80,,,
2019,A81,,,
2019,A82,,,
2019,A83,,,
2019,A84,,,
2019,A85,,,
2019,A86,,,
2019,A87,,,
2019,A88,,,
2019,A89,,,
2019,A90,,,
2019,A91,,,
2019,A92,,,
2019,A93,,,
2019,A94,,,
2019,A95,,,
2019,A96,,,
2019,A97,,,
2019,A98,,,
2019,A99,,,
2019,A100,,,
2019,A101,,,
2019,A102,,,
2019,A103,,,
2019,A104,,,
2019,A105,,,
2019,A106,,,
2019,A107,,,
2019,A108,,,
2019,A109,,,
2019,A110,,,
2019,A111,,,
2019,A112,,,
2019,A113,,,
2019,A114,,,
2019,A115,,,
2019,A116,,,
2019,A117,,,
2019,A118,,,
2019,A119,,,
2019,A120,,,
2019,A121,,,
2019,A122,,,
2019,A123,,,
2019,A124,,,
2019,A125,,,
2019,A126,,,
2019,A127,,,
2019,A128,,,
2019,A129,,,
2019,A130,,,
2019,A131,,,
2019,A132,,,
2019,A133,,,
2019,A134,,,
2019,A135,,,
2019,A136,,,
2019,A137,,,
2019,A138,,,
2019,A139,,,
2019,A140,,,
2019,A141,,,
2019,A142,,,
2019,A143,,,
2019,A144,,,
2019,A145,,,
2019,A146,,,
2019,A147,,,
2019,A148,,,
2019,A149,,,
2019,A150,,,
2019,A151,,,
2019,A152,,,
2019,A153,,,
2019,A154,,,
2019,A155,,,
2019,A156,,,
2019,A157,,,
2019,A158,,,
2019,A159,,,
2019,A160,,,
2019,A161,,,
2019,A162,,,
2019,A163,,,
2019,A164,,,
2019,A165,,,
2019,A166,,,
2019,A167,,,
2019,A168,,,
2019,A169,,,
2019,A170,,,
2019,A171,,,
2019,A172,,,
2019,A173,,,
2019,A174,,,
2019,A175,,,
2019,A176,,,
2019,A177,,,
2019,A178,,,
2019,A179,,,
2019,A180,,,
2019,A181,,,
2019,A182,,,
2019,A183,,,
2019,A184,,,
2019,A185,,,
2019,A186,,,
2019,A187,,,
2019,A188,,,
2019,A189,,,
2019,A190,,,
2019,A191,,,
2019,A192,,,
2019,A193,,,
2019,A194,,,
2019,A195,,,
2019,A196,,,
2019,A197,,,
2019,A198,,,
2019,A199,,,
2019,A200,,,
2019,A201,,,
2019,A202,,,
2019,A203,,,
2019,A204,,,
2019,A205,,,
2019,A206,,,
2019,A207,,,
2019,A208,,,
2019,A209,,,
2019,A210,,,
2019,A211,,,
2019,A212,,,
2019,A213,,,
2019,A214,,,
2019,A215,,,
2019,A216,,,
2019,A217,,,
2019,A218,,,
2019,A219,,,
2019,A220,,,
2019,A221,,,
2019,A222,,,
2019,A223,,,
2019,A224,,,
2019,A225,,,
2019,A226,,,
2019,A227,,,
2019,A228,,,
2019,A229,,,
2019,A230,,,
2019,A231,,,
2019,A232,,,
2019,A233,,,
2019,A234,,,
2019,A235,,,
2019,A236,,,
2019,A237,,,
2019,A238,,,
2019,A239,,,
2019,A240,,,
2019,A241,,,
2019,A242,,,
2019,A243,,,
2019,A244,,,
2019,A245,,,
2019,A246,,,
2019,A247,,,
2019,A248,,,
2019,A249,,,
2019,A250,,,
2019,A251,,,
2019,A252,,,
2019,A253,,,
2019,A254,,,
2019,A255,,,
2019,A256,,,
2019,A257,,,
2019,A258,,,
2019,A259,,,
2019,A260,,,
2019,A261,,,
2019,A262,,,
2019,A263,,,
2019,A264,,,
2019,A265,,,
2019,A266,,,
2019,A267,,,
2019,A268,,,
2019,A269,,,
2019,A270,,,
2019,A271,,,
2019,A272,,,
2019,A273,,,
2019,A274,,,
2019,A275,,,
2019,A276,,,
2019,A277,,,
2019,A278,,,
2019,A279,,,
2019,A280,,,
2019,A281,,,
2019,A282,,,
2019,A283,,,
2019,A284,,,
2019,A285,,,
2019,A286,,,
2019,A287,,,
2019,A288,,,
2019,A289,,,
2019,A290,,,
2019,A291,,,
2019,A292,,,
2019,A293,,,
2019,A294,,,
2019,A295,,,
2019,A296,,,
2019,A297,,,
2019,A298,,,
2019,A299,,,
2019,A300,,,
2019,A301,,,
2019,A302,,,
2019,A303,,,
2019,A304,,,
2019,A305,,,
2019,A306,,,
2019,A307,,,
2019,A308,,,
2019,A309,,,
2019,A310,,,
2019,A311,,,
2019,A312,,,
2019,A313,,,
2019,A314,,,
2019,A315,,,
2019,A316,,,
2019,A317,,,
2019,A318,,,
2019,A319,,,
2019,A320,,,
2019,A321,,,
2019,A322,,,
2019,A323,,,
2019,A324,,,
2019,A325,,,
2019,A326,,,
2019,A327,,,
2019,A328,,,
2019,A329,,,
2019,A330,,,
2019,A331,,,
2019,A332,,,
2019,A333,,,
2019,A334,,,
2019,A335,,,
2019,A336,,,
2019,A337,,,
2019,A338,,,
2019,A339,,,
2019,A340,,,
2019,A341,,,
2019,A342,,,
2019,A343,,,
2019,A344,,,
2019,A345,,,
2019,A346,,,
2019,A347,,,
2019,A348,,,
2019,A349,,,
2019,A350,,,
2019,A351,,,
2019,A352,,,
2019,A353,,,
2019,A354,,,
2019,A355,,,
2019,A356,,,
2019,A357,,,
2019,A358,,,
2019,A359,,,
2019,A360,,,
2019,A361,,,
2019,A362,,,
2019,A363,,,
2019,A364,,,
2019,A365,,,
2019,A366,,,
2019,A367,,,
2019,A368,,,
2019,A369,,,
2019,A370,,,
2019,A371,,,
2019,A372,,,
2019,A373,,,
2019,A374,,,
2019,A375,,,
2019,A376,,,
2019,A377,,,
2019,A378,,,
2019,A379,,,
2019,A380,,,
2019,A381,,,
2019,A382,,,
2019,A383,,,
2019,A384,,,
2019,A385,,,
2019,A386,,,
2019,A387,,,
2019,A388,,,
2019,A389,,,
2019,A390,,,
2019,A391,,,
2019,A392,,,
2019,A393,,,
2019,A394,,,
2019,A395,,,
2019,A396,,,
2019,A397,,,
2019,A398,,,
2019,A399,,,
2019,A400,,,
2019,A401,,,
2019,A402,,,
2019,A403,,,
2019,A404,,,
2019,A405,,,
2019,A406,,,
2019,A407,,,
2019,A408,,,
2019,A409,,,
2019,A410,,,
2019,A411,,,
2019,A412,,,
2019,A413,,,
2019,A414,,,
2019,A415,,,
2019,A416,,,
2019,A417,,,
2019,A418,,,
2019,A419,,,
2019,A420,,,
2019,A421,,,
2019,A422,,,
2019,A423,,,
2019,A424,,,
2019,A425,,,
2019,A426,,,
2019,A427,,,
2019,A428,,,
2019,A429,,,
2019,A430,,,
2019,A431,,,
2019,A432,,,
2019,A433,,,
2019,A434,,,
2019,A435,,,
2019,A436,,,
2019,A437,,,
2019,A438,,,
2019,A439,,,
2019,A440,,,
2019,A441,,,
2019,A442,,,
2019,A443,,,
2019,A444,,,
2019,A445,,,
2019,A446,,,
2019,A447,,,
2019,A448,,,
2019,A449,,,
2019,A450,,,
2019,A451,,,
2019,A452,,,
2019,A453,,,
2019,A454,,,
2019,A455,,,
2019,A456,,,
2019,A457,,,
2019,A458,,,
2019,A459,,,
2019,A460,,,
2019,A461,,,
2019,A462,,,
2019,A463,,,
2019,A464,,,
2019,A465,,,
2019,A466,,,
2019,A467,,,
2019,A468,,,
2019,A469,,,
2019,A470,,,
2019,A471,,,
2019,A472,,,
2019,A473,,,
2019,A474,,,
2019,A475,,,
2019,A476,,,
2019,A477,,,
2019,A478,,,
2019,A479,,,
2019,A480,,,
2019,A481,,,
2019,A482,,,
2019,A483,,,
2019,A484,,,
2019,A485,,,
2019,A486,,,
2019,A487,,,
2019,A488,,,
2019,A489,,,
2019,A490,,,
2019,A491,,,
2019,A492,,,
2019,A493,,,
2019,A494,,,
2019,A495,,,
2019,A496,,,
2019,A497,,,
2019,A498,,,
2019,A499,,,
2019,A500,,,
2019,A501,,,
2019,A502,,,
2019,A503,,,
2019,A504,,,
2019,A505,,,
2019,A506,,,
2019,A507,,,
2019,A508,,,
2019,A509,,,
2019,A510,,,
2019,A511,,,
2019,A512,,,
2019,A513,,,
2019,A514,,,
2019,A515,,,
2019,A516,,,
2019,A517,,,
2019,A518,,,
2019,A519,,,
2019,A520,,,
2019,A521,,,
2019,A522,,,
2019,A523,,,
2019,A524,,,
2019,A525,,,
2019,A526,,,
2019,A527,,,
2019,A528,,,
2019,A529,,,
2019,A530,,,
2019,A531,,,
2019,A532,,,
2019,A533,,,
2019,A534,,,
2019,A535,,,
2019,A536,,,
2019,A537,,,
2019,A538,,,
2019,A539,,,
2019,A540,,,
2019,A541,,,
2019,A542,,,
2019,A543,,,
2019,A544,,,
2019,A545,,,
2019,A546,,,
2019,A547,,,
2019,A548,,,
2019,A549,,,
2019,A550,,,
2019,A551,,,
2019,A552,,,
2019,A553,,,
2019,A554,,,
2019,A555,,,
2019,A556,,,
2019,A557,,,
2019,A558,,,
2019,A559,,,
2019,A560,,,
2019,A561,,,
2019,A562,,,
2019,A563,,,
2019,A564,,,
2019,A565,,,
2019,A566,,,
2019,A567,,,
2019,A568,,,
2019,A569,,,
2019,A570,,,
2019,A571,,,
2019,A572,,,
2019,A573,,,
2019,A574,,,
2019,A575,,,
2019,A576,,,
2019,A577,,,
2019,A578,,,
2019,A579,,,
2019,A580,,,
2019,A581,,,
2019,A582,,,
2019,A583,,,
2019,A584,,,
2019,A585,,,
2019,A586,,,
2019,A587,,,
2019,A588,,,
2019,A589,,,
2019,A590,,,
2019,A591,,,
2019,A592,,,
2019,A593,,,
2019,A594,,,
2019,A595,,,
2019,A596,,,
2019,A597,,,
2019,A598,,,
2019,A599,,,
2019,A600,,,
2019,A601,,,
2019,A602,,,
2019,A603,,,
2019,A604,,,
2019,A605,,,
2019,A606,,,
2019,A607,,,
2019,A608,,,
2019,A609,,,
2019,A610,,,
2019,A611,,,
2019,,farm,,
2019,,private_enterprise,,
2019,,collective_enterprise,,
2019,,public_enterprise,,
2019,,state-run_enterprise,,
2019,,communal_enterprise,,
2019,,joint_communal_enterprise,,
2019,,subsidiary,,
2019,,foreign_enterprise,,
2019,,enterprise_association_of_citizens,,
2019,,enterprise_founded_by_consumer_partnership,,
2019,,rental_enterprise,,
2019,,individual_enterprise,,
2019,,family_enterprise,,
2019,,joint_enterprise,,
2019,,joint-stock_company,,
2019,,public_joint-stock_partnership,,
2019,,private_joint-stock_partnership,,
2019,,state_joint_stock_company,,
2019,,holding_company,,
2019,,limited_liability_partnership,,
2019,,extended_liability_partnership,,
2019,,full_liability_partnership,,
2019,,mixed_liability_company,,
2019,,lawyers_union,,
2019,,law_office,,
2019,,cooperative,,
2019,,production_cooperative,,
2019,,serve_cooperative,,
2019,,housing_construction_cooperativ,,
2019,,garage_cooperativ,,
2019,,consumer_cooperativ,,
2019,,consumer_partnership,,
2019,,agriculture_and_production_cooperativ,,
2019,,agriculture_and_serve_cooperativ,,
2019,,agriculture_cooperativ,,
2019,,organisation_establishment_institution,,
2019,,authority_of_state_power_organization,,
2019,,authority_of_state_power,,
2019,,courts,,
2019,,authority_of_municipality_power,,
2019,,state-run_organisation,,
2019,,communal_establishment_institution,,
2019,,private_establishment_institution,,
2019,,organisation_establishment_institution_public_association,,
2019,,organization_of_tenants,,
2019,,organization_of_customers,,
2019,,association,,
2019,,corporation,,
2019,,consortium,,
2019,,concern,,
2019,,union_of_consumer_partnerships,,
2019,,other_associations_of_legal_persons,,
2019,,authority_of_advocacy_self-government,,
2019,,authority_of_judge_self-government,,
2019,,audit_chamber_of_ukraine,,
2019,,organization_of_water_users,,
2019,,commodity_exchange,,
2019,,credit_union,,
2019,,consumer_partnership,,
2019,,not_state_pension_fund,,
2019,,political_party,,
2019,,non-profit_organisation,,
2019,,public_union,,
2019,,religious_organisation,,
2019,,trade_union_association_of_trade_unions,,
2019,,trade_union,,
2019,,association_of_trade_unions,,
2019,,creative_union_other_professional_organisation,,
2019,,charitable_organisation,,
2019,,organization_of_employers,,
