Year,Infectious diseases,Age,Region,Value
2017,ill_3_m_m_r,age_vac_4_6_years,11_reg_Vinnytsya,91.7
2017,ill_8_mumps,age_vac_4_6_years,11_reg_Vinnytsya,91.7
2017,ill_2_hep,age_vac_1_under_1_year,11_reg_Vinnytsya,57.0
2017,ill_1_tub,age_vac_1_under_1_year,12_reg_Volyn,91.5
2017,ill_6_polio,age_vac_1_under_1_year,12_reg_Volyn,31.4
2017,ill_6_polio,age_vac_3_18_months,12_reg_Volyn,61.2
2017,ill_6_polio,age_vac_4_6_years,12_reg_Volyn,86.2
2017,ill_6_polio,age_vac_5_14_years,12_reg_Volyn,84.8
2017,ill_4_diph,age_vac_1_under_1_year,12_reg_Volyn,26.7
2017,ill_5_pert,age_vac_1_under_1_year,12_reg_Volyn,26.7
2017,ill_10_tetanus,age_vac_1_under_1_year,12_reg_Volyn,26.7
2017,ill_4_diph,age_vac_3_18_months,12_reg_Volyn,34.6
2017,ill_5_pert,age_vac_3_18_months,12_reg_Volyn,34.6
2017,ill_10_tetanus,age_vac_3_18_months,12_reg_Volyn,34.6
2017,ill_4_diph,age_vac_4_6_years,12_reg_Volyn,73.9
2017,ill_10_tetanus,age_vac_4_6_years,12_reg_Volyn,73.9
2017,ill_4_diph,age_vac_7_adult,12_reg_Volyn,28.6
2017,ill_10_tetanus,age_vac_7_adult,12_reg_Volyn,28.6
2017,ill_9_rubella,age_vac_2_1_year,12_reg_Volyn,87.0
2017,ill_3_m_m_r,age_vac_2_1_year,12_reg_Volyn,87.0
2017,ill_8_mumps,age_vac_2_1_year,12_reg_Volyn,87.0
2017,ill_9_rubella,age_vac_4_6_years,12_reg_Volyn,82.3
2017,ill_3_m_m_r,age_vac_4_6_years,12_reg_Volyn,82.3
2017,ill_8_mumps,age_vac_4_6_years,12_reg_Volyn,82.3
2017,ill_2_hep,age_vac_1_under_1_year,12_reg_Volyn,33.8
2017,ill_1_tub,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,78.8
2017,ill_6_polio,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,51.0
2017,ill_6_polio,age_vac_3_18_months,13_reg_Dnipropetrovsk,74.4
2017,ill_6_polio,age_vac_4_6_years,13_reg_Dnipropetrovsk,89.5
2017,ill_6_polio,age_vac_5_14_years,13_reg_Dnipropetrovsk,88.5
2017,ill_4_diph,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,45.1
2017,ill_5_pert,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,45.1
2017,ill_10_tetanus,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,45.1
2017,ill_4_diph,age_vac_3_18_months,13_reg_Dnipropetrovsk,38.0
2017,ill_5_pert,age_vac_3_18_months,13_reg_Dnipropetrovsk,38.0
2017,ill_10_tetanus,age_vac_3_18_months,13_reg_Dnipropetrovsk,38.0
2017,ill_4_diph,age_vac_4_6_years,13_reg_Dnipropetrovsk,99.8
2017,ill_10_tetanus,age_vac_4_6_years,13_reg_Dnipropetrovsk,99.8
2017,ill_4_diph,age_vac_7_adult,13_reg_Dnipropetrovsk,77.7
2017,ill_10_tetanus,age_vac_7_adult,13_reg_Dnipropetrovsk,77.7
2017,ill_9_rubella,age_vac_2_1_year,13_reg_Dnipropetrovsk,99.6
2017,ill_3_m_m_r,age_vac_2_1_year,13_reg_Dnipropetrovsk,99.6
2017,ill_8_mumps,age_vac_2_1_year,13_reg_Dnipropetrovsk,99.6
2017,ill_9_rubella,age_vac_4_6_years,13_reg_Dnipropetrovsk,99.4
2017,ill_3_m_m_r,age_vac_4_6_years,13_reg_Dnipropetrovsk,99.4
2017,ill_8_mumps,age_vac_4_6_years,13_reg_Dnipropetrovsk,99.4
2017,ill_2_hep,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,75.3
2017,ill_1_tub,age_vac_1_under_1_year,14_reg_Donetsk,93.9
2017,ill_6_polio,age_vac_1_under_1_year,14_reg_Donetsk,73.3
2017,ill_6_polio,age_vac_3_18_months,14_reg_Donetsk,78.4
2017,ill_6_polio,age_vac_4_6_years,14_reg_Donetsk,87.7
2017,ill_6_polio,age_vac_5_14_years,14_reg_Donetsk,84.9
2017,ill_4_diph,age_vac_1_under_1_year,14_reg_Donetsk,70.8
2017,ill_5_pert,age_vac_1_under_1_year,14_reg_Donetsk,70.8
2017,ill_10_tetanus,age_vac_1_under_1_year,14_reg_Donetsk,70.8
2017,ill_4_diph,age_vac_3_18_months,14_reg_Donetsk,99.8
2017,ill_5_pert,age_vac_3_18_months,14_reg_Donetsk,99.8
2017,ill_10_tetanus,age_vac_3_18_months,14_reg_Donetsk,99.8
2017,ill_4_diph,age_vac_4_6_years,14_reg_Donetsk,86.1
2017,ill_10_tetanus,age_vac_4_6_years,14_reg_Donetsk,86.1
2017,ill_4_diph,age_vac_7_adult,14_reg_Donetsk,58.2
2017,ill_10_tetanus,age_vac_7_adult,14_reg_Donetsk,58.2
2017,ill_9_rubella,age_vac_2_1_year,14_reg_Donetsk,99.8
2017,ill_3_m_m_r,age_vac_2_1_year,14_reg_Donetsk,99.8
2017,ill_8_mumps,age_vac_2_1_year,14_reg_Donetsk,99.8
2017,ill_9_rubella,age_vac_4_6_years,14_reg_Donetsk,94.3
2017,ill_3_m_m_r,age_vac_4_6_years,14_reg_Donetsk,94.3
2017,ill_8_mumps,age_vac_4_6_years,14_reg_Donetsk,94.3
2017,ill_2_hep,age_vac_1_under_1_year,14_reg_Donetsk,56.2
2017,ill_1_tub,age_vac_1_under_1_year,15_reg_Zhytomyr,63.7
2017,ill_6_polio,age_vac_1_under_1_year,15_reg_Zhytomyr,43.3
2017,ill_6_polio,age_vac_3_18_months,15_reg_Zhytomyr,73.0
2017,ill_6_polio,age_vac_4_6_years,15_reg_Zhytomyr,82.3
2017,ill_6_polio,age_vac_5_14_years,15_reg_Zhytomyr,83.7
2017,ill_4_diph,age_vac_1_under_1_year,15_reg_Zhytomyr,48.1
2017,ill_5_pert,age_vac_1_under_1_year,15_reg_Zhytomyr,48.1
2017,ill_10_tetanus,age_vac_1_under_1_year,15_reg_Zhytomyr,48.1
2017,ill_4_diph,age_vac_3_18_months,15_reg_Zhytomyr,48.2
2017,ill_5_pert,age_vac_3_18_months,15_reg_Zhytomyr,48.2
2017,ill_10_tetanus,age_vac_3_18_months,15_reg_Zhytomyr,48.2
2017,ill_4_diph,age_vac_4_6_years,15_reg_Zhytomyr,88.6
2017,ill_10_tetanus,age_vac_4_6_years,15_reg_Zhytomyr,88.6
2017,ill_4_diph,age_vac_7_adult,15_reg_Zhytomyr,35.0
2017,ill_10_tetanus,age_vac_7_adult,15_reg_Zhytomyr,35.0
2017,ill_9_rubella,age_vac_2_1_year,15_reg_Zhytomyr,96.8
2017,ill_3_m_m_r,age_vac_2_1_year,15_reg_Zhytomyr,96.8
2017,ill_8_mumps,age_vac_2_1_year,15_reg_Zhytomyr,96.8
2017,ill_9_rubella,age_vac_4_6_years,15_reg_Zhytomyr,95.9
2017,ill_3_m_m_r,age_vac_4_6_years,15_reg_Zhytomyr,95.9
2017,ill_8_mumps,age_vac_4_6_years,15_reg_Zhytomyr,95.9
2017,ill_2_hep,age_vac_1_under_1_year,15_reg_Zhytomyr,57.9
2017,ill_1_tub,age_vac_1_under_1_year,16_reg_Zakarpattya,86.8
2017,ill_6_polio,age_vac_1_under_1_year,16_reg_Zakarpattya,49.1
2017,ill_6_polio,age_vac_3_18_months,16_reg_Zakarpattya,57.9
2017,ill_6_polio,age_vac_4_6_years,16_reg_Zakarpattya,82.3
2017,ill_6_polio,age_vac_5_14_years,16_reg_Zakarpattya,81.7
2017,ill_4_diph,age_vac_1_under_1_year,16_reg_Zakarpattya,43.4
2017,ill_5_pert,age_vac_1_under_1_year,16_reg_Zakarpattya,43.4
2017,ill_10_tetanus,age_vac_1_under_1_year,16_reg_Zakarpattya,43.4
2017,ill_4_diph,age_vac_3_18_months,16_reg_Zakarpattya,38.7
2017,ill_5_pert,age_vac_3_18_months,16_reg_Zakarpattya,38.7
2017,ill_10_tetanus,age_vac_3_18_months,16_reg_Zakarpattya,38.7
2017,ill_4_diph,age_vac_4_6_years,16_reg_Zakarpattya,64.8
2017,ill_10_tetanus,age_vac_4_6_years,16_reg_Zakarpattya,64.8
2017,ill_4_diph,age_vac_7_adult,16_reg_Zakarpattya,35.9
2017,ill_10_tetanus,age_vac_7_adult,16_reg_Zakarpattya,35.9
2017,ill_9_rubella,age_vac_2_1_year,16_reg_Zakarpattya,71.2
2017,ill_3_m_m_r,age_vac_2_1_year,16_reg_Zakarpattya,71.2
2017,ill_8_mumps,age_vac_2_1_year,16_reg_Zakarpattya,71.2
2017,ill_9_rubella,age_vac_4_6_years,16_reg_Zakarpattya,49.1
2017,ill_3_m_m_r,age_vac_4_6_years,16_reg_Zakarpattya,49.1
2017,ill_8_mumps,age_vac_4_6_years,16_reg_Zakarpattya,49.1
2017,ill_2_hep,age_vac_1_under_1_year,16_reg_Zakarpattya,19.9
2017,ill_1_tub,age_vac_1_under_1_year,17_reg_Zaporizhzhya,90.8
2017,ill_6_polio,age_vac_1_under_1_year,17_reg_Zaporizhzhya,40.8
2017,ill_6_polio,age_vac_3_18_months,17_reg_Zaporizhzhya,68.3
2017,ill_6_polio,age_vac_4_6_years,17_reg_Zaporizhzhya,88.9
2017,ill_6_polio,age_vac_5_14_years,17_reg_Zaporizhzhya,88.0
2017,ill_4_diph,age_vac_1_under_1_year,17_reg_Zaporizhzhya,49.1
2017,ill_5_pert,age_vac_1_under_1_year,17_reg_Zaporizhzhya,49.1
2017,ill_10_tetanus,age_vac_1_under_1_year,17_reg_Zaporizhzhya,49.1
2017,ill_4_diph,age_vac_3_18_months,17_reg_Zaporizhzhya,46.2
2017,ill_5_pert,age_vac_3_18_months,17_reg_Zaporizhzhya,46.2
2017,ill_10_tetanus,age_vac_3_18_months,17_reg_Zaporizhzhya,46.2
2017,ill_4_diph,age_vac_4_6_years,17_reg_Zaporizhzhya,76.5
2017,ill_10_tetanus,age_vac_4_6_years,17_reg_Zaporizhzhya,76.5
2017,ill_4_diph,age_vac_7_adult,17_reg_Zaporizhzhya,44.2
2017,ill_10_tetanus,age_vac_7_adult,17_reg_Zaporizhzhya,44.2
2017,ill_9_rubella,age_vac_2_1_year,17_reg_Zaporizhzhya,97.3
2017,ill_3_m_m_r,age_vac_2_1_year,17_reg_Zaporizhzhya,97.3
2017,ill_8_mumps,age_vac_2_1_year,17_reg_Zaporizhzhya,97.3
2017,ill_9_rubella,age_vac_4_6_years,17_reg_Zaporizhzhya,91.8
2017,ill_3_m_m_r,age_vac_4_6_years,17_reg_Zaporizhzhya,91.8
2017,ill_8_mumps,age_vac_4_6_years,17_reg_Zaporizhzhya,91.8
2017,ill_2_hep,age_vac_1_under_1_year,17_reg_Zaporizhzhya,58.9
2017,ill_1_tub,age_vac_1_under_1_year,18_reg_Ivano-Frankivsk,71.7
2017,ill_6_polio,age_vac_1_under_1_year,18_reg_Ivano-Frankivsk,42.4
2017,ill_6_polio,age_vac_3_18_months,18_reg_Ivano-Frankivsk,56.1
2017,ill_6_polio,age_vac_4_6_years,18_reg_Ivano-Frankivsk,78.6
2017,ill_6_polio,age_vac_5_14_years,18_reg_Ivano-Frankivsk,77.3
2017,ill_4_diph,age_vac_1_under_1_year,18_reg_Ivano-Frankivsk,32.3
2017,ill_5_pert,age_vac_1_under_1_year,18_reg_Ivano-Frankivsk,32.3
2017,ill_10_tetanus,age_vac_1_under_1_year,18_reg_Ivano-Frankivsk,32.3
2017,ill_4_diph,age_vac_3_18_months,18_reg_Ivano-Frankivsk,31.7
2017,ill_5_pert,age_vac_3_18_months,18_reg_Ivano-Frankivsk,31.7
2017,ill_10_tetanus,age_vac_3_18_months,18_reg_Ivano-Frankivsk,31.7
2017,ill_4_diph,age_vac_4_6_years,18_reg_Ivano-Frankivsk,70.9
2017,ill_10_tetanus,age_vac_4_6_years,18_reg_Ivano-Frankivsk,70.9
2017,ill_4_diph,age_vac_7_adult,18_reg_Ivano-Frankivsk,29.0
2017,ill_10_tetanus,age_vac_7_adult,18_reg_Ivano-Frankivsk,29.0
2017,ill_9_rubella,age_vac_2_1_year,18_reg_Ivano-Frankivsk,90.6
2017,ill_3_m_m_r,age_vac_2_1_year,18_reg_Ivano-Frankivsk,90.6
2017,ill_8_mumps,age_vac_2_1_year,18_reg_Ivano-Frankivsk,90.6
2017,ill_9_rubella,age_vac_4_6_years,18_reg_Ivano-Frankivsk,87.9
2017,ill_3_m_m_r,age_vac_4_6_years,18_reg_Ivano-Frankivsk,87.9
2017,ill_8_mumps,age_vac_4_6_years,18_reg_Ivano-Frankivsk,87.9
2017,ill_2_hep,age_vac_1_under_1_year,18_reg_Ivano-Frankivsk,68.2
2017,ill_1_tub,age_vac_1_under_1_year,20_reg_Kirovohrad,81.0
2017,ill_6_polio,age_vac_1_under_1_year,20_reg_Kirovohrad,53.6
2017,ill_6_polio,age_vac_3_18_months,20_reg_Kirovohrad,81.6
2017,ill_6_polio,age_vac_4_6_years,20_reg_Kirovohrad,92.1
2017,ill_6_polio,age_vac_5_14_years,20_reg_Kirovohrad,86.0
2017,ill_4_diph,age_vac_1_under_1_year,20_reg_Kirovohrad,76.7
2017,ill_5_pert,age_vac_1_under_1_year,20_reg_Kirovohrad,76.7
2017,ill_10_tetanus,age_vac_1_under_1_year,20_reg_Kirovohrad,76.7
2017,ill_4_diph,age_vac_3_18_months,20_reg_Kirovohrad,70.3
2017,ill_5_pert,age_vac_3_18_months,20_reg_Kirovohrad,70.3
2017,ill_10_tetanus,age_vac_3_18_months,20_reg_Kirovohrad,70.3
2017,ill_4_diph,age_vac_4_6_years,20_reg_Kirovohrad,80.5
2017,ill_10_tetanus,age_vac_4_6_years,20_reg_Kirovohrad,80.5
2017,ill_4_diph,age_vac_7_adult,20_reg_Kirovohrad,63.5
2017,ill_10_tetanus,age_vac_7_adult,20_reg_Kirovohrad,63.5
2017,ill_9_rubella,age_vac_2_1_year,20_reg_Kirovohrad,98.3
2017,ill_3_m_m_r,age_vac_2_1_year,20_reg_Kirovohrad,98.3
2017,ill_8_mumps,age_vac_2_1_year,20_reg_Kirovohrad,98.3
2017,ill_9_rubella,age_vac_4_6_years,20_reg_Kirovohrad,89.2
2017,ill_3_m_m_r,age_vac_4_6_years,20_reg_Kirovohrad,89.2
2017,ill_8_mumps,age_vac_4_6_years,20_reg_Kirovohrad,89.2
2017,ill_2_hep,age_vac_1_under_1_year,20_reg_Kirovohrad,75.6
2017,ill_1_tub,age_vac_1_under_1_year,21_reg_Luhansk,91.4
2017,ill_6_polio,age_vac_1_under_1_year,21_reg_Luhansk,77.6
2017,ill_6_polio,age_vac_3_18_months,21_reg_Luhansk,95.3
2017,ill_6_polio,age_vac_4_6_years,21_reg_Luhansk,84.5
2017,ill_6_polio,age_vac_5_14_years,21_reg_Luhansk,88.8
2017,ill_4_diph,age_vac_1_under_1_year,21_reg_Luhansk,76.2
2017,ill_5_pert,age_vac_1_under_1_year,21_reg_Luhansk,76.2
2017,ill_10_tetanus,age_vac_1_under_1_year,21_reg_Luhansk,76.2
2017,ill_4_diph,age_vac_3_18_months,21_reg_Luhansk,79.8
2017,ill_5_pert,age_vac_3_18_months,21_reg_Luhansk,79.8
2017,ill_10_tetanus,age_vac_3_18_months,21_reg_Luhansk,79.8
2017,ill_4_diph,age_vac_4_6_years,21_reg_Luhansk,87.3
2017,ill_10_tetanus,age_vac_4_6_years,21_reg_Luhansk,87.3
2017,ill_4_diph,age_vac_7_adult,21_reg_Luhansk,44.1
2017,ill_10_tetanus,age_vac_7_adult,21_reg_Luhansk,44.1
2017,ill_9_rubella,age_vac_2_1_year,21_reg_Luhansk,95.5
2017,ill_3_m_m_r,age_vac_2_1_year,21_reg_Luhansk,95.5
2017,ill_8_mumps,age_vac_2_1_year,21_reg_Luhansk,95.5
2017,ill_9_rubella,age_vac_4_6_years,21_reg_Luhansk,86.9
2017,ill_3_m_m_r,age_vac_4_6_years,21_reg_Luhansk,86.9
2017,ill_8_mumps,age_vac_4_6_years,21_reg_Luhansk,86.9
2017,ill_2_hep,age_vac_1_under_1_year,21_reg_Luhansk,90.5
2017,ill_1_tub,age_vac_1_under_1_year,22_reg_Lviv,81.2
2017,ill_6_polio,age_vac_1_under_1_year,22_reg_Lviv,48.7
2017,ill_6_polio,age_vac_3_18_months,22_reg_Lviv,51.3
2017,ill_6_polio,age_vac_4_6_years,22_reg_Lviv,78.4
2017,ill_6_polio,age_vac_5_14_years,22_reg_Lviv,76.5
2017,ill_4_diph,age_vac_1_under_1_year,22_reg_Lviv,55.7
2017,ill_5_pert,age_vac_1_under_1_year,22_reg_Lviv,55.7
2017,ill_10_tetanus,age_vac_1_under_1_year,22_reg_Lviv,55.7
2017,ill_4_diph,age_vac_3_18_months,22_reg_Lviv,45.3
2017,ill_5_pert,age_vac_3_18_months,22_reg_Lviv,45.3
2017,ill_10_tetanus,age_vac_3_18_months,22_reg_Lviv,45.3
2017,ill_4_diph,age_vac_4_6_years,22_reg_Lviv,77.5
2017,ill_10_tetanus,age_vac_4_6_years,22_reg_Lviv,77.5
2017,ill_4_diph,age_vac_7_adult,22_reg_Lviv,61.6
2017,ill_10_tetanus,age_vac_7_adult,22_reg_Lviv,61.6
2017,ill_9_rubella,age_vac_2_1_year,22_reg_Lviv,85.9
2017,ill_3_m_m_r,age_vac_2_1_year,22_reg_Lviv,85.9
2017,ill_8_mumps,age_vac_2_1_year,22_reg_Lviv,85.9
2017,ill_9_rubella,age_vac_4_6_years,22_reg_Lviv,80.6
2017,ill_3_m_m_r,age_vac_4_6_years,22_reg_Lviv,80.6
2017,ill_8_mumps,age_vac_4_6_years,22_reg_Lviv,80.6
2017,ill_2_hep,age_vac_1_under_1_year,22_reg_Lviv,55.2
2017,ill_1_tub,age_vac_1_under_1_year,23_reg_Mykolayiv,89.8
2017,ill_6_polio,age_vac_1_under_1_year,23_reg_Mykolayiv,38.6
2017,ill_6_polio,age_vac_3_18_months,23_reg_Mykolayiv,65.2
2017,ill_6_polio,age_vac_4_6_years,23_reg_Mykolayiv,95.7
2017,ill_6_polio,age_vac_5_14_years,23_reg_Mykolayiv,92.0
2017,ill_4_diph,age_vac_1_under_1_year,23_reg_Mykolayiv,62.6
2017,ill_5_pert,age_vac_1_under_1_year,23_reg_Mykolayiv,62.6
2017,ill_10_tetanus,age_vac_1_under_1_year,23_reg_Mykolayiv,62.6
2017,ill_4_diph,age_vac_3_18_months,23_reg_Mykolayiv,59.3
2017,ill_5_pert,age_vac_3_18_months,23_reg_Mykolayiv,59.3
2017,ill_10_tetanus,age_vac_3_18_months,23_reg_Mykolayiv,59.3
2017,ill_4_diph,age_vac_4_6_years,23_reg_Mykolayiv,95.1
2017,ill_10_tetanus,age_vac_4_6_years,23_reg_Mykolayiv,95.1
2017,ill_4_diph,age_vac_7_adult,23_reg_Mykolayiv,71.0
2017,ill_10_tetanus,age_vac_7_adult,23_reg_Mykolayiv,71.0
2017,ill_9_rubella,age_vac_2_1_year,23_reg_Mykolayiv,93.8
2017,ill_3_m_m_r,age_vac_2_1_year,23_reg_Mykolayiv,93.8
2017,ill_8_mumps,age_vac_2_1_year,23_reg_Mykolayiv,93.8
2017,ill_9_rubella,age_vac_4_6_years,23_reg_Mykolayiv,89.9
2017,ill_3_m_m_r,age_vac_4_6_years,23_reg_Mykolayiv,89.9
2017,ill_8_mumps,age_vac_4_6_years,23_reg_Mykolayiv,89.9
2017,ill_2_hep,age_vac_1_under_1_year,23_reg_Mykolayiv,65.4
2017,ill_1_tub,age_vac_1_under_1_year,24_reg_Odesa,78.8
2017,ill_6_polio,age_vac_1_under_1_year,24_reg_Odesa,39.9
2017,ill_6_polio,age_vac_3_18_months,24_reg_Odesa,62.9
2017,ill_6_polio,age_vac_4_6_years,24_reg_Odesa,86.4
2017,ill_6_polio,age_vac_5_14_years,24_reg_Odesa,93.5
2017,ill_4_diph,age_vac_1_under_1_year,24_reg_Odesa,39.8
2017,ill_5_pert,age_vac_1_under_1_year,24_reg_Odesa,39.8
2017,ill_10_tetanus,age_vac_1_under_1_year,24_reg_Odesa,39.8
2017,ill_4_diph,age_vac_3_18_months,24_reg_Odesa,37.0
2017,ill_5_pert,age_vac_3_18_months,24_reg_Odesa,37.0
2017,ill_10_tetanus,age_vac_3_18_months,24_reg_Odesa,37.0
2017,ill_4_diph,age_vac_4_6_years,24_reg_Odesa,73.0
2017,ill_10_tetanus,age_vac_4_6_years,24_reg_Odesa,73.0
2017,ill_4_diph,age_vac_7_adult,24_reg_Odesa,30.8
2017,ill_10_tetanus,age_vac_7_adult,24_reg_Odesa,30.8
2017,ill_9_rubella,age_vac_2_1_year,24_reg_Odesa,95.0
2017,ill_3_m_m_r,age_vac_2_1_year,24_reg_Odesa,95.0
2017,ill_8_mumps,age_vac_2_1_year,24_reg_Odesa,95.0
2017,ill_9_rubella,age_vac_4_6_years,24_reg_Odesa,95.9
2017,ill_3_m_m_r,age_vac_4_6_years,24_reg_Odesa,95.9
2017,ill_8_mumps,age_vac_4_6_years,24_reg_Odesa,95.9
2017,ill_2_hep,age_vac_1_under_1_year,24_reg_Odesa,39.6
2017,ill_1_tub,age_vac_1_under_1_year,25_reg_Poltava,92.7
2017,ill_6_polio,age_vac_1_under_1_year,25_reg_Poltava,69.4
2017,ill_6_polio,age_vac_3_18_months,25_reg_Poltava,87.4
2017,ill_6_polio,age_vac_4_6_years,25_reg_Poltava,96.4
2017,ill_6_polio,age_vac_5_14_years,25_reg_Poltava,94.9
2017,ill_4_diph,age_vac_1_under_1_year,25_reg_Poltava,58.5
2017,ill_5_pert,age_vac_1_under_1_year,25_reg_Poltava,58.5
2017,ill_10_tetanus,age_vac_1_under_1_year,25_reg_Poltava,58.5
2017,ill_4_diph,age_vac_3_18_months,25_reg_Poltava,70.1
2017,ill_5_pert,age_vac_3_18_months,25_reg_Poltava,70.1
2017,ill_10_tetanus,age_vac_3_18_months,25_reg_Poltava,70.1
2017,ill_4_diph,age_vac_4_6_years,25_reg_Poltava,79.9
2017,ill_10_tetanus,age_vac_4_6_years,25_reg_Poltava,79.9
2017,ill_4_diph,age_vac_7_adult,25_reg_Poltava,31.2
2017,ill_10_tetanus,age_vac_7_adult,25_reg_Poltava,31.2
2017,ill_9_rubella,age_vac_2_1_year,25_reg_Poltava,94.9
2017,ill_3_m_m_r,age_vac_2_1_year,25_reg_Poltava,94.9
2017,ill_8_mumps,age_vac_2_1_year,25_reg_Poltava,94.9
2017,ill_9_rubella,age_vac_4_6_years,25_reg_Poltava,95.3
2017,ill_3_m_m_r,age_vac_4_6_years,25_reg_Poltava,95.3
2017,ill_8_mumps,age_vac_4_6_years,25_reg_Poltava,95.3
2017,ill_2_hep,age_vac_1_under_1_year,25_reg_Poltava,65.5
2017,ill_1_tub,age_vac_1_under_1_year,26_reg_Rivne,90.7
2017,ill_6_polio,age_vac_1_under_1_year,26_reg_Rivne,24.4
2017,ill_6_polio,age_vac_3_18_months,26_reg_Rivne,51.4
2017,ill_6_polio,age_vac_4_6_years,26_reg_Rivne,81.7
2017,ill_6_polio,age_vac_5_14_years,26_reg_Rivne,84.4
2017,ill_4_diph,age_vac_1_under_1_year,26_reg_Rivne,24.5
2017,ill_5_pert,age_vac_1_under_1_year,26_reg_Rivne,24.5
2017,ill_10_tetanus,age_vac_1_under_1_year,26_reg_Rivne,24.5
2017,ill_4_diph,age_vac_3_18_months,26_reg_Rivne,25.3
2017,ill_5_pert,age_vac_3_18_months,26_reg_Rivne,25.3
2017,ill_10_tetanus,age_vac_3_18_months,26_reg_Rivne,25.3
2017,ill_4_diph,age_vac_4_6_years,26_reg_Rivne,86.3
2017,ill_10_tetanus,age_vac_4_6_years,26_reg_Rivne,86.3
2017,ill_4_diph,age_vac_7_adult,26_reg_Rivne,28.9
2017,ill_10_tetanus,age_vac_7_adult,26_reg_Rivne,28.9
2017,ill_9_rubella,age_vac_2_1_year,26_reg_Rivne,81.3
2017,ill_3_m_m_r,age_vac_2_1_year,26_reg_Rivne,81.3
2017,ill_8_mumps,age_vac_2_1_year,26_reg_Rivne,81.3
2017,ill_9_rubella,age_vac_4_6_years,26_reg_Rivne,80.9
2017,ill_3_m_m_r,age_vac_4_6_years,26_reg_Rivne,80.9
2017,ill_8_mumps,age_vac_4_6_years,26_reg_Rivne,80.9
2017,ill_2_hep,age_vac_1_under_1_year,26_reg_Rivne,51.5
2017,ill_1_tub,age_vac_1_under_1_year,27_reg_Sumy,95.7
2017,ill_6_polio,age_vac_1_under_1_year,27_reg_Sumy,60.4
2017,ill_6_polio,age_vac_3_18_months,27_reg_Sumy,90.5
2017,ill_6_polio,age_vac_4_6_years,27_reg_Sumy,94.8
2017,ill_6_polio,age_vac_5_14_years,27_reg_Sumy,96.5
2017,ill_4_diph,age_vac_1_under_1_year,27_reg_Sumy,49.0
2017,ill_5_pert,age_vac_1_under_1_year,27_reg_Sumy,49.0
2017,ill_10_tetanus,age_vac_1_under_1_year,27_reg_Sumy,49.0
2017,ill_4_diph,age_vac_3_18_months,27_reg_Sumy,45.1
2017,ill_5_pert,age_vac_3_18_months,27_reg_Sumy,45.1
2017,ill_10_tetanus,age_vac_3_18_months,27_reg_Sumy,45.1
2017,ill_4_diph,age_vac_4_6_years,27_reg_Sumy,80.1
2017,ill_10_tetanus,age_vac_4_6_years,27_reg_Sumy,80.1
2017,ill_4_diph,age_vac_7_adult,27_reg_Sumy,60.9
2017,ill_10_tetanus,age_vac_7_adult,27_reg_Sumy,60.9
2017,ill_9_rubella,age_vac_2_1_year,27_reg_Sumy,98.0
2017,ill_3_m_m_r,age_vac_2_1_year,27_reg_Sumy,98.0
2017,ill_8_mumps,age_vac_2_1_year,27_reg_Sumy,98.0
2017,ill_9_rubella,age_vac_4_6_years,27_reg_Sumy,97.3
2017,ill_3_m_m_r,age_vac_4_6_years,27_reg_Sumy,97.3
2017,ill_8_mumps,age_vac_4_6_years,27_reg_Sumy,97.3
2017,ill_2_hep,age_vac_1_under_1_year,27_reg_Sumy,60.5
2017,ill_1_tub,age_vac_1_under_1_year,28_reg_Ternopil,79.1
2017,ill_6_polio,age_vac_1_under_1_year,28_reg_Ternopil,40.9
2017,ill_6_polio,age_vac_3_18_months,28_reg_Ternopil,55.5
2017,ill_6_polio,age_vac_4_6_years,28_reg_Ternopil,76.3
2017,ill_6_polio,age_vac_5_14_years,28_reg_Ternopil,76.9
2017,ill_4_diph,age_vac_1_under_1_year,28_reg_Ternopil,34.7
2017,ill_5_pert,age_vac_1_under_1_year,28_reg_Ternopil,34.7
2017,ill_10_tetanus,age_vac_1_under_1_year,28_reg_Ternopil,34.7
2017,ill_4_diph,age_vac_3_18_months,28_reg_Ternopil,35.6
2017,ill_5_pert,age_vac_3_18_months,28_reg_Ternopil,35.6
2017,ill_10_tetanus,age_vac_3_18_months,28_reg_Ternopil,35.6
2017,ill_4_diph,age_vac_4_6_years,28_reg_Ternopil,67.8
2017,ill_10_tetanus,age_vac_4_6_years,28_reg_Ternopil,67.8
2017,ill_4_diph,age_vac_7_adult,28_reg_Ternopil,50.1
2017,ill_10_tetanus,age_vac_7_adult,28_reg_Ternopil,50.1
2017,ill_9_rubella,age_vac_2_1_year,28_reg_Ternopil,95.8
2017,ill_3_m_m_r,age_vac_2_1_year,28_reg_Ternopil,95.8
2017,ill_8_mumps,age_vac_2_1_year,28_reg_Ternopil,95.8
2017,ill_9_rubella,age_vac_4_6_years,28_reg_Ternopil,95.2
2017,ill_3_m_m_r,age_vac_4_6_years,28_reg_Ternopil,95.2
2017,ill_8_mumps,age_vac_4_6_years,28_reg_Ternopil,95.2
2017,ill_2_hep,age_vac_1_under_1_year,28_reg_Ternopil,35.7
