Year,Тип закладу освіти,Область,Value
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Донецька,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Житомирська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Закарпатська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Запорізька,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Івано-Франківська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Київська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Кіровоградська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Луганська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Львівська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Миколаївська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Одеська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Полтавська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Рівненська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Сумська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Тернопільська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Харківська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Херсонська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Хмельницька,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Черкаська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Чернівецька,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Чернігівська,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),м. Київ,
2021,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),м. Севастополь,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Україна,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Автономна Республіка Крим,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Вінницька,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Волинська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Дніпропетровська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Донецька,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Житомирська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Закарпатська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Запорізька,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Івано-Франківська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Київська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Кіровоградська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Луганська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Львівська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Миколаївська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Одеська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Полтавська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Рівненська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Сумська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Тернопільська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Харківська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Херсонська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Хмельницька,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Черкаська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Чернівецька,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Чернігівська,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),м. Київ,
2022,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),м. Севастополь,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Україна,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Автономна Республіка Крим,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Вінницька,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Волинська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Дніпропетровська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Донецька,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Житомирська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Закарпатська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Запорізька,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Івано-Франківська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Київська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Кіровоградська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Луганська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Львівська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Миколаївська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Одеська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Полтавська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Рівненська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Сумська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Тернопільська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Харківська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Херсонська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Хмельницька,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Черкаська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Чернівецька,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Чернігівська,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),м. Київ,
2023,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),м. Севастополь,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Україна,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Автономна Республіка Крим,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Вінницька,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Волинська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Дніпропетровська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Донецька,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Житомирська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Закарпатська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Запорізька,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Івано-Франківська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Київська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Кіровоградська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Луганська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Львівська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Миколаївська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Одеська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Полтавська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Рівненська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Сумська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Тернопільська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Харківська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Херсонська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Хмельницька,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Черкаська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Чернівецька,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),Чернігівська,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),м. Київ,
2024,заклади загальної середньої освіти з доступом до мережі Інтернет (без зазначення швидкості),м. Севастополь,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Україна,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Автономна Республіка Крим,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Вінницька,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Волинська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Дніпропетровська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Донецька,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Житомирська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Закарпатська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Запорізька,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Івано-Франківська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Київська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Кіровоградська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Луганська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Львівська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Миколаївська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Одеська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Полтавська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Рівненська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Сумська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Тернопільська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Харківська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Херсонська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Хмельницька,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Черкаська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернівецька,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернігівська,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Київ,
2015,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Севастополь,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Україна,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Автономна Республіка Крим,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Вінницька,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Волинська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Дніпропетровська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Донецька,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Житомирська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Закарпатська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Запорізька,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Івано-Франківська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Київська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Кіровоградська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Луганська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Львівська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Миколаївська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Одеська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Полтавська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Рівненська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Сумська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Тернопільська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Харківська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Херсонська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Хмельницька,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Черкаська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернівецька,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернігівська,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Київ,
2016,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Севастополь,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Україна,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Автономна Республіка Крим,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Вінницька,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Волинська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Дніпропетровська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Донецька,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Житомирська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Закарпатська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Запорізька,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Івано-Франківська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Київська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Кіровоградська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Луганська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Львівська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Миколаївська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Одеська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Полтавська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Рівненська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Сумська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Тернопільська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Харківська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Херсонська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Хмельницька,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Черкаська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернівецька,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернігівська,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Київ,
2017,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Севастополь,
2018,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Україна,31.29
2018,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Автономна Республіка Крим,
2018,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Вінницька,14.67
2018,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Волинська,21.75
2018,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Дніпропетровська,48.62
2018,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Донецька,42.29
2018,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Житомирська,18.83
2018,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Закарпатська,22.63
2018,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Запорізька,41.15
2018,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Івано-Франківська,31.15
2018,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Київська,47.17
