Year,Infectious diseases,Age,Region,Value
2017,Hepatitis B,under 1 year,Donetsk,56.2
2017,Tuberculosis,under 1 year,Zhytomyr,63.7
2017,Poliomyelitis,under 1 year,Zhytomyr,43.3
2017,Poliomyelitis,18 months,Zhytomyr,73.0
2017,Poliomyelitis,6 years,Zhytomyr,82.3
2017,Poliomyelitis,14 years,Zhytomyr,83.7
2017,"Diphtheria, tetanus",under 1 year,Zhytomyr,48.1
2017,Pertussis,under 1 year,Zhytomyr,48.1
2017,Tetanus,under 1 year,Zhytomyr,48.1
2017,"Diphtheria, tetanus",18 months,Zhytomyr,48.2
2017,Pertussis,18 months,Zhytomyr,48.2
2017,Tetanus,18 months,Zhytomyr,48.2
2017,"Diphtheria, tetanus",6 years,Zhytomyr,88.6
2017,Tetanus,6 years,Zhytomyr,88.6
2017,"Diphtheria, tetanus",adults,Zhytomyr,35.0
2017,Tetanus,adults,Zhytomyr,35.0
2017,Rubella,1 year,Zhytomyr,96.8
2017,"Measles, mumps, rubella",1 year,Zhytomyr,96.8
2017,Mumps,1 year,Zhytomyr,96.8
2017,Rubella,6 years,Zhytomyr,95.9
2017,"Measles, mumps, rubella",6 years,Zhytomyr,95.9
2017,Mumps,6 years,Zhytomyr,95.9
2017,Hepatitis B,under 1 year,Zhytomyr,57.9
2017,Tuberculosis,under 1 year,Zakarpattya,86.8
2017,Poliomyelitis,under 1 year,Zakarpattya,49.1
2017,Poliomyelitis,18 months,Zakarpattya,57.9
2017,Poliomyelitis,6 years,Zakarpattya,82.3
2017,Poliomyelitis,14 years,Zakarpattya,81.7
2017,"Diphtheria, tetanus",under 1 year,Zakarpattya,43.4
2017,Pertussis,under 1 year,Zakarpattya,43.4
2017,Tetanus,under 1 year,Zakarpattya,43.4
2017,"Diphtheria, tetanus",18 months,Zakarpattya,38.7
2017,Pertussis,18 months,Zakarpattya,38.7
2017,Tetanus,18 months,Zakarpattya,38.7
2017,"Diphtheria, tetanus",6 years,Zakarpattya,64.8
2017,Tetanus,6 years,Zakarpattya,64.8
2017,"Diphtheria, tetanus",adults,Zakarpattya,35.9
2017,Tetanus,adults,Zakarpattya,35.9
2017,Rubella,1 year,Zakarpattya,71.2
2017,"Measles, mumps, rubella",1 year,Zakarpattya,71.2
2017,Mumps,1 year,Zakarpattya,71.2
2017,Rubella,6 years,Zakarpattya,49.1
2017,"Measles, mumps, rubella",6 years,Zakarpattya,49.1
2017,Mumps,6 years,Zakarpattya,49.1
2017,Hepatitis B,under 1 year,Zakarpattya,19.9
2017,Tuberculosis,under 1 year,Zaporizhzhya,90.8
2017,Poliomyelitis,under 1 year,Zaporizhzhya,40.8
2017,Poliomyelitis,18 months,Zaporizhzhya,68.3
2017,Poliomyelitis,6 years,Zaporizhzhya,88.9
2017,Poliomyelitis,14 years,Zaporizhzhya,88.0
2017,"Diphtheria, tetanus",under 1 year,Zaporizhzhya,49.1
2017,Pertussis,under 1 year,Zaporizhzhya,49.1
2017,Tetanus,under 1 year,Zaporizhzhya,49.1
2017,"Diphtheria, tetanus",18 months,Zaporizhzhya,46.2
2017,Pertussis,18 months,Zaporizhzhya,46.2
2017,Tetanus,18 months,Zaporizhzhya,46.2
2017,"Diphtheria, tetanus",6 years,Zaporizhzhya,76.5
2017,Tetanus,6 years,Zaporizhzhya,76.5
2017,"Diphtheria, tetanus",adults,Zaporizhzhya,44.2
2017,Tetanus,adults,Zaporizhzhya,44.2
2017,Rubella,1 year,Zaporizhzhya,97.3
2017,"Measles, mumps, rubella",1 year,Zaporizhzhya,97.3
2017,Mumps,1 year,Zaporizhzhya,97.3
2017,Rubella,6 years,Zaporizhzhya,91.8
2017,"Measles, mumps, rubella",6 years,Zaporizhzhya,91.8
2017,Mumps,6 years,Zaporizhzhya,91.8
2017,Hepatitis B,under 1 year,Zaporizhzhya,58.9
2017,Tuberculosis,under 1 year,Ivano-Frankivsk,71.7
2017,Poliomyelitis,under 1 year,Ivano-Frankivsk,42.4
2017,Poliomyelitis,18 months,Ivano-Frankivsk,56.1
2017,Poliomyelitis,6 years,Ivano-Frankivsk,78.6
2017,Poliomyelitis,14 years,Ivano-Frankivsk,77.3
2017,"Diphtheria, tetanus",under 1 year,Ivano-Frankivsk,32.3
2017,Pertussis,under 1 year,Ivano-Frankivsk,32.3
2017,Tetanus,under 1 year,Ivano-Frankivsk,32.3
2017,"Diphtheria, tetanus",18 months,Ivano-Frankivsk,31.7
2017,Pertussis,18 months,Ivano-Frankivsk,31.7
2017,Tetanus,18 months,Ivano-Frankivsk,31.7
2017,"Diphtheria, tetanus",6 years,Ivano-Frankivsk,70.9
2017,Tetanus,6 years,Ivano-Frankivsk,70.9
2017,"Diphtheria, tetanus",adults,Ivano-Frankivsk,29.0
2017,Tetanus,adults,Ivano-Frankivsk,29.0
2017,Rubella,1 year,Ivano-Frankivsk,90.6
2017,"Measles, mumps, rubella",1 year,Ivano-Frankivsk,90.6
2017,Mumps,1 year,Ivano-Frankivsk,90.6
2017,Rubella,6 years,Ivano-Frankivsk,87.9
2017,"Measles, mumps, rubella",6 years,Ivano-Frankivsk,87.9
2017,Mumps,6 years,Ivano-Frankivsk,87.9
2017,Hepatitis B,under 1 year,Ivano-Frankivsk,68.2
2017,Tuberculosis,under 1 year,Kirovohrad,81.0
2017,Poliomyelitis,under 1 year,Kirovohrad,53.6
2017,Poliomyelitis,18 months,Kirovohrad,81.6
2017,Poliomyelitis,6 years,Kirovohrad,92.1
2017,Poliomyelitis,14 years,Kirovohrad,86.0
2017,"Diphtheria, tetanus",under 1 year,Kirovohrad,76.7
2017,Pertussis,under 1 year,Kirovohrad,76.7
2017,Tetanus,under 1 year,Kirovohrad,76.7
2017,"Diphtheria, tetanus",18 months,Kirovohrad,70.3
2017,Pertussis,18 months,Kirovohrad,70.3
2017,Tetanus,18 months,Kirovohrad,70.3
2017,"Diphtheria, tetanus",6 years,Kirovohrad,80.5
2017,Tetanus,6 years,Kirovohrad,80.5
2017,"Diphtheria, tetanus",adults,Kirovohrad,63.5
2017,Tetanus,adults,Kirovohrad,63.5
2017,Rubella,1 year,Kirovohrad,98.3
2017,"Measles, mumps, rubella",1 year,Kirovohrad,98.3
2017,Mumps,1 year,Kirovohrad,98.3
2017,Rubella,6 years,Kirovohrad,89.2
2017,"Measles, mumps, rubella",6 years,Kirovohrad,89.2
2017,Mumps,6 years,Kirovohrad,89.2
2017,Hepatitis B,under 1 year,Kirovohrad,75.6
2017,Tuberculosis,under 1 year,Luhansk,91.4
2017,Poliomyelitis,under 1 year,Luhansk,77.6
2017,Poliomyelitis,18 months,Luhansk,95.3
2017,Poliomyelitis,6 years,Luhansk,84.5
2017,Poliomyelitis,14 years,Luhansk,88.8
2017,"Diphtheria, tetanus",under 1 year,Luhansk,76.2
2017,Pertussis,under 1 year,Luhansk,76.2
2017,Tetanus,under 1 year,Luhansk,76.2
2017,"Diphtheria, tetanus",18 months,Luhansk,79.8
2017,Pertussis,18 months,Luhansk,79.8
2017,Tetanus,18 months,Luhansk,79.8
2017,"Diphtheria, tetanus",6 years,Luhansk,87.3
2017,Tetanus,6 years,Luhansk,87.3
2017,"Diphtheria, tetanus",adults,Luhansk,44.1
2017,Tetanus,adults,Luhansk,44.1
2017,Rubella,1 year,Luhansk,95.5
2017,"Measles, mumps, rubella",1 year,Luhansk,95.5
2017,Mumps,1 year,Luhansk,95.5
2017,Rubella,6 years,Luhansk,86.9
2017,"Measles, mumps, rubella",6 years,Luhansk,86.9
2017,Mumps,6 years,Luhansk,86.9
2017,Hepatitis B,under 1 year,Luhansk,90.5
2017,Tuberculosis,under 1 year,Lviv,81.2
2017,Poliomyelitis,under 1 year,Lviv,48.7
2017,Poliomyelitis,18 months,Lviv,51.3
2017,Poliomyelitis,6 years,Lviv,78.4
2017,Poliomyelitis,14 years,Lviv,76.5
2017,"Diphtheria, tetanus",under 1 year,Lviv,55.7
2017,Pertussis,under 1 year,Lviv,55.7
2017,Tetanus,under 1 year,Lviv,55.7
2017,"Diphtheria, tetanus",18 months,Lviv,45.3
2017,Pertussis,18 months,Lviv,45.3
2017,Tetanus,18 months,Lviv,45.3
2017,"Diphtheria, tetanus",6 years,Lviv,77.5
2017,Tetanus,6 years,Lviv,77.5
2017,"Diphtheria, tetanus",adults,Lviv,61.6
2017,Tetanus,adults,Lviv,61.6
2017,Rubella,1 year,Lviv,85.9
2017,"Measles, mumps, rubella",1 year,Lviv,85.9
2017,Mumps,1 year,Lviv,85.9
2017,Rubella,6 years,Lviv,80.6
2017,"Measles, mumps, rubella",6 years,Lviv,80.6
2017,Mumps,6 years,Lviv,80.6
2017,Hepatitis B,under 1 year,Lviv,55.2
2017,Tuberculosis,under 1 year,Mykolayiv,89.8
2017,Poliomyelitis,under 1 year,Mykolayiv,38.6
2017,Poliomyelitis,18 months,Mykolayiv,65.2
2017,Poliomyelitis,6 years,Mykolayiv,95.7
2017,Poliomyelitis,14 years,Mykolayiv,92.0
2017,"Diphtheria, tetanus",under 1 year,Mykolayiv,62.6
2017,Pertussis,under 1 year,Mykolayiv,62.6
2017,Tetanus,under 1 year,Mykolayiv,62.6
2017,"Diphtheria, tetanus",18 months,Mykolayiv,59.3
2017,Pertussis,18 months,Mykolayiv,59.3
2017,Tetanus,18 months,Mykolayiv,59.3
2017,"Diphtheria, tetanus",6 years,Mykolayiv,95.1
2017,Tetanus,6 years,Mykolayiv,95.1
2017,"Diphtheria, tetanus",adults,Mykolayiv,71.0
2017,Tetanus,adults,Mykolayiv,71.0
2017,Rubella,1 year,Mykolayiv,93.8
2017,"Measles, mumps, rubella",1 year,Mykolayiv,93.8
2017,Mumps,1 year,Mykolayiv,93.8
2017,Rubella,6 years,Mykolayiv,89.9
2017,"Measles, mumps, rubella",6 years,Mykolayiv,89.9
2017,Mumps,6 years,Mykolayiv,89.9
2017,Hepatitis B,under 1 year,Mykolayiv,65.4
2017,Tuberculosis,under 1 year,Odesa,78.8
2017,Poliomyelitis,under 1 year,Odesa,39.9
2017,Poliomyelitis,18 months,Odesa,62.9
2017,Poliomyelitis,6 years,Odesa,86.4
2017,Poliomyelitis,14 years,Odesa,93.5
2017,"Diphtheria, tetanus",under 1 year,Odesa,39.8
2017,Pertussis,under 1 year,Odesa,39.8
2017,Tetanus,under 1 year,Odesa,39.8
2017,"Diphtheria, tetanus",18 months,Odesa,37.0
2017,Pertussis,18 months,Odesa,37.0
2017,Tetanus,18 months,Odesa,37.0
2017,"Diphtheria, tetanus",6 years,Odesa,73.0
2017,Tetanus,6 years,Odesa,73.0
2017,"Diphtheria, tetanus",adults,Odesa,30.8
2017,Tetanus,adults,Odesa,30.8
2017,Rubella,1 year,Odesa,95.0
2017,"Measles, mumps, rubella",1 year,Odesa,95.0
2017,Mumps,1 year,Odesa,95.0
2017,Rubella,6 years,Odesa,95.9
2017,"Measles, mumps, rubella",6 years,Odesa,95.9
2017,Mumps,6 years,Odesa,95.9
2017,Hepatitis B,under 1 year,Odesa,39.6
2017,Tuberculosis,under 1 year,Poltava,92.7
2017,Poliomyelitis,under 1 year,Poltava,69.4
2017,Poliomyelitis,18 months,Poltava,87.4
2017,Poliomyelitis,6 years,Poltava,96.4
2017,Poliomyelitis,14 years,Poltava,94.9
2017,"Diphtheria, tetanus",under 1 year,Poltava,58.5
2017,Pertussis,under 1 year,Poltava,58.5
2017,Tetanus,under 1 year,Poltava,58.5
2017,"Diphtheria, tetanus",18 months,Poltava,70.1
2017,Pertussis,18 months,Poltava,70.1
2017,Tetanus,18 months,Poltava,70.1
2017,"Diphtheria, tetanus",6 years,Poltava,79.9
2017,Tetanus,6 years,Poltava,79.9
2017,"Diphtheria, tetanus",adults,Poltava,31.2
2017,Tetanus,adults,Poltava,31.2
2017,Rubella,1 year,Poltava,94.9
2017,"Measles, mumps, rubella",1 year,Poltava,94.9
2017,Mumps,1 year,Poltava,94.9
2017,Rubella,6 years,Poltava,95.3
2017,"Measles, mumps, rubella",6 years,Poltava,95.3
2017,Mumps,6 years,Poltava,95.3
2017,Hepatitis B,under 1 year,Poltava,65.5
2017,Tuberculosis,under 1 year,Rivne,90.7
2017,Poliomyelitis,under 1 year,Rivne,24.4
2017,Poliomyelitis,18 months,Rivne,51.4
2017,Poliomyelitis,6 years,Rivne,81.7
2017,Poliomyelitis,14 years,Rivne,84.4
2017,"Diphtheria, tetanus",under 1 year,Rivne,24.5
2017,Pertussis,under 1 year,Rivne,24.5
2017,Tetanus,under 1 year,Rivne,24.5
2017,"Diphtheria, tetanus",18 months,Rivne,25.3
2017,Pertussis,18 months,Rivne,25.3
2017,Tetanus,18 months,Rivne,25.3
2017,"Diphtheria, tetanus",6 years,Rivne,86.3
2017,Tetanus,6 years,Rivne,86.3
2017,"Diphtheria, tetanus",adults,Rivne,28.9
2017,Tetanus,adults,Rivne,28.9
2017,Rubella,1 year,Rivne,81.3
2017,"Measles, mumps, rubella",1 year,Rivne,81.3
2017,Mumps,1 year,Rivne,81.3
2017,Rubella,6 years,Rivne,80.9
2017,"Measles, mumps, rubella",6 years,Rivne,80.9
2017,Mumps,6 years,Rivne,80.9
2017,Hepatitis B,under 1 year,Rivne,51.5
2017,Tuberculosis,under 1 year,Sumy,95.7
2017,Poliomyelitis,under 1 year,Sumy,60.4
2017,Poliomyelitis,18 months,Sumy,90.5
2017,Poliomyelitis,6 years,Sumy,94.8
2017,Poliomyelitis,14 years,Sumy,96.5
2017,"Diphtheria, tetanus",under 1 year,Sumy,49.0
2017,Pertussis,under 1 year,Sumy,49.0
2017,Tetanus,under 1 year,Sumy,49.0
2017,"Diphtheria, tetanus",18 months,Sumy,45.1
2017,Pertussis,18 months,Sumy,45.1
2017,Tetanus,18 months,Sumy,45.1
2017,"Diphtheria, tetanus",6 years,Sumy,80.1
2017,Tetanus,6 years,Sumy,80.1
2017,"Diphtheria, tetanus",adults,Sumy,60.9
2017,Tetanus,adults,Sumy,60.9
2017,Rubella,1 year,Sumy,98.0
2017,"Measles, mumps, rubella",1 year,Sumy,98.0
2017,Mumps,1 year,Sumy,98.0
2017,Rubella,6 years,Sumy,97.3
2017,"Measles, mumps, rubella",6 years,Sumy,97.3
2017,Mumps,6 years,Sumy,97.3
2017,Hepatitis B,under 1 year,Sumy,60.5
2017,Tuberculosis,under 1 year,Ternopil,79.1
2017,Poliomyelitis,under 1 year,Ternopil,40.9
2017,Poliomyelitis,18 months,Ternopil,55.5
2017,Poliomyelitis,6 years,Ternopil,76.3
2017,Poliomyelitis,14 years,Ternopil,76.9
2017,"Diphtheria, tetanus",under 1 year,Ternopil,34.7
2017,Pertussis,under 1 year,Ternopil,34.7
2017,Tetanus,under 1 year,Ternopil,34.7
2017,"Diphtheria, tetanus",18 months,Ternopil,35.6
2017,Pertussis,18 months,Ternopil,35.6
2017,Tetanus,18 months,Ternopil,35.6
2017,"Diphtheria, tetanus",6 years,Ternopil,67.8
2017,Tetanus,6 years,Ternopil,67.8
2017,"Diphtheria, tetanus",adults,Ternopil,50.1
2017,Tetanus,adults,Ternopil,50.1
2017,Rubella,1 year,Ternopil,95.8
2017,"Measles, mumps, rubella",1 year,Ternopil,95.8
2017,Mumps,1 year,Ternopil,95.8
2017,Rubella,6 years,Ternopil,95.2
2017,"Measles, mumps, rubella",6 years,Ternopil,95.2
2017,Mumps,6 years,Ternopil,95.2
2017,Hepatitis B,under 1 year,Ternopil,35.7
2017,Tuberculosis,under 1 year,Kharkiv,73.9
2017,Poliomyelitis,under 1 year,Kharkiv,47.1
2017,Poliomyelitis,18 months,Kharkiv,88.4
2017,Poliomyelitis,6 years,Kharkiv,94.3
2017,Poliomyelitis,14 years,Kharkiv,92.4
2017,"Diphtheria, tetanus",under 1 year,Kharkiv,42.0
2017,Pertussis,under 1 year,Kharkiv,42.0
2017,Tetanus,under 1 year,Kharkiv,42.0
2017,"Diphtheria, tetanus",18 months,Kharkiv,75.2
2017,Pertussis,18 months,Kharkiv,75.2
2017,Tetanus,18 months,Kharkiv,75.2
2017,"Diphtheria, tetanus",6 years,Kharkiv,75.4
2017,Tetanus,6 years,Kharkiv,75.4
2017,"Diphtheria, tetanus",adults,Kharkiv,37.2
2017,Tetanus,adults,Kharkiv,37.2
2017,Rubella,1 year,Kharkiv,91.7
2017,"Measles, mumps, rubella",1 year,Kharkiv,91.7
2017,Mumps,1 year,Kharkiv,91.7
2017,Rubella,6 years,Kharkiv,90.6
2017,"Measles, mumps, rubella",6 years,Kharkiv,90.6
2017,Mumps,6 years,Kharkiv,90.6
2017,Hepatitis B,under 1 year,Kharkiv,55.9
2017,Tuberculosis,under 1 year,Kherson,90.0
2017,Poliomyelitis,under 1 year,Kherson,33.1
2017,Poliomyelitis,18 months,Kherson,53.2
2017,Poliomyelitis,6 years,Kherson,91.8
2017,Poliomyelitis,14 years,Kherson,90.6
2017,"Diphtheria, tetanus",under 1 year,Kherson,63.1
2017,Pertussis,under 1 year,Kherson,63.1
2017,Tetanus,under 1 year,Kherson,63.1
2017,"Diphtheria, tetanus",18 months,Kherson,47.2
2017,Pertussis,18 months,Kherson,47.2
2017,Tetanus,18 months,Kherson,47.2
2017,"Diphtheria, tetanus",6 years,Kherson,86.8
2017,Tetanus,6 years,Kherson,86.8
2017,"Diphtheria, tetanus",adults,Kherson,58.4
2017,Tetanus,adults,Kherson,58.4
2017,Rubella,1 year,Kherson,93.8
2017,"Measles, mumps, rubella",1 year,Kherson,93.8
2017,Mumps,1 year,Kherson,93.8
2017,Rubella,6 years,Kherson,98.4
2017,"Measles, mumps, rubella",6 years,Kherson,98.4
2017,Mumps,6 years,Kherson,98.4
2017,Hepatitis B,under 1 year,Kherson,72.4
2017,Tuberculosis,under 1 year,Khmelnytskiy,95.8
2017,Poliomyelitis,under 1 year,Khmelnytskiy,55.6
2017,Poliomyelitis,18 months,Khmelnytskiy,64.5
2017,Poliomyelitis,6 years,Khmelnytskiy,89.3
2017,Poliomyelitis,14 years,Khmelnytskiy,89.3
2017,"Diphtheria, tetanus",under 1 year,Khmelnytskiy,56.8
2017,Pertussis,under 1 year,Khmelnytskiy,56.8
2017,Tetanus,under 1 year,Khmelnytskiy,56.8
2017,"Diphtheria, tetanus",18 months,Khmelnytskiy,47.5
2017,Pertussis,18 months,Khmelnytskiy,47.5
2017,Tetanus,18 months,Khmelnytskiy,47.5
2017,"Diphtheria, tetanus",6 years,Khmelnytskiy,84.6
2017,Tetanus,6 years,Khmelnytskiy,84.6
2017,"Diphtheria, tetanus",adults,Khmelnytskiy,40.9
2017,Tetanus,adults,Khmelnytskiy,40.9
2017,Rubella,1 year,Khmelnytskiy,90.1
2017,"Measles, mumps, rubella",1 year,Khmelnytskiy,90.1
2017,Mumps,1 year,Khmelnytskiy,90.1
2017,Rubella,6 years,Khmelnytskiy,93.0
2017,"Measles, mumps, rubella",6 years,Khmelnytskiy,93.0
2017,Mumps,6 years,Khmelnytskiy,93.0
2017,Hepatitis B,under 1 year,Khmelnytskiy,29.0
2017,Tuberculosis,under 1 year,Cherkasy,97.1
2017,Poliomyelitis,under 1 year,Cherkasy,64.1
2017,Poliomyelitis,18 months,Cherkasy,86.1
2017,Poliomyelitis,6 years,Cherkasy,84.7
2017,Poliomyelitis,14 years,Cherkasy,90.8
2017,"Diphtheria, tetanus",under 1 year,Cherkasy,72.8
2017,Pertussis,under 1 year,Cherkasy,72.8
2017,Tetanus,under 1 year,Cherkasy,72.8
2017,"Diphtheria, tetanus",18 months,Cherkasy,74.5
2017,Pertussis,18 months,Cherkasy,74.5
2017,Tetanus,18 months,Cherkasy,74.5
2017,"Diphtheria, tetanus",6 years,Cherkasy,95.7
2017,Tetanus,6 years,Cherkasy,95.7
2017,"Diphtheria, tetanus",adults,Cherkasy,21.2
2017,Tetanus,adults,Cherkasy,21.2
2017,Rubella,1 year,Cherkasy,96.3
2017,"Measles, mumps, rubella",1 year,Cherkasy,96.3
2017,Mumps,1 year,Cherkasy,96.3
2017,Rubella,6 years,Cherkasy,99.7
2017,"Measles, mumps, rubella",6 years,Cherkasy,99.7
2017,Mumps,6 years,Cherkasy,99.7
2017,Hepatitis B,under 1 year,Cherkasy,64.5
2017,Tuberculosis,under 1 year,Chernivtsi,95.0
2017,Poliomyelitis,under 1 year,Chernivtsi,69.7
2017,Poliomyelitis,18 months,Chernivtsi,79.1
2017,Poliomyelitis,6 years,Chernivtsi,95.8
2017,Poliomyelitis,14 years,Chernivtsi,91.8
2017,"Diphtheria, tetanus",under 1 year,Chernivtsi,55.3
2017,Pertussis,under 1 year,Chernivtsi,55.3
2017,Tetanus,under 1 year,Chernivtsi,55.3
2017,"Diphtheria, tetanus",18 months,Chernivtsi,52.1
2017,Pertussis,18 months,Chernivtsi,52.1
2017,Tetanus,18 months,Chernivtsi,52.1
2017,"Diphtheria, tetanus",6 years,Chernivtsi,93.5
2017,Tetanus,6 years,Chernivtsi,93.5
2017,"Diphtheria, tetanus",adults,Chernivtsi,77.0
2017,Tetanus,adults,Chernivtsi,77.0
2017,Rubella,1 year,Chernivtsi,96.4
2017,"Measles, mumps, rubella",1 year,Chernivtsi,96.4
2017,Mumps,1 year,Chernivtsi,96.4
2017,Rubella,6 years,Chernivtsi,97.7
2017,"Measles, mumps, rubella",6 years,Chernivtsi,97.7
2017,Mumps,6 years,Chernivtsi,97.7
2017,Hepatitis B,under 1 year,Chernivtsi,47.0
2017,Tuberculosis,under 1 year,Chernihiv,75.7
2017,Poliomyelitis,under 1 year,Chernihiv,53.9
2017,Poliomyelitis,18 months,Chernihiv,82.3
2017,Poliomyelitis,6 years,Chernihiv,75.6
2017,Poliomyelitis,14 years,Chernihiv,80.1
2017,"Diphtheria, tetanus",under 1 year,Chernihiv,58.8
2017,Pertussis,under 1 year,Chernihiv,58.8
2017,Tetanus,under 1 year,Chernihiv,58.8
2017,"Diphtheria, tetanus",18 months,Chernihiv,60.4
2017,Pertussis,18 months,Chernihiv,60.4
2017,Tetanus,18 months,Chernihiv,60.4
2017,"Diphtheria, tetanus",6 years,Chernihiv,85.7
2017,Tetanus,6 years,Chernihiv,85.7
2017,"Diphtheria, tetanus",adults,Chernihiv,45.7
2017,Tetanus,adults,Chernihiv,45.7
2017,Rubella,1 year,Chernihiv,97.8
2017,"Measles, mumps, rubella",1 year,Chernihiv,97.8
2017,Mumps,1 year,Chernihiv,97.8
2017,Rubella,6 years,Chernihiv,95.1
2017,"Measles, mumps, rubella",6 years,Chernihiv,95.1
2017,Mumps,6 years,Chernihiv,95.1
2017,Hepatitis B,under 1 year,Chernihiv,82.8
2018,Tuberculosis,under 1 year,Vinnytsya,91.6
2018,Poliomyelitis,under 1 year,Vinnytsya,76.2
2018,Poliomyelitis,18 months,Vinnytsya,67.8
2018,Poliomyelitis,6 years,Vinnytsya,79.4
2018,Poliomyelitis,14 years,Vinnytsya,78.9
2018,"Diphtheria, tetanus",under 1 year,Vinnytsya,73.2
2018,Pertussis,under 1 year,Vinnytsya,73.2
2018,Tetanus,under 1 year,Vinnytsya,73.2
2018,"Diphtheria, tetanus",18 months,Vinnytsya,66.3
2018,Pertussis,18 months,Vinnytsya,66.3
2018,Tetanus,18 months,Vinnytsya,66.3
2018,"Diphtheria, tetanus",6 years,Vinnytsya,79.9
2018,Tetanus,6 years,Vinnytsya,79.9
2018,"Diphtheria, tetanus",adults,Vinnytsya,58.9
2018,Tetanus,adults,Vinnytsya,58.9
2018,Rubella,1 year,Vinnytsya,92.5
2018,"Measles, mumps, rubella",1 year,Vinnytsya,92.5
2018,Mumps,1 year,Vinnytsya,92.5
2018,Rubella,6 years,Vinnytsya,90.2
2018,"Measles, mumps, rubella",6 years,Vinnytsya,90.2
2018,Mumps,6 years,Vinnytsya,90.2
2018,Hepatitis B,under 1 year,Vinnytsya,66.9
2018,Tuberculosis,under 1 year,Volyn,93.4
2018,Poliomyelitis,under 1 year,Volyn,44.8
2018,Poliomyelitis,18 months,Volyn,47.6
2018,Poliomyelitis,6 years,Volyn,68.4
2018,Poliomyelitis,14 years,Volyn,71.3
2018,"Diphtheria, tetanus",under 1 year,Volyn,54.6
2018,Pertussis,under 1 year,Volyn,54.6
2018,Tetanus,under 1 year,Volyn,54.6
2018,"Diphtheria, tetanus",18 months,Volyn,53.6
2018,Pertussis,18 months,Volyn,53.6
2018,Tetanus,18 months,Volyn,53.6
2018,"Diphtheria, tetanus",6 years,Volyn,79.1
2018,Tetanus,6 years,Volyn,79.1
2018,"Diphtheria, tetanus",adults,Volyn,42.2
2018,Tetanus,adults,Volyn,42.2
2018,Rubella,1 year,Volyn,97.0
2018,"Measles, mumps, rubella",1 year,Volyn,97.0
2018,Mumps,1 year,Volyn,97.0
2018,Rubella,6 years,Volyn,95.5
2018,"Measles, mumps, rubella",6 years,Volyn,95.5
2018,Mumps,6 years,Volyn,95.5
2018,Hepatitis B,under 1 year,Volyn,40.2
2018,Tuberculosis,under 1 year,Dnipropetrovsk,93.3
2018,Poliomyelitis,under 1 year,Dnipropetrovsk,46.7
2018,Poliomyelitis,18 months,Dnipropetrovsk,36.8
2018,Poliomyelitis,6 years,Dnipropetrovsk,46.5
2018,Poliomyelitis,14 years,Dnipropetrovsk,41.2
2018,"Diphtheria, tetanus",under 1 year,Dnipropetrovsk,47.4
2018,Pertussis,under 1 year,Dnipropetrovsk,47.4
2018,Tetanus,under 1 year,Dnipropetrovsk,47.4
2018,"Diphtheria, tetanus",18 months,Dnipropetrovsk,41.9
2018,Pertussis,18 months,Dnipropetrovsk,41.9
2018,Tetanus,18 months,Dnipropetrovsk,41.9
2018,"Diphtheria, tetanus",6 years,Dnipropetrovsk,99.5
2018,Tetanus,6 years,Dnipropetrovsk,99.5
2018,"Diphtheria, tetanus",adults,Dnipropetrovsk,60.5
2018,Tetanus,adults,Dnipropetrovsk,60.5
2018,Rubella,1 year,Dnipropetrovsk,94.6
2018,"Measles, mumps, rubella",1 year,Dnipropetrovsk,94.6
2018,Mumps,1 year,Dnipropetrovsk,94.6
2018,Rubella,6 years,Dnipropetrovsk,95.7
2018,"Measles, mumps, rubella",6 years,Dnipropetrovsk,95.7
2018,Mumps,6 years,Dnipropetrovsk,95.7
2018,Hepatitis B,under 1 year,Dnipropetrovsk,75.7
2018,Tuberculosis,under 1 year,Donetsk,69.7
2018,Poliomyelitis,under 1 year,Donetsk,51.3
2018,Poliomyelitis,18 months,Donetsk,71.6
2018,Poliomyelitis,6 years,Donetsk,82.3
2018,Poliomyelitis,14 years,Donetsk,77.1
2018,"Diphtheria, tetanus",under 1 year,Donetsk,52.7
2018,Pertussis,under 1 year,Donetsk,52.7
2018,Tetanus,under 1 year,Donetsk,52.7
2018,"Diphtheria, tetanus",18 months,Donetsk,75.6
2018,Pertussis,18 months,Donetsk,75.6
2018,Tetanus,18 months,Donetsk,75.6
2018,"Diphtheria, tetanus",6 years,Donetsk,84.9
2018,Tetanus,6 years,Donetsk,84.9
2018,"Diphtheria, tetanus",adults,Donetsk,51.9
2018,Tetanus,adults,Donetsk,51.9
2018,Rubella,1 year,Donetsk,94.1
2018,"Measles, mumps, rubella",1 year,Donetsk,94.1
2018,Mumps,1 year,Donetsk,94.1
2018,Rubella,6 years,Donetsk,93.8
2018,"Measles, mumps, rubella",6 years,Donetsk,93.8
2018,Mumps,6 years,Donetsk,93.8
2018,Hepatitis B,under 1 year,Donetsk,47.9
2018,Tuberculosis,under 1 year,Zhytomyr,99.7
2018,Poliomyelitis,under 1 year,Zhytomyr,68.2
2018,Poliomyelitis,18 months,Zhytomyr,68.0
2018,Poliomyelitis,6 years,Zhytomyr,78.0
2018,Poliomyelitis,14 years,Zhytomyr,76.3
2018,"Diphtheria, tetanus",under 1 year,Zhytomyr,75.3
2018,Pertussis,under 1 year,Zhytomyr,75.3
2018,Tetanus,under 1 year,Zhytomyr,75.3
